"Word";"Frec"
"facha";NA
"corrupcion";2
"tesis";NA
"plagio";NA
"chalet";NA
"racista";NA
"separatistas";NA
"liberal";NA
"independentistas";1
"contrato fijo";NA
"empleo precario";NA
"empleo temporal";NA
"subir salario minimo";NA
"brecha salarial";NA
"deuda publica";NA
"pensiones";10
"incrementar natalidad";NA
"contrato unico indefinido";NA
"precariedad";NA
"lucha precariedad";NA
"contratos basura";NA
"ofrecer vivienda";NA
"subir impuestos";NA
"expropiar";NA
"maternidad";NA
"feminismo";NA
"muerte digna";NA
"maltrato";NA
"concertinas";NA
"asilo";NA
"refugiados";NA
"ultraderecha";NA
"lgtbi";NA
"romper espana";NA
"trio colon";NA
"vieja politica";NA
"transicion ecologica";NA
"violencia machista";NA
"violencia intrafamiliar";NA
"prision permanente revisable";NA
"gobierno progresista";NA
"pablo iglesias";2
"iglesias";22
"pabloiglesias";3
"ahorapodemos";NA
"irenemontero";NA
"unidas podemos";85
"podemos";89
"casado";1
"pablo casado";NA
"pablocasado";NA
"populares";1
"pp";NA
"partido popular";NA
"ciudadanos";2
"cs";NA
"ciudadanoscs";7
"inesarrimadas";NA
"albertrivera";NA
"rivera";1
"albert rivera";NA
"psoe";5
"partido socialista obrero espanol";NA
"pedro sanchez";7
"sanchez";12
"sanchezcastejon";5
"vox";2
"santiago abascal";1
"abascal";5
"voxes";2
"santiabascal";3
"veleta naranja";NA
"derechita cobarde";NA
"trifachito";1
"si se puede";NA
"venezuela";NA
"chavistas";NA
"bolivarianos";NA
"viva espana";NA
"etarra";NA
"proetarras";NA
"comunistas";NA
"frentismo";NA
"energias renovables";NA
"golpistas";1
"enemigos espana";NA
"fascismo";NA
