"Word";"Frec"
"facha";NA
"corrupcion";2
"tesis";1
"plagio";NA
"chalet";1
"racista";1
"separatistas";3
"liberal";NA
"independentistas";NA
"contrato fijo";NA
"empleo precario";NA
"empleo temporal";NA
"subir salario minimo";NA
"brecha salarial";NA
"deuda publica";NA
"pensiones";6
"incrementar natalidad";NA
"contrato unico indefinido";NA
"precariedad";NA
"lucha precariedad";NA
"contratos basura";NA
"ofrecer vivienda";NA
"subir impuestos";NA
"expropiar";NA
"maternidad";NA
"feminismo";NA
"muerte digna";NA
"maltrato";NA
"concertinas";NA
"asilo";NA
"refugiados";NA
"ultraderecha";NA
"lgtbi";NA
"romper espana";NA
"trio colon";NA
"vieja politica";NA
"transicion ecologica";NA
"violencia machista";NA
"violencia intrafamiliar";NA
"prision permanente revisable";NA
"gobierno progresista";NA
"pablo iglesias";NA
"iglesias";20
"pabloiglesias";2
"ahorapodemos";2
"irenemontero";1
"unidas podemos";NA
"podemos";9
"casado";48
"pablo casado";NA
"pablocasado";3
"populares";1
"pp";NA
"partido popular";NA
"ciudadanos";1
"cs";NA
"ciudadanoscs";6
"inesarrimadas";3
"albertrivera";NA
"rivera";4
"albert rivera";NA
"psoe";19
"partido socialista obrero espanol";NA
"pedro sanchez";1
"sanchez";8
"sanchezcastejon";19
"vox";12
"santiago abascal";1
"abascal";5
"voxes";2
"santiabascal";3
"veleta naranja";NA
"derechita cobarde";NA
"trifachito";1
"si se puede";NA
"venezuela";3
"chavistas";NA
"bolivarianos";NA
"viva espana";NA
"etarra";NA
"proetarras";NA
"comunistas";3
"frentismo";NA
"energias renovables";NA
"golpistas";NA
"enemigos espana";NA
"fascismo";NA
