"Word";"Frec"
"facha";1
"corrupcion";13
"tesis";1
"plagio";NA
"chalet";1
"racista";NA
"separatistas";NA
"liberal";NA
"independentistas";4
"contrato fijo";NA
"empleo precario";NA
"empleo temporal";NA
"subir salario minimo";NA
"brecha salarial";NA
"deuda publica";NA
"pensiones";4
"incrementar natalidad";NA
"contrato unico indefinido";NA
"precariedad";6
"lucha precariedad";NA
"contratos basura";NA
"ofrecer vivienda";NA
"subir impuestos";NA
"expropiar";NA
"maternidad";NA
"feminismo";11
"muerte digna";NA
"maltrato";1
"concertinas";NA
"asilo";2
"refugiados";NA
"ultraderecha";7
"lgtbi";NA
"romper espana";NA
"trio colon";NA
"vieja politica";NA
"transicion ecologica";11
"violencia machista";NA
"violencia intrafamiliar";NA
"prision permanente revisable";NA
"gobierno progresista";2
"pablo iglesias";32
"iglesias";37
"pabloiglesias";153
"ahorapodemos";20
"irenemontero";215
"unidas podemos";8
"podemos";123
"casado";148
"pablo casado";123
"pablocasado";152
"populares";196
"pp";NA
"partido popular";NA
"ciudadanos";170
"cs";NA
"ciudadanoscs";10
"inesarrimadas";NA
"albertrivera";NA
"rivera";60
"albert rivera";NA
"psoe";243
"partido socialista obrero espanol";NA
"pedro sanchez";151
"sanchez";386
"psoe";243
"sanchezcastejon";108
"vox";20
"santiago abascal";3
"abascal";5
"voxes";60
"santiabascal";67
"veleta naranja";NA
"derechita cobarde";NA
"trifachito";4
"si se puede";NA
"venezuela";1
"chavistas";NA
"volivarianos";NA
"viva espana";NA
"etarra";NA
"proetarras";NA
"comunistas";5
"frentismo";NA
"energias renovables";5
"golpistas";NA
"enemigos espana";NA
