"Word";"Frec"
"facha";1
"corrupcion";NA
"tesis";NA
"plagio";NA
"chalet";NA
"racista";NA
"separatistas";NA
"liberal";NA
"independentistas";NA
"contrato fijo";NA
"empleo precario";NA
"empleo temporal";NA
"subir salario minimo";NA
"brecha salarial";NA
"deuda publica";NA
"pensiones";NA
"incrementar natalidad";NA
"contrato unico indefinido";NA
"precariedad";NA
"lucha precariedad";NA
"contratos basura";NA
"ofrecer vivienda";NA
"subir impuestos";NA
"expropiar";NA
"maternidad";NA
"feminismo";NA
"muerte digna";NA
"maltrato";NA
"concertinas";NA
"asilo";NA
"refugiados";NA
"ultraderecha";NA
"lgtbi";NA
"romper espana";NA
"trio colon";NA
"vieja politica";NA
"transicion ecologica";NA
"violencia machista";NA
"violencia intrafamiliar";NA
"prision permanente revisable";NA
"gobierno progresista";NA
"pablo iglesias";1
"iglesias";1
"pabloiglesias";NA
"ahorapodemos";NA
"irenemontero";NA
"unidas podemos";NA
"podemos";4
"casado";NA
"pablo casado";NA
"pablocasado";NA
"populares";3
"pp";NA
"partido popular";NA
"ciudadanos";NA
"cs";NA
"ciudadanoscs";NA
"inesarrimadas";2
"albertrivera";NA
"rivera";7
"albert rivera";NA
"psoe";6
"partido socialista obrero espanol";NA
"pedro sanchez";2
"sanchez";4
"psoe";6
"sanchezcastejon";NA
"vox";1
"santiago abascal";NA
"abascal";NA
"voxes";3
"santiabascal";NA
"veleta naranja";NA
"derechita cobarde";NA
"trifachito";NA
"si se puede";NA
"venezuela";NA
"chavistas";NA
"volivarianos";NA
"viva espana";NA
"etarra";NA
"proetarras";2
"comunistas";NA
"frentismo";NA
"energias renovables";NA
"golpistas";NA
"enemigos espana";NA
