"Word";"Frec"
"pablo iglesias";1
"iglesias";14
"pabloiglesias";3
"ahorapodemos";1
"irenemontero";NA
"unidas podemos";23
"podemos";37
"casado";NA
"pablo casado";NA
"pablocasado";1
"populares";1
"pp";NA
"partido popular";NA
"ciudadanos";1
"cs";NA
"ciudadanoscs";NA
"inesarrimadas";7
"albertrivera";NA
"rivera";NA
"albert rivera";NA
"psoe";120
"partido socialista obrero espanol";NA
"pedro sanchez";NA
"sanchez";14
"sanchezcastejon";1
"vox";20
"santiago abascal";NA
"abascal";NA
"voxes";NA
"santiabascal";NA
