"Word";"Frec"
"pablo iglesias";67
"iglesias";98
"pabloiglesias";403
"ahorapodemos";14
"irenemontero";2
"unidas podemos";7
"podemos";69
"casado";188
"pablo casado";53
"pablocasado";148
"populares";150
"pp";NA
"partido popular";NA
"ciudadanos";200
"cs";NA
"ciudadanoscs";16
"inesarrimadas";5
"albertrivera";NA
"rivera";439
"albert rivera";NA
"psoe";90
"partido socialista obrero espanol";NA
"pedro sanchez";45
"sanchez";242
"sanchezcastejon";35
"vox";170
"santiago abascal";NA
"abascal";35
"voxes";39
"santiabascal";15
