"Word";"Frec"
"pablo iglesias";3
"iglesias";6
"pabloiglesias";7
"ahorapodemos";1
"irenemontero";NA
"unidas podemos";2
"podemos";8
"casado";278
"pablo casado";0
"pablocasado";5
"populares";2
"pp";NA
"partido popular";NA
"ciudadanos";9
"cs";NA
"ciudadanoscs";2
"inesarrimadas";15
"albertrivera";NA
"rivera";214
"albert rivera";NA
"psoe";118
"partido socialista obrero espanol";NA
"pedro sanchez";101
"sanchez";143
"sanchezcastejon";49
"vox";16
"santiago abascal";NA
"abascal";91
"voxes";5
"santiabascal";2
