"Word";"Frec"
"pablo iglesias";67
"iglesias";257
"pabloiglesias";217
"ahorapodemos";64
"irenemontero";3
"unidas podemos";8
"podemos";51
"casado";85
"pablo casado";NA
"pablocasado";17
"populares";4
"pp";NA
"partido popular";NA
"ciudadanos";239
"cs";NA
"ciudadanoscs";21
"inesarrimadas";2
"albertrivera";NA
"rivera";321
"albert rivera";NA
"psoe";21
"partido socialista obrero espanol";NA
"pedro sanchez";18
"sanchez";55
"sanchezcastejon";26
"vox";32
"santiago abascal";1
"abascal";11
"voxes";4
"santiabascal";5
