"COD_INE";"ID_REL";"COD_GEO";"COD_PROV";"PROVINCIA";"NOMBRE_ACTUAL";"POBLACION_MUNI";"SUPERFICIE";"PERIMETRO";"COD_INE_CAPITAL";"CAPITAL";"POBLACION_CAPITAL";"HOJA_MTN25_ETRS89";"LONGITUD_ETRS89";"LATITUD_ETRS89";"ORIGENCOOR";"ALTITUD";"ORIGENALTITUD"
"40031000000";"1400313";"40116";"40";"Segovia";"Bernuy de Porreros";762;927.08;13940.00;"40031000101";"Bernuy de Porreros";"762";"0483-1";-4.11;41.00;"Mapa";1014.00;"MDT5"
"40032000000";"1400328";"40120";"40";"Segovia";"Boceguillas";708;4154.43;31007.00;"40032000201";"Boceguillas";"687";"0403-4";-3.63;41.33;"Mapa";957.00;"MDT5"
"40033000000";"1400334";"40124";"40";"Segovia";"Brieva";98;1370.11;20385.00;"40033000101";"Brieva";"79";"0457-3";-4.05;41.03;"Mapa";1089.00;"MDT5"
"40034000000";"1400349";"40128";"40";"Segovia";"Caballar";91;1683.06;20358.00;"40034000101";"Caballar";"91";"0457-2";-3.96;41.12;"Mapa";1028.00;"MDT5"
"40035000000";"1400352";"40132";"40";"Segovia";"Cabañas de Polendos";178;2640.88;22042.00;"40035000101";"Cabañas de Polendos";"95";"0457-3";-4.10;41.06;"Mapa";939.00;"MDT5"
"40036000000";"1400365";"40136";"40";"Segovia";"Cabezuela";681;3525.43;42716.00;"40036000101";"Cabezuela";"681";"0430-4";-3.93;41.23;"Mapa";952.00;"MDT5"
"40037000000";"1400371";"40140";"40";"Segovia";"Calabazas de Fuentidueña";35;1478.76;15336.00;"40037000101";"Calabazas de Fuentidueña";"35";"0402-2";-4.01;41.44;"Mapa";903.00;"MDT5"
"40039000000";"1400390";"40144";"40";"Segovia";"Campo de San Pedro";265;3756.95;41814.00;"40039000101";"Campo de San Pedro";"221";"0403-2";-3.54;41.42;"Mapa";972.00;"MDT5"
"40040000000";"1400404";"40148";"40";"Segovia";"Cantalejo";3579;7943.33;53867.00;"40040000201";"Cantalejo";"3489";"0430-2";-3.92;41.25;"Mapa";966.00;"MDT5"
"40041000000";"1400411";"40152";"40";"Segovia";"Cantimpalos";1331;2629.37;23849.00;"40041000101";"Cantimpalos";"1325";"0457-3";-4.15;41.07;"Mapa";906.00;"MDT5"
"40043000000";"1400432";"40156";"40";"Segovia";"Carbonero el Mayor";2523;6635.10;44532.00;"40043000101";"Carbonero el Mayor";"2523";"0456-2";-4.26;41.12;"Mapa";918.00;"MDT5"
"40044000000";"1400447";"40160";"40";"Segovia";"Carrascal del Río";151;3051.58;33996.00;"40044000201";"Carrascal del Río";"145";"0402-4";-3.89;41.36;"Mapa";853.00;"MDT5"
"40045000000";"1400450";"40164";"40";"Segovia";"Casla";163;1759.20;21877.00;"40045000101";"Casla";"163";"0458-2";-3.65;41.16;"Mapa";1079.00;"MDT5"
"40046000000";"1400463";"40168";"40";"Segovia";"Castillejo de Mesleón";135;2724.10;22483.00;"40046000101";"Castillejo de Mesleón";"111";"0431-2";-3.60;41.28;"Mapa";1006.00;"MDT5"
"40047000000";"1400479";"40172";"40";"Segovia";"Castro de Fuentidueña";32;1971.79;22523.00;"40047000101";"Castro de Fuentidueña";"32";"0402-2";-3.85;41.42;"Mapa";1096.00;"MDT5"
"40048000000";"1400485";"40176";"40";"Segovia";"Castrojimeno";33;1832.28;20870.00;"40048000101";"Castrojimeno";"33";"0403-3";-3.84;41.39;"Mapa";1058.00;"MDT5"
"40049000000";"1400498";"40180";"40";"Segovia";"Castroserna de Abajo";47;1261.68;18154.00;"40049000101";"Castroserna de Abajo";"47";"0431-3";-3.73;41.20;"Mapa";983.00;"MDT5"
"40051000000";"1400518";"40184";"40";"Segovia";"Castroserracín";50;2105.24;23294.00;"40051000101";"Castroserracín";"50";"0403-3";-3.80;41.39;"Mapa";1148.00;"MDT5"
"40052000000";"1400523";"40188";"40";"Segovia";"Cedillo de la Torre";97;2373.92;20659.00;"40052000101";"Cedillo de la Torre";"97";"0403-2";-3.60;41.42;"Mapa";1018.00;"MDT5"
"40053000000";"1400539";"40192";"40";"Segovia";"Cerezo de Abajo";123;1988.95;22911.00;"40053000101";"Cerezo de Abajo";"116";"0431-4";-3.59;41.21;"Mapa";1046.00;"MDT5"
"40054000000";"1400544";"40196";"40";"Segovia";"Cerezo de Arriba";136;4866.18;45926.00;"40054000101";"Cerezo de Arriba";"105";"0431-4";-3.55;41.23;"Mapa";1129.00;"MDT5"
"40055000000";"1400557";"40200";"40";"Segovia";"Cilleruelo de San Mamés";34;973.04;19181.00;"40055000101";"Cilleruelo de San Mamés";"34";"0403-2";-3.56;41.43;"Mapa";982.00;"MDT5"
"40056000000";"1400560";"40204";"40";"Segovia";"Cobos de Fuentidueña";34;1385.10;18743.00;"40056000101";"Cobos de Fuentidueña";"34";"0402-4";-3.92;41.38;"Mapa";833.00;"MDT5"
"40057000000";"1400576";"40208";"40";"Segovia";"Coca";1826;9844.83;52162.00;"40057000201";"Coca";"1703";"0428-4";-4.52;41.21;"Mapa";784.00;"MDT5"
"40058000000";"1400582";"40212";"40";"Segovia";"Codorniz";342;6428.28;38494.00;"40058000101";"Codorniz";"245";"0455-4";-4.59;41.06;"Mapa";890.00;"MDT5"
"40059000000";"1400595";"40216";"40";"Segovia";"Collado Hermoso";125;1637.92;24446.00;"40059000101";"Collado Hermoso";"118";"0457-4";-3.91;41.03;"Mapa";1222.00;"MDT5"
"40060000000";"1400609";"40220";"40";"Segovia";"Condado de Castilnovo";104;2384.50;23981.00;"40060000401";"Villafranca";"66";"0431-3";-3.74;41.24;"Mapa";997.00;"MDT5"
"40061000000";"1400616";"40224";"40";"Segovia";"Corral de Ayllón";85;1806.10;25298.00;"40061000101";"Corral de Ayllón";"85";"0404-3";-3.45;41.39;"Mapa";1023.00;"MDT5"
"40062000000";"1400621";"40228";"40";"Segovia";"Cubillo";72;2050.40;21255.00;"40062000101";"Cubillo";"64";"0457-2";-3.90;41.12;"Mapa";1058.00;"MDT5"
"40063000000";"1400637";"40232";"40";"Segovia";"Cuéllar";9524;27333.39;122107.00;"40063000301";"Cuéllar";"8287";"0401-4";-4.31;41.40;"Mapa";876.00;"MDT5"
"40065000000";"1400655";"40236";"40";"Segovia";"Chañe";813;3525.56;32461.00;"40065000101";"Chañe";"803";"0401-3";-4.42;41.33;"Mapa";766.00;"MDT5"
"40068000000";"1400680";"40240";"40";"Segovia";"Domingo García";27;1775.91;22240.00;"40068000101";"Domingo García";"27";"0456-1";-4.37;41.11;"Mapa";903.00;"MDT5"
"40069000000";"1400693";"40244";"40";"Segovia";"Donhierro";92;1722.08;19351.00;"40069000101";"Donhierro";"92";"0455-1";-4.69;41.11;"Mapa";801.00;"MDT5"
"40070000000";"1400707";"40248";"40";"Segovia";"Duruelo";175;1726.33;19417.00;"40070000201";"Duruelo";"77";"0431-4";-3.64;41.23;"Mapa";998.00;"MDT5"
"40071000000";"1400714";"40252";"40";"Segovia";"Encinas";43;1760.86;22910.00;"40071000101";"Encinas";"43";"0403-4";-3.66;41.37;"Mapa";1012.00;"MDT5"
"40072000000";"1400729";"40256";"40";"Segovia";"Encinillas";284;827.30;13606.00;"40072000101";"Encinillas";"284";"0457-3";-4.15;41.01;"Mapa";947.00;"MDT5"
"40073000000";"1400735";"40260";"40";"Segovia";"Escalona del Prado";512;3179.33;26512.00;"40073000101";"Escalona del Prado";"509";"0457-1";-4.12;41.16;"Mapa";890.00;"MDT5"
"40074000000";"1400740";"40264";"40";"Segovia";"Escarabajosa de Cabezas";306;1603.71;22061.00;"40074000101";"Escarabajosa de Cabezas";"298";"0456-2";-4.19;41.10;"Mapa";884.00;"MDT5"
"40075000000";"1400753";"40268";"40";"Segovia";"Escobar de Polendos";177;3965.32;31925.00;"40075000101";"Escobar de Polendos";"36";"0457-1";-4.13;41.09;"Mapa";903.00;"MDT5"
"40076000000";"1400766";"40272";"40";"Segovia";"El Espinar";9155;20509.66;77748.00;"40076000201";"El Espinar";"4836";"0507-4";-4.24;40.71;"Mapa";1189.00;"MDT5"
"40077000000";"1400772";"40276";"40";"Segovia";"Espirdo";1248;2601.07;23011.00;"40077000101";"Espirdo";"766";"0483-1";-4.07;40.99;"Mapa";1063.00;"MDT5"
"40078000000";"1400788";"40280";"40";"Segovia";"Fresneda de Cuéllar";173;1156.30;20833.00;"40078000101";"Fresneda de Cuéllar";"173";"0429-1";-4.45;41.31;"Mapa";764.00;"MDT5"
"40079000000";"1400791";"40284";"40";"Segovia";"Fresno de Cantespino";261;6332.59;38787.00;"40079000401";"Fresno de Cantespino";"97";"0404-3";-3.49;41.36;"Mapa";1033.00;"MDT5"
"40080000000";"1400805";"40288";"40";"Segovia";"Fresno de la Fuente";74;1762.60;19339.00;"40080000101";"Fresno de la Fuente";"74";"0403-4";-3.64;41.39;"Mapa";1030.00;"MDT5"
"40081000000";"1400812";"40292";"40";"Segovia";"Frumales";113;2766.49;22209.00;"40081000101";"Frumales";"113";"0401-4";-4.18;41.38;"Mapa";816.00;"MDT5"
"40082000000";"1400827";"40296";"40";"Segovia";"Fuente de Santa Cruz";122;1762.23;17137.00;"40082000101";"Fuente de Santa Cruz";"122";"0428-4";-4.63;41.20;"Mapa";825.00;"MDT5"
"40083000000";"1400833";"40300";"40";"Segovia";"Fuente el Olmo de Fuentidueña";170;3118.12;28125.00;"40083000101";"Fuente el Olmo de Fuentidueña";"130";"0402-4";-4.00;41.38;"Mapa";850.00;"MDT5"
"40084000000";"1400848";"40304";"40";"Segovia";"Fuente el Olmo de Íscar";66;779.94;12561.00;"40084000101";"Fuente el Olmo de Íscar";"66";"0429-1";-4.49;41.27;"Mapa";779.00;"MDT5"
"40086000000";"1400864";"40308";"40";"Segovia";"Fuentepelayo";860;3089.94;21922.00;"40086000101";"Fuentepelayo";"860";"0430-3";-4.17;41.22;"Mapa";865.00;"MDT5"
"40087000000";"1400870";"40312";"40";"Segovia";"Fuentepiñel";97;1203.15;16771.00;"40087000101";"Fuentepiñel";"97";"0402-3";-4.04;41.40;"Mapa";889.00;"MDT5"
"40088000000";"1400886";"40316";"40";"Segovia";"Fuenterrebollo";352;3590.73;29106.00;"40088000101";"Fuenterrebollo";"352";"0430-2";-3.93;41.29;"Mapa";927.00;"MDT5"
"40089000000";"1400899";"40320";"40";"Segovia";"Fuentesaúco de Fuentidueña";240;2585.26;22483.00;"40089000201";"Fuentesaúco de Fuentidueña";"240";"0402-1";-4.06;41.42;"Mapa";892.00;"MDT5"
"40091000000";"1400910";"40324";"40";"Segovia";"Fuentesoto";113;2978.03;28110.00;"40091000101";"Fuentesoto";"100";"0402-2";-3.91;41.45;"Mapa";930.00;"MDT5"
"40092000000";"1400925";"40328";"40";"Segovia";"Fuentidueña";141;5055.13;49317.00;"40092000101";"Fuentidueña";"141";"0402-2";-3.98;41.44;"Mapa";862.00;"MDT5"
"40093000000";"1400931";"40332";"40";"Segovia";"Gallegos";92;2179.56;23904.00;"40093000101";"Gallegos";"88";"0458-3";-3.78;41.07;"Mapa";1237.00;"MDT5"
"40094000000";"1400946";"40336";"40";"Segovia";"Garcillán";450;2240.64;20794.00;"40094000101";"Garcillán";"450";"0482-2";-4.26;40.97;"Mapa";917.00;"MDT5"
"40095000000";"1400959";"40340";"40";"Segovia";"Gomezserracín";699;3026.27;28110.00;"40095000101";"Gomezserracín";"666";"0429-2";-4.32;41.28;"Mapa";803.00;"MDT5"
"40097000000";"1400978";"40348";"40";"Segovia";"Grajera";211;1268.73;17036.00;"40097000101";"Grajera";"211";"0403-4";-3.61;41.37;"Mapa";1012.00;"MDT5"
"40099000000";"1400997";"40352";"40";"Segovia";"Honrubia de la Cuesta";58;2081.28;20174.00;"40099000101";"Honrubia de la Cuesta";"50";"0375-3";-3.70;41.51;"Mapa";997.00;"MDT5"
"40100000000";"1401001";"40356";"40";"Segovia";"Hontalbilla";304;3836.28;31336.00;"40100000101";"Hontalbilla";"304";"0402-3";-4.12;41.34;"Mapa";888.00;"MDT5"
"40101000000";"1401018";"40360";"40";"Segovia";"Hontanares de Eresma";1363;612.89;12776.00;"40101000201";"Hontanares de Eresma";"396";"0482-2";-4.20;40.98;"Mapa";878.00;"MDT5"
"40103000000";"1401039";"40364";"40";"Segovia";"Los Huertos";175;1727.35;21209.00;"40103000101";"Los Huertos";"173";"0456-4";-4.21;41.01;"Mapa";880.00;"MDT5"
"40104000000";"1401044";"40368";"40";"Segovia";"Ituero y Lama";349;1318.66;18876.00;"40104000101";"Ituero y Lama";"81";"0507-1";-4.37;40.80;"Mapa";1004.00;"MDT5"
"40105000000";"1401057";"40372";"40";"Segovia";"Juarros de Riomoros";55;1389.34;23482.00;"40105000101";"Juarros de Riomoros";"53";"0482-2";-4.30;40.94;"Mapa";915.00;"MDT5"
"40106000000";"1401060";"40376";"40";"Segovia";"Juarros de Voltoya";222;2162.58;25850.00;"40106000101";"Juarros de Voltoya";"222";"0456-3";-4.51;41.03;"Mapa";850.00;"MDT5"
"40107000000";"1401076";"40380";"40";"Segovia";"Labajos";126;2096.17;24086.00;"40107000101";"Labajos";"126";"0481-4";-4.52;40.84;"Mapa";1064.00;"MDT5"
"40108000000";"1401082";"40384";"40";"Segovia";"Laguna de Contreras";118;1929.04;24954.00;"40108000101";"Laguna de Contreras";"82";"0402-1";-4.02;41.49;"Mapa";795.00;"MDT5"
"40109000000";"1401095";"40388";"40";"Segovia";"Languilla";79;2666.24;24860.00;"40109000101";"Languilla";"50";"0404-1";-3.42;41.44;"Mapa";946.00;"MDT5"
"40110000000";"1401109";"40392";"40";"Segovia";"Lastras de Cuéllar";375;6542.29;52276.00;"40110000101";"Lastras de Cuéllar";"357";"0430-1";-4.10;41.29;"Mapa";899.00;"MDT5"
"40111000000";"1401116";"40396";"40";"Segovia";"Lastras del Pozo";72;3250.55;39209.00;"40111000101";"Lastras del Pozo";"72";"0482-4";-4.34;40.87;"Mapa";965.00;"MDT5"
"40112000000";"1401121";"40400";"40";"Segovia";"La Lastrilla";3730;944.16;15373.00;"40112000101";"La Lastrilla";"3730";"0483-1";-4.10;40.96;"Mapa";1066.00;"MDT5"
"40113000000";"1401137";"40404";"40";"Segovia";"La Losa";538;2800.23;28479.00;"40113000201";"La Losa";"530";"0483-3";-4.16;40.85;"Mapa";1083.00;"MDT5"
"40115000000";"1401155";"40408";"40";"Segovia";"Maderuelo";99;9418.82;62946.00;"40115000101";"Maderuelo";"85";"0403-2";-3.52;41.48;"Mapa";952.00;"MDT5"
"40118000000";"1401180";"40416";"40";"Segovia";"Marazuela";51;1534.87;17663.00;"40118000101";"Marazuela";"51";"0482-1";-4.36;40.97;"Mapa";909.00;"MDT5"
"40119000000";"1401193";"40420";"40";"Segovia";"Martín Miguel";212;1530.40;18310.00;"40119000101";"Martín Miguel";"210";"0482-2";-4.27;40.95;"Mapa";918.00;"MDT5"
"40120000000";"1401207";"40424";"40";"Segovia";"Martín Muñoz de la Dehesa";227;1766.18;18852.00;"40120000101";"Martín Muñoz de la Dehesa";"227";"0455-3";-4.68;41.06;"Mapa";833.00;"MDT5"
"40121000000";"1401214";"40428";"40";"Segovia";"Martín Muñoz de las Posadas";308;4559.01;31061.00;"40121000101";"Martín Muñoz de las Posadas";"308";"0481-2";-4.59;40.99;"Mapa";892.00;"MDT5"
"40122000000";"1401229";"40432";"40";"Segovia";"Marugán";623;2898.70;29962.00;"40122000101";"Marugán";"213";"0482-3";-4.38;40.89;"Mapa";955.00;"MDT5"
"40123000000";"1401235";"40440";"40";"Segovia";"Matabuena";166;2142.12;19497.00;"40123000201";"Matabuena";"132";"0458-1";-3.75;41.09;"Mapa";1155.00;"MDT5"
"40124000000";"1401240";"40436";"40";"Segovia";"Mata de Cuéllar";260;2007.71;19862.00;"40124000101";"Mata de Cuéllar";"258";"0401-3";-4.47;41.39;"Mapa";755.00;"MDT5"
"40125000000";"1401253";"40444";"40";"Segovia";"La Matilla";98;746.68;17759.00;"40125000101";"La Matilla";"97";"0431-3";-3.79;41.19;"Mapa";1082.00;"MDT5"
"40126000000";"1401266";"40448";"40";"Segovia";"Melque de Cercos";81;1859.33;19001.00;"40126000101";"Melque de Cercos";"81";"0456-3";-4.46;41.05;"Mapa";857.00;"MDT5"
"40127000000";"1401272";"40452";"40";"Segovia";"Membibre de la Hoz";31;1567.70;17864.00;"40127000101";"Membibre de la Hoz";"31";"0402-1";-4.09;41.44;"Mapa";878.00;"MDT5"
"40128000000";"1401288";"40456";"40";"Segovia";"Migueláñez";140;1922.16;25538.00;"40128000101";"Migueláñez";"140";"0456-1";-4.36;41.12;"Mapa";884.00;"MDT5"
"40129000000";"1401291";"40460";"40";"Segovia";"Montejo de Arévalo";191;3595.24;26463.00;"40129000101";"Montejo de Arévalo";"191";"0455-2";-4.66;41.14;"Mapa";798.00;"MDT5"
"40130000000";"1401305";"40464";"40";"Segovia";"Montejo de la Vega de la Serrezuela";151;2785.40;29009.00;"40130000101";"Montejo de la Vega de la Serrezuela";"151";"0375-4";-3.65;41.54;"Mapa";863.00;"MDT5"
"40131000000";"1401312";"40468";"40";"Segovia";"Monterrubio";62;2554.23;22203.00;"40131000101";"Monterrubio";"58";"0482-4";-4.35;40.84;"Mapa";947.00;"MDT5"
"40132000000";"1401327";"40472";"40";"Segovia";"Moral de Hornuez";59;3250.19;31429.00;"40132000101";"Moral de Hornuez";"59";"0403-2";-3.61;41.46;"Mapa";1106.00;"MDT5"
"40134000000";"1401348";"40480";"40";"Segovia";"Mozoncillo";914;4273.55;35217.00;"40134000101";"Mozoncillo";"909";"0457-1";-4.18;41.14;"Mapa";854.00;"MDT5"
"40135000000";"1401351";"40484";"40";"Segovia";"Muñopedro";323;8721.45;60879.00;"40135000201";"Muñopedro";"311";"0482-3";-4.47;40.88;"Mapa";1020.00;"MDT5"
"40136000000";"1401364";"40488";"40";"Segovia";"Muñoveros";160;1936.81;22885.00;"40136000101";"Muñoveros";"153";"0430-4";-3.95;41.17;"Mapa";959.00;"MDT5"
"40138000000";"1401386";"40496";"40";"Segovia";"Nava de la Asunción";2814;8315.10;48002.00;"40138000201";"Nava de la Asunción";"2702";"0456-1";-4.48;41.15;"Mapa";802.00;"MDT5"
"40139000000";"1401399";"40500";"40";"Segovia";"Navafría";304;3043.37;25910.00;"40139000101";"Navafría";"301";"0458-3";-3.82;41.05;"Mapa";1192.00;"MDT5"
"40140000000";"1401403";"40504";"40";"Segovia";"Navalilla";108;2083.57;28785.00;"40140000101";"Navalilla";"100";"0402-4";-3.93;41.34;"Mapa";902.00;"MDT5"
"40141000000";"1401410";"40508";"40";"Segovia";"Navalmanzano";1081;3278.94;25741.00;"40141000101";"Navalmanzano";"1078";"0429-4";-4.25;41.21;"Mapa";835.00;"MDT5"
"40142000000";"1401425";"40512";"40";"Segovia";"Navares de Ayuso";51;1484.32;18672.00;"40142000101";"Navares de Ayuso";"51";"0403-3";-3.70;41.37;"Mapa";1011.00;"MDT5"
"40143000000";"1401431";"40516";"40";"Segovia";"Navares de Enmedio";92;2460.59;32165.00;"40143000101";"Navares de Enmedio";"92";"0403-3";-3.72;41.38;"Mapa";1037.00;"MDT5"
"40144000000";"1401446";"40520";"40";"Segovia";"Navares de las Cuevas";27;1887.82;25237.00;"40144000101";"Navares de las Cuevas";"27";"0403-3";-3.75;41.41;"Mapa";1117.00;"MDT5"
"40145000000";"1401459";"40524";"40";"Segovia";"Navas de Oro";1368;6226.74;37483.00;"40145000101";"Navas de Oro";"1368";"0429-3";-4.43;41.19;"Mapa";807.00;"MDT5"
"40146000000";"1401462";"40528";"40";"Segovia";"Navas de San Antonio";350;6894.52;45334.00;"40146000101";"Navas de San Antonio";"350";"0507-2";-4.32;40.76;"Mapa";1159.00;"MDT5"
"40148000000";"1401484";"40536";"40";"Segovia";"Nieva";284;3381.14;28542.00;"40148000101";"Nieva";"284";"0456-3";-4.42;41.08;"Mapa";840.00;"MDT5"
"40149000000";"1401497";"40540";"40";"Segovia";"Olombrada";588;6650.92;40178.00;"40149000201";"Olombrada";"524";"0402-3";-4.16;41.41;"Mapa";872.00;"MDT5"
"40150000000";"1401500";"40544";"40";"Segovia";"Orejana";65;2092.34;21469.00;"40150000101";"El Arenal";"29";"0458-1";-3.78;41.16;"Mapa";1076.00;"MDT5"
"40151000000";"1401517";"40548";"40";"Segovia";"Ortigosa de Pestaño";59;839.70;13867.00;"40151000101";"Ortigosa de Pestaño";"59";"0456-1";-4.39;41.08;"Mapa";860.00;"MDT5"
"40152000000";"1401522";"40552";"40";"Segovia";"Otero de Herreros";975;4371.44;29517.00;"40152000201";"Otero de Herreros";"920";"0507-2";-4.21;40.81;"Mapa";1139.00;"MDT5"
"40154000000";"1401543";"40556";"40";"Segovia";"Pajarejos";13;825.88;13549.00;"40154000101";"Pajarejos";"13";"0403-4";-3.59;41.39;"Mapa";990.00;"MDT5"
"40155000000";"1401556";"40560";"40";"Segovia";"Palazuelos de Eresma";5174;3669.59;41180.00;"40155000101";"Palazuelos de Eresma";"2760";"0483-1";-4.06;40.93;"Mapa";1079.00;"MDT5"
"40156000000";"1401569";"40564";"40";"Segovia";"Pedraza";388;3158.36;25460.00;"40156000101";"Pedraza";"169";"0458-1";-3.81;41.13;"Mapa";1068.00;"MDT5"
"40157000000";"1401575";"40568";"40";"Segovia";"Pelayos del Arroyo";46;1243.92;26287.00;"40157000101";"Pelayos del Arroyo";"37";"0457-4";-3.93;41.05;"Mapa";1143.00;"MDT5"
"40158000000";"1401581";"40572";"40";"Segovia";"Perosillo";16;1011.87;17989.00;"40158000101";"Perosillo";"16";"0402-3";-4.14;41.39;"Mapa";831.00;"MDT5"
"40159000000";"1401594";"40576";"40";"Segovia";"Pinarejos";181;2971.51;24452.00;"40159000101";"Pinarejos";"181";"0429-2";-4.29;41.25;"Mapa";819.00;"MDT5"
"40160000000";"1401608";"40580";"40";"Segovia";"Pinarnegrillo";101;1952.29;30056.00;"40160000101";"Pinarnegrillo";"101";"0429-4";-4.20;41.19;"Mapa";856.00;"MDT5"
"40161000000";"1401615";"40584";"40";"Segovia";"Carabias";47;2585.61;28734.00;"40161000101";"Carabias";"42";"0403-1";-3.70;41.45;"Mapa";1189.00;"MDT5"
"40162000000";"1401620";"40588";"40";"Segovia";"Prádena";530;4633.27;38520.00;"40162000201";"Prádena";"507";"0458-1";-3.68;41.13;"Mapa";1119.00;"MDT5"
"40163000000";"1401636";"40592";"40";"Segovia";"Puebla de Pedraza";57;1760.82;23311.00;"40163000101";"Puebla de Pedraza";"57";"0430-4";-3.91;41.20;"Mapa";954.00;"MDT5"
"40164000000";"1401641";"40596";"40";"Segovia";"Rapariegos";194;2452.30;31275.00;"40164000101";"Rapariegos";"194";"0455-2";-4.65;41.09;"Mapa";853.00;"MDT5"
"40165000000";"1401654";"40600";"40";"Segovia";"Rebollo";87;1397.27;16997.00;"40165000101";"Rebollo";"87";"0430-4";-3.85;41.19;"Mapa";984.00;"MDT5"
"40166000000";"1401667";"40604";"40";"Segovia";"Remondo";302;847.36;13764.00;"40166000101";"Remondo";"296";"0401-3";-4.48;41.34;"Mapa";754.00;"MDT5"
"40168000000";"1401689";"40608";"40";"Segovia";"Riaguas de San Bartolomé";36;1164.88;15472.00;"40168000101";"Riaguas de San Bartolomé";"36";"0404-1";-3.48;41.42;"Mapa";929.00;"MDT5"
"40170000000";"1401706";"40616";"40";"Segovia";"Riaza";2138;14949.49;113900.00;"40170000901";"Riaza";"2011";"0432-1";-3.47;41.27;"Mapa";1190.00;"MDT5"
"40171000000";"1401713";"40620";"40";"Segovia";"Ribota";40;2163.14;21552.00;"40171000101";"Ribota";"36";"0404-3";-3.42;41.36;"Mapa";1029.00;"MDT5"
"40172000000";"1401728";"40624";"40";"Segovia";"Riofrío de Riaza";38;2703.83;25557.00;"40172000101";"Riofrío de Riaza";"38";"0432-3";-3.44;41.24;"Mapa";1312.00;"MDT5"
"40173000000";"1401734";"40628";"40";"Segovia";"Roda de Eresma";185;996.40;14016.00;"40173000101";"Roda de Eresma";"185";"0457-3";-4.18;41.02;"Mapa";929.00;"MDT5"
"40174000000";"1401749";"40632";"40";"Segovia";"Sacramenia";383;4447.68;40167.00;"40174000201";"Sacramenia";"371";"0402-2";-3.96;41.49;"Mapa";839.00;"MDT5"
"40176000000";"1401765";"40640";"40";"Segovia";"Samboal";469;4746.12;33889.00;"40176000201";"Samboal";"292";"0429-1";-4.41;41.25;"Mapa";794.00;"MDT5"
"40177000000";"1401771";"40644";"40";"Segovia";"San Cristóbal de Cuéllar";152;1476.45;21166.00;"40177000101";"San Cristóbal de Cuéllar";"152";"0401-3";-4.40;41.40;"Mapa";812.00;"MDT5"
"40178000000";"1401787";"40648";"40";"Segovia";"San Cristóbal de la Vega";110;1516.11;20060.00;"40178000101";"San Cristóbal de la Vega";"110";"0455-2";-4.64;41.11;"Mapa";865.00;"MDT5"
"40179000000";"1401790";"40668";"40";"Segovia";"Sanchonuño";918;2926.79;25581.00;"40179000101";"Sanchonuño";"918";"0429-2";-4.30;41.32;"Mapa";804.00;"MDT5"
"40180000000";"1401804";"40672";"40";"Segovia";"Sangarcía";319;3751.85;32150.00;"40180000401";"Sangarcía";"176";"0482-1";-4.41;40.94;"Mapa";943.00;"MDT5"
"40181000000";"1401811";"40652";"40";"Segovia";"Real Sitio de San Ildefonso";5315;14481.01;66829.00;"40181000201";"San Ildefonso";"4462";"0483-4";-4.00;40.89;"Mapa";1190.00;"MDT5"
"40182000000";"1401826";"40656";"40";"Segovia";"San Martín y Mudrián";241;4255.72;29718.00;"40182000101";"Mudrián";"222";"0429-4";-4.33;41.22;"Mapa";817.00;"MDT5"
"40183000000";"1401832";"40660";"40";"Segovia";"San Miguel de Bernuy";137;1832.00;22427.00;"40183000101";"San Miguel de Bernuy";"137";"0402-4";-3.95;41.39;"Mapa";839.00;"MDT5"
"40184000000";"1401847";"40664";"40";"Segovia";"San Pedro de Gaíllos";300;2607.77;22556.00;"40184000201";"San Pedro de Gaíllos";"259";"0431-3";-3.81;41.22;"Mapa";988.00;"MDT5"
"40185000000";"1401850";"40676";"40";"Segovia";"Santa María la Real de Nieva";1004;17974.70;87841.00;"40185001101";"Santa María la Real de Nieva";"467";"0456-3";-4.40;41.07;"Mapa";901.00;"MDT5"
"40186000000";"1401863";"40680";"40";"Segovia";"Santa Marta del Cerro";42;1485.06;17861.00;"40186000101";"Santa Marta del Cerro";"42";"0431-4";-3.68;41.21;"Mapa";1022.00;"MDT5"
"40188000000";"1401885";"40688";"40";"Segovia";"Santiuste de Pedraza";99;2913.51;35555.00;"40188000201";"La Mata";"53";"0457-2";-3.88;41.09;"Mapa";1104.00;"MDT5"
"40189000000";"1401898";"40692";"40";"Segovia";"Santiuste de San Juan Bautista";575;4557.08;35957.00;"40189000201";"Santiuste de San Juan Bautista";"558";"0455-2";-4.57;41.15;"Mapa";818.00;"MDT5"
"40190000000";"1401902";"40696";"40";"Segovia";"Santo Domingo de Pirón";61;2754.20;34318.00;"40190000101";"Santo Domingo de Pirón";"61";"0457-4";-3.98;41.04;"Mapa";1079.00;"MDT5"
"40191000000";"1401919";"40700";"40";"Segovia";"Santo Tomé del Puerto";277;5687.21;41442.00;"40191000501";"Villarejo";"140";"0431-4";-3.61;41.18;"Mapa";1082.00;"MDT5"
"40192000000";"1401924";"40704";"40";"Segovia";"Sauquillo de Cabezas";168;2027.52;21590.00;"40192000101";"Sauquillo de Cabezas";"168";"0430-3";-4.06;41.19;"Mapa";906.00;"MDT5"
"40193000000";"1401930";"40708";"40";"Segovia";"Sebúlcor";264;2771.28;27242.00;"40193000101";"Sebúlcor";"264";"0430-2";-3.88;41.27;"Mapa";940.00;"MDT5"
