"COD_INE";"ID_REL";"COD_GEO";"COD_PROV";"PROVINCIA";"NOMBRE_ACTUAL";"POBLACION_MUNI";"SUPERFICIE";"PERIMETRO";"COD_INE_CAPITAL";"CAPITAL";"POBLACION_CAPITAL";"HOJA_MTN25_ETRS89";"LONGITUD_ETRS89";"LATITUD_ETRS89";"ORIGENCOOR";"ALTITUD";"ORIGENALTITUD"
"15037000000";"1150373";"15360";"15";"A Coruña";"Fisterra";4734;2943.12;38867.00;"15037030201";"Fisterra";"2781";"0092-4";-9.26;42.90;"GPS. PNRGM";21.00;"GPS. PNRGM"
"15038000000";"1150389";"15370";"15";"A Coruña";"Frades";2422;8156.21;54285.00;"15038050101";"Cimadevila";"24";"0070-4";-8.29;43.03;"GPS. PNRGM";346.00;"GPS. PNRGM"
"15039000000";"1150392";"15380";"15";"A Coruña";"Irixoa";1361;6858.72;48274.00;"15039041001";"O Pazo de Irixoa";"36";"0046-1";-8.06;43.28;"GPS. PNRGM";367.00;"GPS. PNRGM"
"15040000000";"1150406";"15390";"15";"A Coruña";"Laxe";3090;3677.65;35444.00;"15040010101";"Laxe";"1753";"0043-4";-9.00;43.21;"GPS. PNRGM";13.00;"GPS. PNRGM"
"15041000000";"1150413";"15400";"15";"A Coruña";"A Laracha";11281;12595.07;73002.00;"15041120601";"A Laracha";"3122";"0044-2";-8.58;43.24;"GPS. PNRGM";182.00;"GPS. PNRGM"
"15042000000";"1150428";"15410";"15";"A Coruña";"Lousame";3447;9364.85;60658.00;"15042041601";"Portobravo";"61";"0119-2";-8.86;42.78;"GPS. PNRGM";39.00;"GPS. PNRGM"
"15043000000";"1150434";"15420";"15";"A Coruña";"Malpica de Bergantiños";5518;6121.91;66715.00;"15043060401";"Malpica";"1884";"0044-1";-8.81;43.32;"GPS. PNRGM";12.00;"GPS. PNRGM"
"15044000000";"1150449";"15430";"15";"A Coruña";"Mañón";1391;8220.57;86576.00;"15044032301";"Caión";"10";"0008-1";-7.70;43.73;"GPS. PNRGM";71.00;"GPS. PNRGM"
"15045000000";"1150452";"15440";"15";"A Coruña";"Mazaricos";4014;18730.44;89880.00;"15045120701";"A Picota";"344";"0093-2";-8.99;42.93;"GPS. PNRGM";326.00;"GPS. PNRGM"
"15046000000";"1150465";"15450";"15";"A Coruña";"Melide";7503;10130.11;64115.00;"15046180201";"Melide";"4568";"0096-4";-8.01;42.91;"GPS. PNRGM";456.00;"GPS. PNRGM"
"15047000000";"1150471";"15460";"15";"A Coruña";"Mesía";2637;10720.73;68724.00;"15047021500";"A Pobra";"16";"0070-2";-8.23;43.08;"GPS. PNRGM";399.00;"GPS. PNRGM"
"15048000000";"1150487";"15470";"15";"A Coruña";"Miño";5905;3297.04;37297.00;"15048060201";"A Carreira";"2420";"0021-4";-8.20;43.34;"GPS. PNRGM";42.00;"GPS. PNRGM"
"15049000000";"1150490";"15480";"15";"A Coruña";"Moeche";1230;4849.95;35813.00;"15049041901";"San Ramón";"155";"0007-4";-8.01;43.56;"GPS. PNRGM";263.00;"GPS. PNRGM"
"15050000000";"1150503";"15490";"15";"A Coruña";"Monfero";1985;17167.35;72807.00;"15050035301";"Rebordelo";"37";"0022-3";-8.05;43.33;"GPS. PNRGM";354.00;"GPS. PNRGM"
"15051000000";"1150510";"15500";"15";"A Coruña";"Mugardos";5303;1277.09;23066.00;"15051030201";"Mugardos";"2409";"0021-2";-8.25;43.46;"GPS. PNRGM";23.00;"GPS. PNRGM"
"15052000000";"1150525";"15510";"15";"A Coruña";"Muxía";4852;12118.66;80782.00;"15052090101";"Muxía";"1527";"0067-2";-9.21;43.10;"GPS. PNRGM";6.00;"GPS. PNRGM"
"15053000000";"1150531";"15520";"15";"A Coruña";"Muros";8792;7290.92;67345.00;"15053040501";"Muros";"1671";"0119-1";-9.05;42.77;"GPS. PNRGM";7.00;"GPS. PNRGM"
"15054000000";"1150546";"15530";"15";"A Coruña";"Narón";39280;6691.13;58433.00;"15054000101";"Narón";"32825";"0007-3";-8.19;43.50;"GPS. PNRGM";25.00;"GPS. PNRGM"
"15055000000";"1150559";"15540";"15";"A Coruña";"Neda";5165;2446.13;29467.00;"15055020101";"Neda";"1427";"0007-3";-8.15;43.50;"GPS. PNRGM";19.00;"GPS. PNRGM"
"15056000000";"1150562";"15550";"15";"A Coruña";"Negreira";6883;11510.43;77579.00;"15056000101";"Negreira";"3896";"0094-3";-8.73;42.90;"GPS. PNRGM";167.00;"GPS. PNRGM"
"15057000000";"1150578";"15560";"15";"A Coruña";"Noia";14295;3720.84;48127.00;"15057000101";"Noia";"8250";"0119-2";-8.88;42.78;"GPS. PNRGM";13.00;"GPS. PNRGM"
"15058000000";"1150584";"15570";"15";"A Coruña";"Oleiros";35198;4366.17;50355.00;"15058072201";"O Real";"815";"0021-4";-8.31;43.33;"GPS. PNRGM";123.00;"GPS. PNRGM"
"15059000000";"1150597";"15580";"15";"A Coruña";"Ordes";12580;15722.96;80728.00;"15059091601";"Ordes";"5943";"0070-3";-8.40;43.07;"GPS. PNRGM";286.00;"GPS. PNRGM"
"15060000000";"1150601";"15590";"15";"A Coruña";"Oroso";7452;7259.26;66166.00;"15060070701";"Sigüeiro";"3792";"0095-1";-8.44;42.96;"GPS. PNRGM";228.00;"GPS. PNRGM"
"15061000000";"1150618";"15600";"15";"A Coruña";"Ortigueira";5966;20960.00;160989.00;"15061210101";"Ortigueira";"1566";"0002-3";-7.85;43.68;"GPS. PNRGM";12.00;"GPS. PNRGM"
"15062000000";"1150623";"15610";"15";"A Coruña";"Outes";6514;9973.52;66763.00;"15062000101";"A Serra de Outes";"1115";"0093-4";-8.90;42.84;"GPS. PNRGM";13.00;"GPS. PNRGM"
"15064000000";"1150644";"15630";"15";"A Coruña";"Paderne";2441;3983.08;40830.00;"15064030201";"O Consistorio";"34";"0046-1";-8.17;43.28;"GPS. PNRGM";160.00;"GPS. PNRGM"
"15065000000";"1150657";"15640";"15";"A Coruña";"Padrón";8463;4837.41;52189.00;"15065050501";"Padrón";"2875";"0120-4";-8.66;42.73;"GPS. PNRGM";6.00;"GPS. PNRGM"
"15066000000";"1150660";"15650";"15";"A Coruña";"O Pino";4644;13214.52;85618.00;"15066010801";"O Pedrouzo";"850";"0095-3";-8.36;42.90;"GPS. PNRGM";287.00;"GPS. PNRGM"
"15067000000";"1150676";"15660";"15";"A Coruña";"A Pobra do Caramiñal";9440;3251.16;37278.00;"15067000101";"A Pobra do Caramiñal";"4241";"0151-2";-8.93;42.60;"GPS. PNRGM";8.00;"GPS. PNRGM"
"15068000000";"1150682";"15670";"15";"A Coruña";"Ponteceso";5613;9196.88;72833.00;"15068060701";"Ponteceso";"401";"0043-4";-8.90;43.24;"GPS. PNRGM";17.00;"GPS. PNRGM"
"15069000000";"1150695";"15680";"15";"A Coruña";"Pontedeume";7937;2925.96;36427.00;"15069070101";"Pontedeume";"4462";"0022-3";-8.17;43.40;"GPS. PNRGM";5.00;"GPS. PNRGM"
"15070000000";"1150709";"15690";"15";"A Coruña";"As Pontes de García Rodríguez";10324;24937.29;98154.00;"15070053901";"As Pontes de García Rodríguez";"8817";"0023-1";-7.85;43.45;"GPS. PNRGM";360.00;"GPS. PNRGM"
"15071000000";"1150716";"15700";"15";"A Coruña";"Porto do Son";9271;9457.75;70679.00;"15071081101";"Porto do Son";"2031";"0119-4";-9.00;42.72;"GPS. PNRGM";13.00;"GPS. PNRGM"
"15072000000";"1150721";"15710";"15";"A Coruña";"Rianxo";11188;5879.10;46149.00;"15072050501";"Rianxo";"3409";"0152-1";-8.81;42.65;"GPS. PNRGM";11.00;"GPS. PNRGM"
"15073000000";"1150737";"15720";"15";"A Coruña";"Ribeira";27159;6882.87;97706.00;"15073090801";"Santa Uxía de Ribeira";"13577";"0151-4";-8.99;42.55;"GPS. PNRGM";10.00;"GPS. PNRGM"
"15074000000";"1150742";"15730";"15";"A Coruña";"Rois";4627;9275.58;53456.00;"15074090601";"Os Dices";"93";"0120-1";-8.69;42.76;"GPS. PNRGM";67.00;"GPS. PNRGM"
"15075000000";"1150755";"15740";"15";"A Coruña";"Sada";15242;2749.11;28690.00;"15075060401";"Sada";"7636";"0021-4";-8.25;43.35;"GPS. PNRGM";6.00;"GPS. PNRGM"
"15076000000";"1150768";"15750";"15";"A Coruña";"San Sadurniño";2877;9897.96;58725.00;"15076070401";"Avenida do Marqués de Figueroa";"3";"0007-3";-8.07;43.53;"GPS. PNRGM";58.00;"GPS. PNRGM"
"15077000000";"1150774";"15760";"15";"A Coruña";"Santa Comba";9477;20370.23;79450.00;"15077141201";"Santa Cataliña de Armada";"419";"0069-3";-8.82;43.03;"GPS. PNRGM";355.00;"GPS. PNRGM"
"15078000000";"1150780";"15770";"15";"A Coruña";"Santiago de Compostela";96456;22000.52;93440.00;"15078000101";"Santiago de Compostela";"80326";"0094-4";-8.54;42.87;"GPS. PNRGM";254.00;"GPS. PNRGM"
"15079000000";"1150793";"15780";"15";"A Coruña";"Santiso";1630;6738.74;55468.00;"15079010100";"Agro do Chao";"29";"0096-3";-8.03;42.84;"GPS. PNRGM";363.00;"GPS. PNRGM"
"15080000000";"1150807";"15790";"15";"A Coruña";"Sobrado";1847;12063.95;69461.00;"15080082001";"Sobrado";"266";"0071-3";-8.02;43.04;"GPS. PNRGM";508.00;"GPS. PNRGM"
"15081000000";"1150814";"15800";"15";"A Coruña";"As Somozas";1128;7091.44;56167.00;"15081021501";"A Igrexa";"54";"0007-4";-7.94;43.53;"GPS. PNRGM";226.00;"GPS. PNRGM"
"15082000000";"1150829";"15810";"15";"A Coruña";"Teo";18478;7929.99;60365.00;"15082040501";"A Ramallosa";"654";"0120-2";-8.54;42.79;"GPS. PNRGM";157.00;"GPS. PNRGM"
"15083000000";"1150835";"15820";"15";"A Coruña";"Toques";1173;7792.55;40045.00;"15083021101";"Souto";"29";"0096-2";-7.97;42.96;"GPS. PNRGM";464.00;"GPS. PNRGM"
"15084000000";"1150840";"15830";"15";"A Coruña";"Tordoia";3433;12455.13;80001.00;"15084041101";"A Pontepedra";"399";"0069-2";-8.55;43.08;"GPS. PNRGM";367.00;"GPS. PNRGM"
"15085000000";"1150853";"15840";"15";"A Coruña";"Touro";3693;11534.06;84945.00;"15085170301";"Fonte Díaz";"434";"0095-4";-8.30;42.86;"GPS. PNRGM";318.00;"GPS. PNRGM"
"15086000000";"1150866";"15850";"15";"A Coruña";"Trazo";3186;10130.27;63690.00;"15086031001";"Viaño Pequeno";"128";"0070-3";-8.51;43.02;"GPS. PNRGM";322.00;"GPS. PNRGM"
"15087000000";"1150872";"15860";"15";"A Coruña";"Valdoviño";6594;8822.24;71911.00;"15087070301";"Aviño";"49";"0007-1";-8.14;43.60;"GPS. PNRGM";71.00;"GPS. PNRGM"
"15088000000";"1150888";"15870";"15";"A Coruña";"Val do Dubra";3931;10863.97;48966.00;"15088020101";"Bembibre";"1029";"0069-4";-8.65;43.02;"GPS. PNRGM";201.00;"GPS. PNRGM"
"15089000000";"1150891";"15880";"15";"A Coruña";"Vedra";5051;5277.88;50623.00;"15089110101";"Avenida do Mestre Manuel Gómez Lorenzo";"100";"0121-1";-8.48;42.77;"GPS. PNRGM";168.00;"GPS. PNRGM"
"15090000000";"1150905";"15890";"15";"A Coruña";"Vilasantar";1241;5916.83;49231.00;"15090070701";"Ru";"65";"0071-3";-8.12;43.07;"GPS. PNRGM";485.00;"GPS. PNRGM"
"15091000000";"1150912";"15900";"15";"A Coruña";"Vilarmaior";1249;3034.70;37004.00;"15091060201";"A Armada";"20";"0022-3";-8.13;43.35;"GPS. PNRGM";275.00;"GPS. PNRGM"
"15092000000";"1150927";"15910";"15";"A Coruña";"Vimianzo";7270;18726.78;75028.00;"15092141001";"Vimianzo";"1458";"0068-1";-9.03;43.11;"GPS. PNRGM";132.00;"GPS. PNRGM"
"15093000000";"1150933";"15920";"15";"A Coruña";"Zas";4671;13328.52;79109.00;"15093160301";"Zas";"385";"0068-2";-8.91;43.09;"GPS. PNRGM";229.00;"GPS. PNRGM"
"15901000000";"1159012";"15195";"15";"A Coruña";"Cariño";4004;4719.00;46823.00;"15901010101";"Cariño";"2758";"0001-4";-7.86;43.74;"GPS. PNRGM";7.00;"GPS. PNRGM"
"15902000000";"1159027";"15620";"15";"A Coruña";"Oza-Cesuras";5133;15162.30;77736.00;"15902150601";"Oza";"145";"No disponible";-8.18;43.21;"GPS. PNRGM";231.00;"GPS. PNRGM"
"16001000000";"1160014";"16004";"16";"Cuenca";"Abia de la Obispalía";66;6308.00;37740.00;"16001000101";"Abia de la Obispalía";"66";"0609-3";-2.39;40.01;"Mapa";1022.00;"MDT5"
"16002000000";"1160029";"16008";"16";"Cuenca";"El Acebrón";237;2210.81;30902.00;"16002000101";"El Acebrón";"237";"0632-4";-2.98;39.90;"Mapa";759.00;"MDT5"
"16003000000";"1160035";"16012";"16";"Cuenca";"Alarcón";148;11995.85;108002.00;"16003000101";"Alarcón";"136";"0691-3";-2.08;39.54;"Mapa";840.00;"MDT5"
"16004000000";"1160040";"16016";"16";"Cuenca";"Albaladejo del Cuende";263;5519.13;32006.00;"16004000101";"Albaladejo del Cuende";"263";"0662-2";-2.23;39.80;"Mapa";915.00;"MDT5"
"16005000000";"1160053";"16020";"16";"Cuenca";"Albalate de las Nogueras";276;4010.82;25594.00;"16005000101";"Albalate de las Nogueras";"276";"0563-4";-2.27;40.36;"Mapa";852.00;"MDT5"
"16006000000";"1160066";"16024";"16";"Cuenca";"Albendea";130;3819.71;30458.00;"16006000101";"Albendea";"129";"0563-1";-2.41;40.48;"Mapa";831.00;"MDT5"
"16007000000";"1160072";"16028";"16";"Cuenca";"La Alberca de Záncara";1622;10085.79;41823.00;"16007000101";"La Alberca de Záncara";"1622";"0690-3";-2.49;39.51;"Mapa";811.00;"MDT5"
"16008000000";"1160088";"16032";"16";"Cuenca";"Alcalá de la Vega";90;6925.24;37828.00;"16008000101";"Alcalá de la Vega";"74";"0612-3";-1.52;40.02;"Mapa";1194.00;"MDT5"
"16009000000";"1160091";"16036";"16";"Cuenca";"Alcantud";60;5763.18;33089.00;"16009000101";"Alcantud";"59";"0538-4";-2.33;40.54;"Mapa";843.00;"MDT5"
"16010000000";"1160105";"16040";"16";"Cuenca";"Alcázar del Rey";145;4649.81;27557.00;"16010000101";"Alcázar del Rey";"145";"0608-3";-2.80;40.06;"Mapa";883.00;"MDT5"
"16011000000";"1160112";"16044";"16";"Cuenca";"Alcohujate";34;2728.99;23595.00;"16011000101";"Alcohujate";"34";"0562-4";-2.61;40.41;"Mapa";810.00;"MDT5"
"16012000000";"1160127";"16048";"16";"Cuenca";"Alconchel de la Estrella";98;4294.18;26240.00;"16012000101";"Alconchel de la Estrella";"98";"0661-4";-2.57;39.71;"Mapa";839.00;"MDT5"
"16013000000";"1160133";"16052";"16";"Cuenca";"Algarra";27;4191.35;35986.00;"16013000101";"Algarra";"27";"0612-3";-1.43;40.00;"Mapa";1267.00;"MDT5"
"16014000000";"1160148";"16056";"16";"Cuenca";"Aliaguilla";674;10591.02;41887.00;"16014000101";"Aliaguilla";"659";"0665-4";-1.32;39.74;"Mapa";1005.00;"MDT5"
"16015000000";"1160151";"16060";"16";"Cuenca";"La Almarcha";376;6435.80;53668.00;"16015000101";"La Almarcha";"376";"0662-3";-2.38;39.68;"Mapa";874.00;"MDT5"
"16016000000";"1160164";"16064";"16";"Cuenca";"Almendros";241;6311.36;44083.00;"16016000101";"Almendros";"241";"0632-2";-2.88;39.92;"Mapa";869.00;"MDT5"
"16017000000";"1160170";"16068";"16";"Cuenca";"Almodóvar del Pinar";421;9502.91;41017.00;"16017000101";"Almodóvar del Pinar";"421";"0663-4";-1.90;39.72;"Mapa";994.00;"MDT5"
"16018000000";"1160186";"16072";"16";"Cuenca";"Almonacid del Marquesado";433;4715.26;32154.00;"16018000101";"Almonacid del Marquesado";"433";"0661-1";-2.76;39.82;"Mapa";892.00;"MDT5"
"16019000000";"1160199";"16076";"16";"Cuenca";"Altarejos";217;9132.12;44839.00;"16019000101";"Altarejos";"171";"0634-3";-2.35;39.91;"Mapa";883.00;"MDT5"
"16020000000";"1160203";"16080";"16";"Cuenca";"Arandilla del Arroyo";13;1947.66;19728.00;"16020000101";"Arandilla del Arroyo";"13";"0538-3";-2.38;40.51;"Mapa";890.00;"MDT5"
"16022000000";"1160225";"16088";"16";"Cuenca";"Arcos de la Sierra";85;4050.33;33347.00;"16022000101";"Arcos de la Sierra";"85";"0564-3";-2.11;40.34;"Mapa";1000.00;"MDT5"
"16023000000";"1160231";"16092";"16";"Cuenca";"Chillarón de Cuenca";591;3940.66;34236.00;"16023000201";"Chillarón de Cuenca";"393";"0609-2";-2.22;40.10;"Mapa";914.00;"MDT5"
"16024000000";"1160246";"16096";"16";"Cuenca";"Arguisuelas";153;4961.01;40483.00;"16024000101";"Arguisuelas";"153";"0664-1";-1.82;39.83;"Mapa";1044.00;"MDT5"
"16025000000";"1160259";"16100";"16";"Cuenca";"Arrancacepas";28;1855.77;19320.00;"16025000101";"Arrancacepas";"28";"0586-1";-2.35;40.30;"Mapa";936.00;"MDT5"
"16026000000";"1160262";"16104";"16";"Cuenca";"Atalaya del Cañavate";104;4636.05;29168.00;"16026000101";"Atalaya del Cañavate";"104";"0690-4";-2.25;39.51;"Mapa";813.00;"MDT5"
"16027000000";"1160278";"16108";"16";"Cuenca";"Barajas de Melo";913;13680.89;71782.00;"16027000101";"Barajas de Melo";"640";"0607-2";-2.91;40.12;"Mapa";701.00;"MDT5"
"16029000000";"1160297";"16112";"16";"Cuenca";"Barchín del Hoyo";88;6525.29;36305.00;"16029000101";"Barchín del Hoyo";"88";"0691-1";-2.06;39.66;"Mapa";950.00;"MDT5"
"16030000000";"1160301";"16116";"16";"Cuenca";"Bascuñana de San Pedro";22;1961.90;18313.00;"16030000101";"Bascuñana de San Pedro";"22";"0586-4";-2.22;40.21;"Mapa";1060.00;"MDT5"
"16031000000";"1160318";"16120";"16";"Cuenca";"Beamud";37;2385.66;21507.00;"16031000101";"Beamud";"37";"0588-3";-1.82;40.18;"Mapa";1334.00;"MDT5"
"16032000000";"1160323";"16124";"16";"Cuenca";"Belinchón";314;7972.78;45435.00;"16032000101";"Belinchón";"310";"0607-3";-3.05;40.04;"Mapa";751.00;"MDT5"
"16033000000";"1160339";"16128";"16";"Cuenca";"Belmonte";1958;9293.01;55065.00;"16033000101";"Belmonte";"1952";"0689-3";-2.70;39.55;"Mapa";756.00;"MDT5"
"16034000000";"1160344";"16132";"16";"Cuenca";"Belmontejo";181;5223.33;31309.00;"16034000101";"Belmontejo";"181";"0662-2";-2.34;39.82;"Mapa";870.00;"MDT5"
"16035000000";"1160357";"16136";"16";"Cuenca";"Beteta";277;11535.49;83791.00;"16035000101";"Beteta";"240";"0539-3";-2.07;40.57;"Mapa";1217.00;"MDT5"
"16036000000";"1160360";"16140";"16";"Cuenca";"Boniches";148;5302.29;32190.00;"16036000101";"Boniches";"148";"0636-2";-1.62;39.98;"Mapa";1033.00;"MDT5"
"16038000000";"1160382";"16144";"16";"Cuenca";"Buciegas";45;900.58;13452.00;"16038000101";"Buciegas";"44";"0563-3";-2.46;40.33;"Mapa";816.00;"MDT5"
"16039000000";"1160395";"16148";"16";"Cuenca";"Buenache de Alarcón";479;6415.65;35634.00;"16039000101";"Buenache de Alarcón";"479";"0691-1";-2.15;39.65;"Mapa";821.00;"MDT5"
"16040000000";"1160409";"16152";"16";"Cuenca";"Buenache de la Sierra";93;5747.75;31259.00;"16040000101";"Buenache de la Sierra";"70";"0610-2";-2.00;40.13;"Mapa";1301.00;"MDT5"
"16041000000";"1160416";"16156";"16";"Cuenca";"Buendía";417;8850.28;48284.00;"16041000101";"Buendía";"339";"0562-3";-2.75;40.36;"Mapa";739.00;"MDT5"
"16042000000";"1160421";"16160";"16";"Cuenca";"Campillo de Altobuey";1379;17240.97;52333.00;"16042000101";"Campillo de Altobuey";"1369";"0692-1";-1.79;39.61;"Mapa";939.00;"MDT5"
"16043000000";"1160437";"16164";"16";"Cuenca";"Campillos-Paravientos";115;5434.34;33237.00;"16043000101";"Campillos-Paravientos";"112";"0636-2";-1.54;39.97;"Mapa";1177.00;"MDT5"
"16044000000";"1160442";"16168";"16";"Cuenca";"Campillos-Sierra";32;3802.69;28108.00;"16044000101";"Campillos-Sierra";"32";"0611-1";-1.69;40.10;"Mapa";1253.00;"MDT5"
"16045000000";"1160455";"16176";"16";"Cuenca";"Canalejas del Arroyo";246;6094.74;34637.00;"16045000101";"Canalejas del Arroyo";"246";"0563-3";-2.49;40.36;"Mapa";799.00;"MDT5"
"16046000000";"1160468";"16180";"16";"Cuenca";"Cañada del Hoyo";254;9036.76;44964.00;"16046000101";"Cañada del Hoyo";"249";"0635-2";-1.89;39.97;"Mapa";1022.00;"MDT5"
"16047000000";"1160474";"16184";"16";"Cuenca";"Cañada Juncosa";255;4271.55;51639.00;"16047000101";"Cañada Juncosa";"253";"0690-4";-2.25;39.54;"Mapa";807.00;"MDT5"
"16048000000";"1160480";"16188";"16";"Cuenca";"Cañamares";467;4051.88;28263.00;"16048000101";"Cañamares";"461";"0563-2";-2.23;40.45;"Mapa";883.00;"MDT5"
"16049000000";"1160493";"16192";"16";"Cuenca";"El Cañavate";154;3610.27;24254.00;"16049000101";"El Cañavate";"154";"0690-4";-2.30;39.54;"Mapa";792.00;"MDT5"
"16050000000";"1160506";"16196";"16";"Cuenca";"Cañaveras";271;7362.82;34917.00;"16050000101";"Cañaveras";"271";"0563-3";-2.39;40.35;"Mapa";817.00;"MDT5"
"16051000000";"1160513";"16200";"16";"Cuenca";"Cañaveruelas";139;3357.49;39674.00;"16051000101";"Cañaveruelas";"139";"0562-4";-2.63;40.40;"Mapa";796.00;"MDT5"
"16052000000";"1160528";"16204";"16";"Cuenca";"Cañete";774;8696.07;43410.00;"16052000101";"Cañete";"774";"0611-4";-1.64;40.04;"Mapa";1074.00;"MDT5"
"16053000000";"1160534";"16208";"16";"Cuenca";"Cañizares";480;7633.60;50135.00;"16053000101";"Cañizares";"317";"0538-4";-2.19;40.51;"Mapa";1063.00;"MDT5"
"16055000000";"1160552";"16212";"16";"Cuenca";"Carboneras de Guadazaón";808;10065.25;53435.00;"16055000101";"Carboneras de Guadazaón";"806";"0636-3";-1.81;39.89;"Mapa";1027.00;"MDT5"
"16056000000";"1160565";"16216";"16";"Cuenca";"Cardenete";501;9750.55;46321.00;"16056000101";"Cardenete";"473";"0664-1";-1.68;39.76;"Mapa";964.00;"MDT5"
"16057000000";"1160571";"16220";"16";"Cuenca";"Carrascosa";72;7146.72;41747.00;"16057000101";"Carrascosa";"71";"0539-1";-2.16;40.59;"Mapa";1243.00;"MDT5"
"16058000000";"1160587";"16224";"16";"Cuenca";"Carrascosa de Haro";115;2905.32;24960.00;"16058000101";"Carrascosa de Haro";"115";"0689-2";-2.54;39.59;"Mapa";790.00;"MDT5"
"16060000000";"1160604";"16228";"16";"Cuenca";"Casas de Benítez";875;4676.09;43885.00;"16060000201";"Casas de Benítez";"858";"0717-3";-2.12;39.36;"Mapa";753.00;"MDT5"
"16061000000";"1160611";"16232";"16";"Cuenca";"Casas de Fernando Alonso";1208;3027.81;23389.00;"16061000101";"Casas de Fernando Alonso";"1207";"0716-4";-2.32;39.35;"Mapa";727.00;"MDT5"
"16062000000";"1160626";"16236";"16";"Cuenca";"Casas de Garcimolina";28;3868.55;32691.00;"16062000101";"Casas de Garcimolina";"28";"0637-1";-1.41;39.99;"Mapa";1153.00;"MDT5"
"16063000000";"1160632";"16240";"16";"Cuenca";"Casas de Guijarro";111;820.24;10984.00;"16063000101";"Casas de Guijarro";"109";"0717-3";-2.16;39.34;"Mapa";753.00;"MDT5"
"16064000000";"1160647";"16244";"16";"Cuenca";"Casas de Haro";847;11087.53;46757.00;"16064000101";"Casas de Haro";"845";"0741-2";-2.27;39.32;"Mapa";729.00;"MDT5"
"16065000000";"1160650";"16248";"16";"Cuenca";"Casas de los Pinos";443;6821.12;38741.00;"16065000101";"Casas de los Pinos";"239";"0741-1";-2.37;39.33;"Mapa";726.00;"MDT5"
"16066000000";"1160663";"16252";"16";"Cuenca";"Casasimarro";3072;4961.87;30258.00;"16066000101";"Casasimarro";"3067";"0717-3";-2.03;39.39;"Mapa";751.00;"MDT5"
"16067000000";"1160679";"16256";"16";"Cuenca";"Castejón";166;4361.96;28137.00;"16067000101";"Castejón";"166";"0563-3";-2.51;40.38;"Mapa";861.00;"MDT5"
"16068000000";"1160685";"16260";"16";"Cuenca";"Castillejo de Iniesta";160;2770.15;20477.00;"16068000101";"Castillejo de Iniesta";"160";"0692-3";-1.76;39.52;"Mapa";823.00;"MDT5"
"16070000000";"1160702";"16264";"16";"Cuenca";"Castillejo-Sierra";29;3026.98;28810.00;"16070000101";"Castillejo-Sierra";"29";"0564-3";-2.14;40.37;"Mapa";1007.00;"MDT5"
"16071000000";"1160719";"16268";"16";"Cuenca";"Castillo-Albaráñez";22;1243.17;14155.00;"16071000101";"Castillo-Albaráñez";"22";"0586-1";-2.39;40.29;"Mapa";900.00;"MDT5"
"16072000000";"1160724";"16272";"16";"Cuenca";"Castillo de Garcimuñoz";145;8221.26;83950.00;"16072000101";"Castillo de Garcimuñoz";"145";"0690-1";-2.38;39.66;"Mapa";932.00;"MDT5"
"16073000000";"1160730";"16276";"16";"Cuenca";"Cervera del Llano";221;5548.54;34054.00;"16073000101";"Cervera del Llano";"216";"0662-1";-2.42;39.78;"Mapa";898.00;"MDT5"
"16074000000";"1160745";"16280";"16";"Cuenca";"La Cierva";35;7148.16;38410.00;"16074000101";"La Cierva";"35";"0611-3";-1.85;40.05;"Mapa";1261.00;"MDT5"
"16078000000";"1160783";"16001";"16";"Cuenca";"Cuenca";54876;91103.91;563313.00;"16078000301";"Cuenca";"53842";"0610-3";-2.13;40.07;"Mapa";997.00;"MDT5"
"16079000000";"1160796";"16292";"16";"Cuenca";"Cueva del Hierro";34;2820.13;24689.00;"16079000101";"Cueva del Hierro";"34";"0539-3";-2.03;40.58;"Mapa";1334.00;"MDT5"
"16081000000";"1160817";"16298";"16";"Cuenca";"Chumillas";54;3958.04;28453.00;"16081000101";"Chumillas";"54";"0663-1";-2.03;39.77;"Mapa";1034.00;"MDT5"
"16082000000";"1160822";"16300";"16";"Cuenca";"Enguídanos";331;16534.67;71640.00;"16082000101";"Enguídanos";"330";"0664-4";-1.60;39.67;"Mapa";734.00;"MDT5"
"16083000000";"1160838";"16304";"16";"Cuenca";"Fresneda de Altarejos";51;5989.74;41234.00;"16083000101";"Fresneda de Altarejos";"48";"0634-2";-2.31;39.92;"Mapa";902.00;"MDT5"
"16084000000";"1160843";"16308";"16";"Cuenca";"Fresneda de la Sierra";53;3206.72;24902.00;"16084000101";"Fresneda de la Sierra";"53";"0564-3";-2.14;40.39;"Mapa";993.00;"MDT5"
"16085000000";"1160856";"16312";"16";"Cuenca";"La Frontera";157;3456.86;23162.00;"16085000101";"La Frontera";"157";"0563-4";-2.21;40.40;"Mapa";976.00;"MDT5"
"16086000000";"1160869";"16316";"16";"Cuenca";"Fuente de Pedro Naharro";1210;6371.74;34910.00;"16086000101";"Fuente de Pedro Naharro";"1195";"0632-2";-3.00;39.92;"Mapa";764.00;"MDT5"
"16087000000";"1160875";"16320";"16";"Cuenca";"Fuentelespino de Haro";249;3343.55;26425.00;"16087000101";"Fuentelespino de Haro";"249";"0661-4";-2.66;39.69;"Mapa";851.00;"MDT5"
"16088000000";"1160881";"16324";"16";"Cuenca";"Fuentelespino de Moya";107;6571.78;34400.00;"16088000101";"Fuentelespino de Moya";"107";"0637-1";-1.46;39.92;"Mapa";1104.00;"MDT5"
