"Word";"Frec"
"facha";NA
"corrupcion";NA
"tesis";NA
"plagio";NA
"chalet";NA
"racista";NA
"separatistas";3
"liberal";NA
"independentistas";1
"contrato fijo";NA
"empleo precario";NA
"empleo temporal";NA
"subir salario minimo";NA
"brecha salarial";NA
"deuda publica";NA
"pensiones";1
"incrementar natalidad";NA
"contrato unico indefinido";NA
"precariedad";NA
"lucha precariedad";NA
"contratos basura";NA
"ofrecer vivienda";NA
"subir impuestos";NA
"expropiar";NA
"maternidad";NA
"feminismo";1
"muerte digna";NA
"maltrato";1
"concertinas";NA
"asilo";NA
"refugiados";NA
"ultraderecha";NA
"lgtbi";NA
"romper espana";NA
"trio colon";NA
"vieja politica";NA
"transicion ecologica";NA
"violencia machista";NA
"violencia intrafamiliar";NA
"prision permanente revisable";NA
"gobierno progresista";NA
"pablo iglesias";NA
"iglesias";2
"pabloiglesias";1
"ahorapodemos";4
"irenemontero";1
"unidas podemos";3
"podemos";24
"casado";5
"pablo casado";NA
"pablocasado";1
"populares";1
"pp";NA
"partido popular";NA
"ciudadanos";1
"cs";NA
"ciudadanoscs";1
"inesarrimadas";1
"albertrivera";NA
"rivera";2
"albert rivera";NA
"psoe";24
"partido socialista obrero espanol";NA
"pedro sanchez";27
"sanchez";45
"psoe";24
"sanchezcastejon";5
"vox";6
"santiago abascal";NA
"abascal";NA
"voxes";5
"santiabascal";3
"veleta naranja";NA
"derechita cobarde";NA
"trifachito";NA
"si se puede";NA
"venezuela";NA
"chavistas";NA
"bolivarianos";NA
"viva espana";NA
"etarra";NA
"proetarras";NA
"comunistas";1
"frentismo";NA
"energias renovables";NA
"golpistas";NA
"enemigos espana";NA
"fascismo";NA
