"Word";"Frec"
"facha";NA
"corrupcion";NA
"tesis";NA
"plagio";NA
"chalet";NA
"racista";NA
"separatistas";NA
"liberal";1
"independentistas";NA
"contrato fijo";NA
"empleo precario";NA
"empleo temporal";NA
"subir salario minimo";NA
"brecha salarial";NA
"deuda publica";NA
"pensiones";NA
"incrementar natalidad";NA
"contrato unico indefinido";NA
"precariedad";NA
"lucha precariedad";NA
"contratos basura";NA
"ofrecer vivienda";NA
"subir impuestos";NA
"expropiar";NA
"maternidad";NA
"feminismo";NA
"muerte digna";NA
"maltrato";20
"concertinas";NA
"asilo";NA
"refugiados";NA
"ultraderecha";4
"lgtbi";NA
"romper espana";NA
"trio colon";NA
"vieja politica";NA
"transicion ecologica";NA
"violencia machista";1
"violencia intrafamiliar";NA
"prision permanente revisable";1
"gobierno progresista";NA
"pablo iglesias";1
"iglesias";2
"pabloiglesias";1
"ahorapodemos";8
"irenemontero";NA
"unidas podemos";5
"podemos";45
"casado";1
"pablo casado";NA
"pablocasado";1
"populares";1
"pp";NA
"partido popular";NA
"ciudadanos";1
"cs";NA
"ciudadanoscs";3
"inesarrimadas";NA
"albertrivera";NA
"rivera";5
"albert rivera";NA
"psoe";31
"partido socialista obrero espanol";NA
"pedro sanchez";49
"sanchez";55
"psoe";31
"sanchezcastejon";8
"vox";7
"santiago abascal";NA
"abascal";NA
"voxes";4
"santiabascal";2
"veleta naranja";NA
"derechita cobarde";NA
"trifachito";NA
"si se puede";NA
"venezuela";NA
"chavistas";NA
"bolivarianos";NA
"viva espana";NA
"etarra";NA
"proetarras";NA
"comunistas";NA
"frentismo";NA
"energias renovables";NA
"golpistas";NA
"enemigos espana";NA
"fascismo";NA
