"Word";"Frec"
"facha";NA
"corrupcion";1
"tesis";NA
"plagio";NA
"chalet";NA
"racista";NA
"separatistas";NA
"liberal";NA
"independentistas";1
"contrato fijo";NA
"empleo precario";NA
"empleo temporal";NA
"subir salario minimo";NA
"brecha salarial";NA
"deuda publica";NA
"pensiones";NA
"incrementar natalidad";NA
"contrato unico indefinido";NA
"precariedad";NA
"lucha precariedad";NA
"contratos basura";NA
"ofrecer vivienda";NA
"subir impuestos";NA
"expropiar";NA
"maternidad";NA
"feminismo";1
"muerte digna";NA
"maltrato";1
"concertinas";NA
"asilo";NA
"refugiados";NA
"ultraderecha";NA
"lgtbi";NA
"romper espana";NA
"trio colon";NA
"vieja politica";NA
"transicion ecologica";NA
"violencia machista";NA
"violencia intrafamiliar";NA
"prision permanente revisable";NA
"gobierno progresista";NA
"pablo iglesias";2
"iglesias";2
"pabloiglesias";1
"ahorapodemos";NA
"irenemontero";NA
"unidas podemos";NA
"podemos";24
"casado";41
"pablo casado";26
"pablocasado";7
"populares";16
"pp";NA
"partido popular";NA
"ciudadanos";1
"cs";NA
"ciudadanoscs";6
"inesarrimadas";NA
"albertrivera";NA
"rivera";2
"albert rivera";NA
"psoe";1
"partido socialista obrero espanol";NA
"pedro sanchez";NA
"sanchez";1
"sanchezcastejon";NA
"vox";10
"santiago abascal";NA
"abascal";NA
"voxes";NA
"santiabascal";NA
"veleta naranja";NA
"derechita cobarde";NA
"trifachito";NA
"si se puede";NA
"venezuela";18
"chavistas";NA
"bolivarianos";NA
"viva espana";NA
"etarra";NA
"proetarras";NA
"comunistas";NA
"frentismo";NA
"energias renovables";NA
"golpistas";NA
"enemigos espana";NA
"fascismo";NA
