"Word";"Frec"
"facha";NA
"corrupcion";4
"tesis";NA
"plagio";NA
"chalet";NA
"racista";NA
"separatistas";NA
"liberal";1
"independentistas";2
"contrato fijo";NA
"empleo precario";NA
"empleo temporal";NA
"subir salario minimo";NA
"brecha salarial";NA
"deuda publica";1
"pensiones";19
"incrementar natalidad";NA
"contrato unico indefinido";NA
"precariedad";NA
"lucha precariedad";NA
"contratos basura";NA
"ofrecer vivienda";NA
"subir impuestos";NA
"expropiar";NA
"maternidad";NA
"feminismo";NA
"muerte digna";NA
"maltrato";2
"concertinas";NA
"asilo";NA
"refugiados";NA
"ultraderecha";NA
"lgtbi";NA
"romper espana";NA
"trio colon";NA
"vieja politica";NA
"transicion ecologica";NA
"violencia machista";NA
"violencia intrafamiliar";NA
"prision permanente revisable";NA
"gobierno progresista";NA
"pablo iglesias";NA
"iglesias";NA
"pabloiglesias";18
"ahorapodemos";4
"irenemontero";NA
"unidas podemos";NA
"podemos";13
"casado";2
"pablo casado";NA
"pablocasado";4
"populares";11
"pp";NA
"partido popular";NA
"ciudadanos";1
"cs";NA
"ciudadanoscs";1
"inesarrimadas";NA
"albertrivera";NA
"rivera";NA
"albert rivera";NA
"psoe";22
"partido socialista obrero espanol";NA
"pedro sanchez";NA
"sanchez";503
"sanchezcastejon";4
"vox";10
"santiago abascal";NA
"abascal";NA
"voxes";NA
"santiabascal";6
"veleta naranja";NA
"derechita cobarde";NA
"trifachito";3
"si se puede";NA
"venezuela";NA
"chavistas";NA
"bolivarianos";NA
"viva espana";NA
"etarra";NA
"proetarras";NA
"comunistas";NA
"frentismo";NA
"energias renovables";NA
"golpistas";NA
"enemigos espana";NA
"fascismo";NA
