"Word";"Frec"
"pablo iglesias";NA
"iglesias";1
"pabloiglesias";2
"ahorapodemos";5
"irenemontero";4
"unidas podemos";NA
"podemos";27
"casado";5
"pablo casado";NA
"pablocasado";26
"populares";8
"pp";NA
"partido popular";NA
"ciudadanos";377
"cs";NA
"ciudadanoscs";11
"inesarrimadas";1
"albertrivera";NA
"rivera";4
"albert rivera";NA
"psoe";41
"partido socialista obrero espanol";NA
"pedro sanchez";33
"sanchez";36
"sanchezcastejon";169
"vox";31
"santiago abascal";NA
"abascal";6
"voxes";2
"santiabascal";12
