"Word";"Frec"
"facha";1
"corrupcion";1
"tesis";NA
"plagio";NA
"chalet";NA
"racista";NA
"separatistas";1
"liberal";NA
"independentistas";NA
"contrato fijo";NA
"empleo precario";NA
"empleo temporal";NA
"subir salario minimo";NA
"brecha salarial";NA
"deuda publica";NA
"pensiones";1
"incrementar natalidad";NA
"contrato unico indefinido";NA
"precariedad";3
"lucha precariedad";NA
"contratos basura";NA
"ofrecer vivienda";NA
"subir impuestos";NA
"expropiar";NA
"maternidad";NA
"feminismo";NA
"muerte digna";NA
"maltrato";NA
"concertinas";NA
"asilo";NA
"refugiados";NA
"ultraderecha";1
"lgtbi";NA
"romper espana";NA
"trio colon";NA
"vieja politica";NA
"transicion ecologica";NA
"violencia machista";NA
"violencia intrafamiliar";NA
"prision permanente revisable";NA
"gobierno progresista";NA
"pablo iglesias";NA
"iglesias";NA
"pabloiglesias";4
"ahorapodemos";2
"irenemontero";NA
"unidas podemos";61
"podemos";65
"casado";1
"pablo casado";NA
"pablocasado";4
"populares";1
"pp";NA
"partido popular";NA
"ciudadanos";1
"cs";NA
"ciudadanoscs";34
"inesarrimadas";1
"albertrivera";NA
"rivera";1
"albert rivera";NA
"psoe";7
"partido socialista obrero espanol";NA
"pedro sanchez";104
"sanchez";108
"psoe";7
"sanchezcastejon";6
"vox";4
"santiago abascal";NA
"abascal";NA
"voxes";3
"santiabascal";2
"veleta naranja";NA
"derechita cobarde";NA
"trifachito";NA
"si se puede";NA
"venezuela";NA
"chavistas";NA
"volivarianos";NA
"viva espana";NA
"etarra";NA
"proetarras";NA
"comunistas";NA
"frentismo";NA
"energias renovables";NA
"golpistas";NA
"enemigos espana";NA
