"name";"url";"query";"woeid";"City"
"#AvengersEndgame";"http://twitter.com/search?q=%23AvengersEndgame";"%23AvengersEndgame";"754542";"Bilbao"
"Gernika";"http://twitter.com/search?q=Gernika";"Gernika";"754542";"Bilbao"
"Marvel";"http://twitter.com/search?q=Marvel";"Marvel";"754542";"Bilbao"
"#VengadoresEndgame";"http://twitter.com/search?q=%23VengadoresEndgame";"%23VengadoresEndgame";"754542";"Bilbao"
"San Mamés";"http://twitter.com/search?q=%22San+Mam%C3%A9s%22";"%22San+Mam%C3%A9s%22";"754542";"Bilbao"
"#Endgame";"http://twitter.com/search?q=%23Endgame";"%23Endgame";"754542";"Bilbao"
"#CopaReina2019";"http://twitter.com/search?q=%23CopaReina2019";"%23CopaReina2019";"754542";"Bilbao"
"Pantoja";"http://twitter.com/search?q=Pantoja";"Pantoja";"754542";"Bilbao"
"#Barakaldo";"http://twitter.com/search?q=%23Barakaldo";"%23Barakaldo";"754542";"Bilbao"
"Yemen";"http://twitter.com/search?q=Yemen";"Yemen";"754542";"Bilbao"
"CCME";"http://twitter.com/search?q=CCME";"CCME";"754542";"Bilbao"
"Ignacio Escolar";"http://twitter.com/search?q=%22Ignacio+Escolar%22";"%22Ignacio+Escolar%22";"754542";"Bilbao"
"Julia Otero";"http://twitter.com/search?q=%22Julia+Otero%22";"%22Julia+Otero%22";"754542";"Bilbao"
"Kevin Durant";"http://twitter.com/search?q=%22Kevin+Durant%22";"%22Kevin+Durant%22";"754542";"Bilbao"
"Greenpeace";"http://twitter.com/search?q=Greenpeace";"Greenpeace";"754542";"Bilbao"
"César Antonio Molina";"http://twitter.com/search?q=%22C%C3%A9sar+Antonio+Molina%22";"%22C%C3%A9sar+Antonio+Molina%22";"754542";"Bilbao"
"Evangelio";"http://twitter.com/search?q=Evangelio";"Evangelio";"754542";"Bilbao"
"Termópilas";"http://twitter.com/search?q=Term%C3%B3pilas";"Term%C3%B3pilas";"754542";"Bilbao"
"DÍA DE PARTIDO";"http://twitter.com/search?q=%22D%C3%8DA+DE+PARTIDO%22";"%22D%C3%8DA+DE+PARTIDO%22";"754542";"Bilbao"
"Jesús Cintora";"http://twitter.com/search?q=%22Jes%C3%BAs+Cintora%22";"%22Jes%C3%BAs+Cintora%22";"754542";"Bilbao"
"Javi Guerra";"http://twitter.com/search?q=%22Javi+Guerra%22";"%22Javi+Guerra%22";"754542";"Bilbao"
"Mc 16";"http://twitter.com/search?q=%22Mc+16%22";"%22Mc+16%22";"754542";"Bilbao"
"Aguirre con Púnica";"http://twitter.com/search?q=%22Aguirre+con+P%C3%BAnica%22";"%22Aguirre+con+P%C3%BAnica%22";"754542";"Bilbao"
"Eagles";"http://twitter.com/search?q=Eagles";"Eagles";"754542";"Bilbao"
"#JornadaDeReflexion";"http://twitter.com/search?q=%23JornadaDeReflexion";"%23JornadaDeReflexion";"754542";"Bilbao"
"#FelizSábado";"http://twitter.com/search?q=%23FelizS%C3%A1bado";"%23FelizS%C3%A1bado";"754542";"Bilbao"
"#MujeresSinVox";"http://twitter.com/search?q=%23MujeresSinVox";"%23MujeresSinVox";"754542";"Bilbao"
"#N1CanalFiesta17";"http://twitter.com/search?q=%23N1CanalFiesta17";"%23N1CanalFiesta17";"754542";"Bilbao"
