"Province";"Name";"Population";"Longitude";"Latitude";"Autonomous_Community"
"Burgos";"Pancorbo";448;-3.1;42.63;"País Vasco/Euskadi"
"Burgos";"Pardilla";125;-3.71;41.55;"País Vasco/Euskadi"
"Burgos";"Partido de la Sierra en Tobalina";92;-3.25;42.73;"País Vasco/Euskadi"
"Burgos";"Pedrosa de Duero";438;-3.98;41.71;"País Vasco/Euskadi"
"Burgos";"Pedrosa del Páramo";104;-3.97;42.44;"País Vasco/Euskadi"
"Burgos";"Pedrosa del Príncipe";172;-4.19;42.24;"País Vasco/Euskadi"
"Burgos";"Pedrosa de Río Úrbel";241;-3.82;42.41;"País Vasco/Euskadi"
"Burgos";"Peñaranda de Duero";529;-3.47;41.68;"País Vasco/Euskadi"
"Burgos";"Peral de Arlanza";164;-4.07;42.07;"País Vasco/Euskadi"
"Burgos";"Piérnigas";39;-3.41;42.59;"País Vasco/Euskadi"
"Burgos";"Pineda de la Sierra";103;-3.29;42.21;"País Vasco/Euskadi"
"Burgos";"Pineda Trasmonte";110;-3.69;41.9;"País Vasco/Euskadi"
"Burgos";"Pinilla de los Barruecos";110;-3.3;41.91;"País Vasco/Euskadi"
"Burgos";"Pinilla de los Moros";32;-3.32;42.06;"País Vasco/Euskadi"
"Burgos";"Pinilla Trasmonte";167;-3.61;41.87;"País Vasco/Euskadi"
"Burgos";"Poza de la Sal";303;-3.5;42.66;"País Vasco/Euskadi"
"Burgos";"Prádanos de Bureba";57;-3.34;42.5;"País Vasco/Euskadi"
"Burgos";"Pradoluengo";1203;-3.2;42.32;"País Vasco/Euskadi"
"Burgos";"Presencio";187;-3.9;42.18;"País Vasco/Euskadi"
"Burgos";"La Puebla de Arganzón";502;-2.83;42.76;"País Vasco/Euskadi"
"Burgos";"Puentedura";123;-3.58;42.04;"País Vasco/Euskadi"
"Burgos";"Quemada";241;-3.57;41.7;"País Vasco/Euskadi"
"Burgos";"Quintanabureba";28;-3.36;42.58;"País Vasco/Euskadi"
"Burgos";"Quintana del Pidio";154;-3.75;41.75;"País Vasco/Euskadi"
"Burgos";"Quintanaélez";49;-3.29;42.66;"País Vasco/Euskadi"
"Burgos";"Quintanaortuño";267;-3.68;42.45;"País Vasco/Euskadi"
"Burgos";"Quintanapalla";112;-3.53;42.4;"País Vasco/Euskadi"
"Burgos";"Quintanar de la Sierra";1758;-3.04;41.97;"País Vasco/Euskadi"
"Burgos";"Quintanavides";85;-3.42;42.48;"País Vasco/Euskadi"
"Burgos";"Quintanilla de la Mata";122;-3.76;41.98;"País Vasco/Euskadi"
"Burgos";"Quintanilla del Coco";58;-3.51;41.97;"País Vasco/Euskadi"
"Burgos";"Las Quintanillas";382;-3.84;42.37;"País Vasco/Euskadi"
"Burgos";"Quintanilla San García";83;-3.19;42.54;"País Vasco/Euskadi"
"Burgos";"Quintanilla Vivar";782;-3.69;42.41;"País Vasco/Euskadi"
"Burgos";"Rabanera del Pinar";112;-3.19;41.89;"País Vasco/Euskadi"
"Burgos";"Rábanos";83;-3.26;42.31;"País Vasco/Euskadi"
"Burgos";"Rabé de las Calzadas";214;-3.83;42.34;"País Vasco/Euskadi"
"Burgos";"Rebolledo de la Torre";117;-4.22;42.68;"País Vasco/Euskadi"
"Burgos";"Redecilla del Camino";112;-3.06;42.43;"País Vasco/Euskadi"
"Burgos";"Redecilla del Campo";71;-3.11;42.46;"País Vasco/Euskadi"
"Burgos";"Regumiel de la Sierra";356;-2.98;41.95;"País Vasco/Euskadi"
"Burgos";"Reinoso";12;-3.38;42.5;"País Vasco/Euskadi"
"Burgos";"Retuerta";60;-3.5;42.03;"País Vasco/Euskadi"
"Burgos";"La Revilla y Ahedo";108;-3.33;42.01;"País Vasco/Euskadi"
"Burgos";"Revilla del Campo";91;-3.53;42.21;"País Vasco/Euskadi"
"Burgos";"Revillarruz";482;-3.65;42.23;"País Vasco/Euskadi"
"Burgos";"Revilla Vallejera";115;-4.13;42.14;"País Vasco/Euskadi"
"Burgos";"Rezmondo";20;-4.23;42.51;"País Vasco/Euskadi"
"Burgos";"Riocavado de la Sierra";59;-3.19;42.15;"País Vasco/Euskadi"
"Burgos";"Roa";2262;-3.92;41.69;"País Vasco/Euskadi"
"Burgos";"Rojas";67;-3.44;42.57;"País Vasco/Euskadi"
"Burgos";"Royuela de Río Franco";204;-3.95;41.99;"País Vasco/Euskadi"
"Burgos";"Rubena";168;-3.57;42.38;"País Vasco/Euskadi"
"Burgos";"Rublacedo de Abajo";35;-3.5;42.55;"País Vasco/Euskadi"
"Burgos";"Rucandio";74;-3.54;42.75;"País Vasco/Euskadi"
"Burgos";"Salas de Bureba";134;-3.47;42.69;"País Vasco/Euskadi"
"Burgos";"Salas de los Infantes";1974;-3.28;42.02;"País Vasco/Euskadi"
"Burgos";"Saldaña de Burgos";177;-3.68;42.25;"País Vasco/Euskadi"
"Burgos";"Salinillas de Bureba";51;-3.38;42.55;"País Vasco/Euskadi"
"Burgos";"San Adrián de Juarros";92;-3.47;42.27;"País Vasco/Euskadi"
"Burgos";"San Juan del Monte";138;-3.52;41.68;"País Vasco/Euskadi"
"Burgos";"San Mamés de Burgos";290;-3.79;42.33;"País Vasco/Euskadi"
"Burgos";"San Martín de Rubiales";134;-3.99;41.64;"País Vasco/Euskadi"
"Burgos";"San Millán de Lara";79;-3.34;42.13;"País Vasco/Euskadi"
"Burgos";"Santa Cecilia";98;-3.8;42.05;"País Vasco/Euskadi"
"Burgos";"Santa Cruz de la Salceda";139;-3.59;41.59;"País Vasco/Euskadi"
"Burgos";"Santa Cruz del Valle Urbión";98;-3.22;42.3;"País Vasco/Euskadi"
"Burgos";"Santa Gadea del Cid";152;-3.05;42.71;"País Vasco/Euskadi"
"Burgos";"Santa Inés";150;-3.7;42.04;"País Vasco/Euskadi"
"Burgos";"Santa María del Campo";558;-3.97;42.13;"País Vasco/Euskadi"
"Burgos";"Santa María del Invierno";62;-3.43;42.44;"País Vasco/Euskadi"
"Burgos";"Santa María del Mercadillo";106;-3.55;41.86;"País Vasco/Euskadi"
"Burgos";"Santa María Rivarredonda";93;-3.18;42.64;"País Vasco/Euskadi"
"Burgos";"Santa Olalla de Bureba";38;-3.44;42.47;"País Vasco/Euskadi"
"Burgos";"Santibáñez de Esgueva";90;-3.75;41.83;"País Vasco/Euskadi"
"Burgos";"Santibáñez del Val";43;-3.48;41.97;"País Vasco/Euskadi"
"Burgos";"Santo Domingo de Silos";282;-3.41;41.96;"País Vasco/Euskadi"
"Burgos";"San Vicente del Valle";27;-3.16;42.33;"País Vasco/Euskadi"
"Burgos";"Sargentes de la Lora";114;-3.87;42.76;"País Vasco/Euskadi"
"Burgos";"Sarracín";236;-3.69;42.25;"País Vasco/Euskadi"
"Burgos";"Sasamón";1027;-4.04;42.41;"País Vasco/Euskadi"
"Burgos";"La Sequera de Haza";34;-3.81;41.56;"País Vasco/Euskadi"
"Burgos";"Solarana";77;-3.65;41.97;"País Vasco/Euskadi"
"Burgos";"Sordillos";22;-4.1;42.46;"País Vasco/Euskadi"
"Burgos";"Sotillo de la Ribera";501;-3.82;41.77;"País Vasco/Euskadi"
"Burgos";"Sotragero";268;-3.71;42.4;"País Vasco/Euskadi"
"Burgos";"Sotresgudo";461;-4.17;42.57;"País Vasco/Euskadi"
"Burgos";"Susinos del Páramo";103;-3.92;42.47;"País Vasco/Euskadi"
"Burgos";"Tamarón";41;-3.99;42.27;"País Vasco/Euskadi"
"Burgos";"Tardajos";794;-3.81;42.34;"País Vasco/Euskadi"
"Burgos";"Tejada";29;-3.53;41.95;"País Vasco/Euskadi"
"Burgos";"Terradillos de Esgueva";79;-3.84;41.81;"País Vasco/Euskadi"
"Burgos";"Tinieblas de la Sierra";36;-3.36;42.17;"País Vasco/Euskadi"
"Burgos";"Tobar";25;-3.93;42.48;"País Vasco/Euskadi"
"Burgos";"Tordómar";351;-3.86;42.04;"País Vasco/Euskadi"
"Burgos";"Torrecilla del Monte";60;-3.69;42.09;"País Vasco/Euskadi"
"Burgos";"Torregalindo";133;-3.75;41.58;"País Vasco/Euskadi"
"Burgos";"Torrelara";31;-3.51;42.16;"País Vasco/Euskadi"
"Burgos";"Torrepadre";66;-3.93;42.04;"País Vasco/Euskadi"
"Burgos";"Torresandino";663;-3.9;41.82;"País Vasco/Euskadi"
"Burgos";"Tórtoles de Esgueva";471;-4.02;41.81;"País Vasco/Euskadi"
"Burgos";"Tosantos";56;-3.24;42.41;"País Vasco/Euskadi"
"Burgos";"Trespaderne";835;-3.39;42.8;"País Vasco/Euskadi"
"Burgos";"Tubilla del Agua";146;-3.8;42.7;"País Vasco/Euskadi"
"Burgos";"Tubilla del Lago";156;-3.58;41.8;"País Vasco/Euskadi"
"Burgos";"Úrbel del Castillo";75;-3.84;42.61;"País Vasco/Euskadi"
"Burgos";"Vadocondes";374;-3.57;41.63;"País Vasco/Euskadi"
"Burgos";"Valdeande";99;-3.52;41.83;"País Vasco/Euskadi"
"Burgos";"Valdezate";138;-3.93;41.6;"País Vasco/Euskadi"
"Burgos";"Valdorros";322;-3.7;42.17;"País Vasco/Euskadi"
"Burgos";"Valmala";30;-3.25;42.3;"País Vasco/Euskadi"
"Burgos";"Vallarta de Bureba";41;-3.2;42.58;"País Vasco/Euskadi"
"Burgos";"Valle de Manzanedo";118;-3.69;42.89;"País Vasco/Euskadi"
"Burgos";"Valle de Mena";3742;-3.28;43.1;"País Vasco/Euskadi"
"Burgos";"Valle de Oca";157;-3.31;42.43;"País Vasco/Euskadi"
"Burgos";"Valle de Tobalina";965;-3.27;42.79;"País Vasco/Euskadi"
"Burgos";"Valle de Valdebezana";477;-3.78;42.97;"País Vasco/Euskadi"
"Burgos";"Valle de Valdelaguna";198;-3.14;42.11;"País Vasco/Euskadi"
"Burgos";"Valle de Valdelucio";314;-4.12;42.71;"País Vasco/Euskadi"
"Burgos";"Valle de Zamanzas";57;-3.75;42.84;"País Vasco/Euskadi"
"Burgos";"Vallejera";43;-4.15;42.18;"País Vasco/Euskadi"
"Burgos";"Valles de Palenzuela";86;-4.07;42.12;"País Vasco/Euskadi"
"Burgos";"Valluércanes";75;-3.12;42.57;"País Vasco/Euskadi"
"Burgos";"La Vid y Barrios";242;-3.48;41.62;"País Vasco/Euskadi"
"Burgos";"La Vid de Bureba";17;-3.31;42.63;"País Vasco/Euskadi"
"Burgos";"Vileña";28;-3.32;42.62;"País Vasco/Euskadi"
"Burgos";"Viloria de Rioja";45;-3.1;42.42;"País Vasco/Euskadi"
"Burgos";"Vilviestre del Pinar";572;-3.08;41.95;"País Vasco/Euskadi"
"Burgos";"Villadiego";1546;-4;42.51;"País Vasco/Euskadi"
"Burgos";"Villaescusa de Roa";108;-4.01;41.72;"País Vasco/Euskadi"
"Burgos";"Villaescusa la Sombría";67;-3.41;42.41;"País Vasco/Euskadi"
"Burgos";"Villaespasa";22;-3.4;42.09;"País Vasco/Euskadi"
"Burgos";"Villafranca Montes de Oca";118;-3.3;42.38;"País Vasco/Euskadi"
"Burgos";"Villafruela";197;-3.91;41.91;"País Vasco/Euskadi"
"Burgos";"Villagalijo";64;-3.19;42.34;"País Vasco/Euskadi"
"Burgos";"Villagonzalo Pedernales";1795;-3.73;42.3;"País Vasco/Euskadi"
"Burgos";"Villahoz";300;-3.91;42.07;"País Vasco/Euskadi"
"Burgos";"Villalba de Duero";676;-3.74;41.68;"País Vasco/Euskadi"
"Burgos";"Villalbilla de Burgos";1388;-3.77;42.34;"País Vasco/Euskadi"
"Burgos";"Villalbilla de Gumiel";86;-3.62;41.8;"País Vasco/Euskadi"
"Burgos";"Villaldemiro";72;-3.98;42.24;"País Vasco/Euskadi"
"Burgos";"Villalmanzo";439;-3.74;42.04;"País Vasco/Euskadi"
"Burgos";"Villamayor de los Montes";185;-3.76;42.1;"País Vasco/Euskadi"
"Burgos";"Villamayor de Treviño";71;-4.11;42.45;"País Vasco/Euskadi"
"Burgos";"Villambistia";46;-3.26;42.4;"País Vasco/Euskadi"
"Burgos";"Villamedianilla";12;-4.14;42.16;"País Vasco/Euskadi"
"Burgos";"Villamiel de la Sierra";48;-3.41;42.19;"País Vasco/Euskadi"
"Burgos";"Villangómez";226;-3.77;42.18;"País Vasco/Euskadi"
"Burgos";"Villanueva de Argaño";108;-3.93;42.38;"País Vasco/Euskadi"
"Burgos";"Villanueva de Carazo";28;-3.32;41.98;"País Vasco/Euskadi"
"Burgos";"Villanueva de Gumiel";281;-3.62;41.73;"País Vasco/Euskadi"
"Burgos";"Villanueva de Teba";44;-3.16;42.64;"País Vasco/Euskadi"
"Burgos";"Villaquirán de la Puebla";48;-4.09;42.28;"País Vasco/Euskadi"
"Burgos";"Villaquirán de los Infantes";146;-4;42.22;"País Vasco/Euskadi"
"Burgos";"Villariezo";631;-3.73;42.27;"País Vasco/Euskadi"
"Burgos";"Villasandino";195;-4.1;42.37;"País Vasco/Euskadi"
"Burgos";"Villasur de Herreros";286;-3.39;42.3;"País Vasco/Euskadi"
"Burgos";"Villatuelda";37;-3.88;41.81;"País Vasco/Euskadi"
"Burgos";"Villaverde del Monte";120;-3.81;42.16;"País Vasco/Euskadi"
"Burgos";"Villaverde-Mogina";78;-4.04;42.16;"País Vasco/Euskadi"
"Burgos";"Villayerno Morquillas";196;-3.63;42.39;"País Vasco/Euskadi"
"Burgos";"Villazopeque";61;-4.01;42.19;"País Vasco/Euskadi"
"Burgos";"Villegas";90;-4.01;42.46;"País Vasco/Euskadi"
"Burgos";"Villoruebo";81;-3.43;42.16;"País Vasco/Euskadi"
"Burgos";"Vizcaínos";41;-3.26;42.1;"País Vasco/Euskadi"
"Burgos";"Zael";115;-3.82;42.1;"País Vasco/Euskadi"
"Burgos";"Zarzosa de Río Pisuerga";30;-4.26;42.53;"País Vasco/Euskadi"
"Burgos";"Zazuar";232;-3.55;41.69;"País Vasco/Euskadi"
"Burgos";"Zuñeda";58;-3.22;42.6;"País Vasco/Euskadi"
"Burgos";"Quintanilla del Agua y Tordueles";395;-3.65;42.03;"País Vasco/Euskadi"
"Burgos";"Valle de Santibáñez";488;-3.78;42.48;"País Vasco/Euskadi"
"Burgos";"Villarcayo de Merindad de Castilla la Vieja";4228;-3.57;42.93;"País Vasco/Euskadi"
"Burgos";"Valle de las Navas";522;-3.63;42.45;"País Vasco/Euskadi"
"Burgos";"Valle de Sedano";438;-3.74;42.71;"País Vasco/Euskadi"
"Burgos";"Merindad de Río Ubierna";1441;-3.67;42.43;"País Vasco/Euskadi"
"Burgos";"Alfoz de Quintanadueñas";2006;-3.73;42.38;"País Vasco/Euskadi"
"Burgos";"Valle de Losa";505;-3.22;42.97;"País Vasco/Euskadi"
"Cáceres";"Abadía";337;-5.97;40.25;"País Vasco/Euskadi"
"Cáceres";"Abertura";408;-5.81;39.24;"País Vasco/Euskadi"
"Cáceres";"Acebo";601;-6.71;40.2;"País Vasco/Euskadi"
"Cáceres";"Acehúche";814;-6.63;39.8;"País Vasco/Euskadi"
"Cáceres";"Aceituna";601;-6.33;40.14;"País Vasco/Euskadi"
"Cáceres";"Ahigal";1405;-6.18;40.18;"País Vasco/Euskadi"
"Cáceres";"Albalá";684;-6.18;39.25;"País Vasco/Euskadi"
"Cáceres";"Alcántara";1487;-6.88;39.72;"País Vasco/Euskadi"
"Cáceres";"Alcollarín";237;-5.74;39.24;"País Vasco/Euskadi"
"Cáceres";"Alcuéscar";2682;-6.22;39.18;"País Vasco/Euskadi"
"Cáceres";"Aldeacentenera";609;-5.62;39.52;"País Vasco/Euskadi"
"Cáceres";"Aldea del Cano";632;-6.31;39.28;"País Vasco/Euskadi"
"Cáceres";"La Aldea del Obispo";309;-5.91;39.56;"País Vasco/Euskadi"
"Cáceres";"Aldeanueva de la Vera";2114;-5.69;40.13;"País Vasco/Euskadi"
"Cáceres";"Aldeanueva del Camino";754;-5.92;40.26;"País Vasco/Euskadi"
"Cáceres";"Aldehuela de Jerte";364;-6.23;40.01;"País Vasco/Euskadi"
"Cáceres";"Alía";865;-5.21;39.44;"País Vasco/Euskadi"
"Cáceres";"Aliseda";1883;-6.69;39.42;"País Vasco/Euskadi"
"Cáceres";"Almaraz";1651;-5.67;39.81;"País Vasco/Euskadi"
"Cáceres";"Almoharín";1848;-6.04;39.17;"País Vasco/Euskadi"
"Cáceres";"Arroyo de la Luz";5917;-6.58;39.48;"País Vasco/Euskadi"
"Cáceres";"Arroyomolinos de la Vera";452;-5.85;40.05;"País Vasco/Euskadi"
"Cáceres";"Arroyomolinos";770;-6.16;39.18;"País Vasco/Euskadi"
"Cáceres";"Baños de Montemayor";774;-5.85;40.31;"País Vasco/Euskadi"
"Cáceres";"Barrado";424;-5.88;40.08;"País Vasco/Euskadi"
"Cáceres";"Belvís de Monroy";744;-5.61;39.81;"País Vasco/Euskadi"
"Cáceres";"Benquerencia";79;-6.08;39.31;"País Vasco/Euskadi"
"Cáceres";"Berrocalejo";102;-5.35;39.81;"País Vasco/Euskadi"
"Cáceres";"Berzocana";451;-5.46;39.43;"País Vasco/Euskadi"
"Cáceres";"Bohonal de Ibor";507;-5.48;39.78;"País Vasco/Euskadi"
"Cáceres";"Botija";190;-6.07;39.34;"País Vasco/Euskadi"
"Cáceres";"Brozas";1911;-6.77;39.61;"País Vasco/Euskadi"
"Cáceres";"Cabañas del Castillo";447;-5.51;39.54;"País Vasco/Euskadi"
"Cáceres";"Cabezabellosa";362;-6;40.13;"País Vasco/Euskadi"
"Cáceres";"Cabezuela del Valle";2250;-5.8;40.19;"País Vasco/Euskadi"
"Cáceres";"Cabrero";361;-5.89;40.11;"País Vasco/Euskadi"
"Cáceres";"Cáceres";95917;-6.37;39.47;"País Vasco/Euskadi"
"Cáceres";"Cachorrilla";86;-6.66;39.91;"País Vasco/Euskadi"
"Cáceres";"Cadalso";443;-6.53;40.23;"País Vasco/Euskadi"
"Cáceres";"Calzadilla";485;-6.53;40.06;"País Vasco/Euskadi"
"Cáceres";"Caminomorisco";1203;-6.28;40.32;"País Vasco/Euskadi"
"Cáceres";"Campillo de Deleitosa";68;-5.57;39.7;"País Vasco/Euskadi"
"Cáceres";"Campo Lugar";891;-5.76;39.19;"País Vasco/Euskadi"
"Cáceres";"Cañamero";1664;-5.38;39.37;"País Vasco/Euskadi"
"Cáceres";"Cañaveral";1047;-6.39;39.78;"País Vasco/Euskadi"
"Cáceres";"Carbajo";221;-7.19;39.6;"País Vasco/Euskadi"
"Cáceres";"Carcaboso";1106;-6.21;40.04;"País Vasco/Euskadi"
"Cáceres";"Carrascalejo";239;-5.21;39.64;"País Vasco/Euskadi"
"Cáceres";"Casar de Cáceres";4532;-6.41;39.56;"País Vasco/Euskadi"
"Cáceres";"Casar de Palomero";1151;-6.25;40.29;"País Vasco/Euskadi"
"Cáceres";"Casares de las Hurdes";405;-6.28;40.44;"País Vasco/Euskadi"
"Cáceres";"Casas de Don Antonio";183;-6.29;39.23;"País Vasco/Euskadi"
"Cáceres";"Casas de Don Gómez";303;-6.6;40;"País Vasco/Euskadi"
"Cáceres";"Casas del Castañar";594;-5.9;40.1;"País Vasco/Euskadi"
"Cáceres";"Casas del Monte";823;-5.96;40.2;"País Vasco/Euskadi"
"Cáceres";"Casas de Millán";606;-6.32;39.82;"País Vasco/Euskadi"
"Cáceres";"Casas de Miravete";148;-5.74;39.72;"País Vasco/Euskadi"
"Cáceres";"Casatejada";1409;-5.68;39.88;"País Vasco/Euskadi"
"Cáceres";"Casillas de Coria";397;-6.63;39.96;"País Vasco/Euskadi"
"Cáceres";"Castañar de Ibor";1082;-5.41;39.62;"País Vasco/Euskadi"
"Cáceres";"Ceclavín";1871;-6.77;39.82;"País Vasco/Euskadi"
"Cáceres";"Cedillo";458;-7.49;39.65;"País Vasco/Euskadi"
"Cáceres";"Cerezo";176;-6.22;40.23;"País Vasco/Euskadi"
"Cáceres";"Cilleros";1680;-6.79;40.11;"País Vasco/Euskadi"
"Cáceres";"Collado de la Vera";203;-5.71;40.05;"País Vasco/Euskadi"
"Cáceres";"Conquista de la Sierra";189;-5.73;39.35;"País Vasco/Euskadi"
"Cáceres";"Coria";12729;-6.53;39.98;"País Vasco/Euskadi"
"Cáceres";"Cuacos de Yuste";850;-5.72;40.1;"País Vasco/Euskadi"
"Cáceres";"La Cumbre";884;-5.97;39.4;"País Vasco/Euskadi"
"Cáceres";"Deleitosa";748;-5.64;39.64;"País Vasco/Euskadi"
"Cáceres";"Descargamaría";130;-6.48;40.3;"País Vasco/Euskadi"
"Cáceres";"Eljas";936;-6.84;40.21;"País Vasco/Euskadi"
"Cáceres";"Escurial";800;-5.88;39.16;"País Vasco/Euskadi"
"Cáceres";"Fresnedoso de Ibor";272;-5.5;39.68;"País Vasco/Euskadi"
"Cáceres";"Galisteo";985;-6.26;39.97;"País Vasco/Euskadi"
"Cáceres";"Garciaz";754;-5.62;39.41;"País Vasco/Euskadi"
"Cáceres";"La Garganta";412;-5.82;40.32;"País Vasco/Euskadi"
"Cáceres";"Garganta la Olla";998;-5.77;40.11;"País Vasco/Euskadi"
"Cáceres";"Gargantilla";401;-5.92;40.24;"País Vasco/Euskadi"
"Cáceres";"Gargüera";133;-5.93;40.06;"País Vasco/Euskadi"
"Cáceres";"Garrovillas de Alconétar";2102;-6.55;39.71;"País Vasco/Euskadi"
"Cáceres";"Garvín";98;-5.34;39.71;"País Vasco/Euskadi"
"Cáceres";"Gata";1534;-6.59;40.23;"País Vasco/Euskadi"
"Cáceres";"El Gordo";375;-5.34;39.86;"País Vasco/Euskadi"
"Cáceres";"La Granja";342;-5.99;40.23;"País Vasco/Euskadi"
"Cáceres";"Guadalupe";1960;-5.32;39.45;"País Vasco/Euskadi"
"Cáceres";"Guijo de Coria";212;-6.46;40.1;"País Vasco/Euskadi"
"Cáceres";"Guijo de Galisteo";1535;-6.41;40.09;"País Vasco/Euskadi"
"Cáceres";"Guijo de Granadilla";548;-6.16;40.19;"País Vasco/Euskadi"
"Cáceres";"Guijo de Santa Bárbara";407;-5.65;40.15;"País Vasco/Euskadi"
"Cáceres";"Herguijuela";317;-5.75;39.37;"País Vasco/Euskadi"
"Cáceres";"Hernán-Pérez";470;-6.46;40.21;"País Vasco/Euskadi"
"Cáceres";"Herrera de Alcántara";272;-7.4;39.63;"País Vasco/Euskadi"
"Cáceres";"Herreruela";354;-6.9;39.46;"País Vasco/Euskadi"
"Cáceres";"Hervás";4102;-5.85;40.27;"País Vasco/Euskadi"
"Cáceres";"Higuera";99;-5.66;39.72;"País Vasco/Euskadi"
"Cáceres";"Hinojal";407;-6.35;39.71;"País Vasco/Euskadi"
"Cáceres";"Holguera";659;-6.35;39.89;"País Vasco/Euskadi"
"Cáceres";"Hoyos";893;-6.72;40.17;"País Vasco/Euskadi"
"Cáceres";"Huélaga";225;-6.61;40.05;"País Vasco/Euskadi"
"Cáceres";"Ibahernando";569;-5.91;39.32;"País Vasco/Euskadi"
"Cáceres";"Jaraicejo";497;-5.81;39.66;"País Vasco/Euskadi"
"Cáceres";"Jaraíz de la Vera";6514;-5.75;40.05;"País Vasco/Euskadi"
"Cáceres";"Jarandilla de la Vera";2883;-5.66;40.12;"País Vasco/Euskadi"
"Cáceres";"Jarilla";140;-6;40.17;"País Vasco/Euskadi"
"Cáceres";"Jerte";1276;-5.75;40.22;"País Vasco/Euskadi"
"Cáceres";"Ladrillar";209;-6.22;40.46;"País Vasco/Euskadi"
"Cáceres";"Logrosán";2025;-5.49;39.33;"País Vasco/Euskadi"
"Cáceres";"Losar de la Vera";2792;-5.6;40.12;"País Vasco/Euskadi"
"Cáceres";"Madrigal de la Vera";1603;-5.36;40.14;"País Vasco/Euskadi"
"Cáceres";"Madrigalejo";1808;-5.62;39.13;"País Vasco/Euskadi"
"Cáceres";"Madroñera";2631;-5.75;39.42;"País Vasco/Euskadi"
"Cáceres";"Majadas";1338;-5.74;39.94;"País Vasco/Euskadi"
"Cáceres";"Malpartida de Cáceres";4192;-6.5;39.44;"País Vasco/Euskadi"
"Cáceres";"Malpartida de Plasencia";4609;-6.04;39.98;"País Vasco/Euskadi"
"Cáceres";"Marchagaz";210;-6.27;40.26;"País Vasco/Euskadi"
"Cáceres";"Mata de Alcántara";314;-6.81;39.71;"País Vasco/Euskadi"
"Cáceres";"Membrío";658;-7.05;39.52;"País Vasco/Euskadi"
"Cáceres";"Mesas de Ibor";174;-5.54;39.75;"País Vasco/Euskadi"
"Cáceres";"Miajadas";9773;-5.9;39.15;"País Vasco/Euskadi"
"Cáceres";"Millanes";241;-5.58;39.84;"País Vasco/Euskadi"
"Cáceres";"Mirabel";669;-6.23;39.86;"País Vasco/Euskadi"
"Cáceres";"Mohedas de Granadilla";825;-6.2;40.26;"País Vasco/Euskadi"
"Cáceres";"Monroy";991;-6.21;39.63;"País Vasco/Euskadi"
"Cáceres";"Montánchez";1763;-6.15;39.22;"País Vasco/Euskadi"
"Cáceres";"Montehermoso";5761;-6.34;40.08;"País Vasco/Euskadi"
"Cáceres";"Moraleja";6811;-6.66;40.06;"País Vasco/Euskadi"
"Cáceres";"Morcillo";387;-6.39;40.01;"País Vasco/Euskadi"
"Cáceres";"Navaconcejo";2007;-5.83;40.17;"País Vasco/Euskadi"
"Cáceres";"Navalmoral de la Mata";17297;-5.54;39.89;"País Vasco/Euskadi"
"Cáceres";"Navalvillar de Ibor";431;-5.41;39.58;"País Vasco/Euskadi"
"Cáceres";"Navas del Madroño";1355;-6.65;39.62;"País Vasco/Euskadi"
"Cáceres";"Navezuelas";661;-5.43;39.51;"País Vasco/Euskadi"
"Cáceres";"Nuñomoral";1355;-6.24;40.4;"País Vasco/Euskadi"
"Cáceres";"Oliva de Plasencia";308;-6.08;40.11;"País Vasco/Euskadi"
"Cáceres";"Palomero";369;-6.27;40.24;"País Vasco/Euskadi"
"Cáceres";"Pasarón de la Vera";653;-5.82;40.05;"País Vasco/Euskadi"
"Cáceres";"Pedroso de Acim";95;-6.41;39.82;"País Vasco/Euskadi"
"Cáceres";"Peraleda de la Mata";1410;-5.45;39.85;"País Vasco/Euskadi"
"Cáceres";"Peraleda de San Román";292;-5.38;39.74;"País Vasco/Euskadi"
"Cáceres";"Perales del Puerto";958;-6.68;40.15;"País Vasco/Euskadi"
"Cáceres";"Pescueza";158;-6.64;39.91;"País Vasco/Euskadi"
"Cáceres";"La Pesga";1087;-6.17;40.32;"País Vasco/Euskadi"
"Cáceres";"Piedras Albas";160;-6.92;39.78;"País Vasco/Euskadi"
"Cáceres";"Pinofranqueado";1785;-6.33;40.3;"País Vasco/Euskadi"
"Cáceres";"Piornal";1536;-5.84;40.11;"País Vasco/Euskadi"
"Cáceres";"Plasencia";40360;-6.09;40.02;"País Vasco/Euskadi"
"Cáceres";"Plasenzuela";476;-6.04;39.38;"País Vasco/Euskadi"
"Cáceres";"Portaje";380;-6.56;39.91;"País Vasco/Euskadi"
"Cáceres";"Portezuelo";231;-6.47;39.81;"País Vasco/Euskadi"
"Cáceres";"Pozuelo de Zarzón";479;-6.41;40.14;"País Vasco/Euskadi"
"Cáceres";"Puerto de Santa Cruz";338;-5.85;39.31;"País Vasco/Euskadi"
"Cáceres";"Rebollar";210;-5.89;40.15;"País Vasco/Euskadi"
"Cáceres";"Riolobos";1266;-6.3;39.92;"País Vasco/Euskadi"
"Cáceres";"Robledillo de Gata";97;-6.47;40.32;"País Vasco/Euskadi"
"Cáceres";"Robledillo de la Vera";284;-5.58;40.1;"País Vasco/Euskadi"
"Cáceres";"Robledillo de Trujillo";357;-5.97;39.26;"País Vasco/Euskadi"
"Cáceres";"Robledollano";326;-5.5;39.6;"País Vasco/Euskadi"
"Cáceres";"Romangordo";249;-5.7;39.74;"País Vasco/Euskadi"
"Cáceres";"Ruanes";66;-6.01;39.32;"País Vasco/Euskadi"
