"Province";"Name";"Population";"Longitude";"Latitude";"Autonomous_Community"
"Salamanca";"Villoria";1368;-5.37;40.99;"País Vasco/Euskadi"
"Salamanca";"Villoruela";790;-5.39;41;"País Vasco/Euskadi"
"Salamanca";"Vitigudino";2580;-6.43;41;"País Vasco/Euskadi"
"Salamanca";"Yecla de Yeltes";252;-6.48;40.95;"País Vasco/Euskadi"
"Salamanca";"Zamarra";100;-6.45;40.51;"País Vasco/Euskadi"
"Salamanca";"Zamayón";207;-5.82;41.14;"País Vasco/Euskadi"
"Salamanca";"Zarapicos";55;-5.84;41.03;"País Vasco/Euskadi"
"Salamanca";"La Zarza de Pumareda";152;-6.62;41.16;"País Vasco/Euskadi"
"Salamanca";"Zorita de la Frontera";162;-5.19;41.01;"País Vasco/Euskadi"
"Santa Cruz de Tenerife";"Adeje";46833;-16.72;28.12;"País Vasco/Euskadi"
"Santa Cruz de Tenerife";"Agulo";1066;-17.19;28.18;"País Vasco/Euskadi"
"Santa Cruz de Tenerife";"Alajeró";1983;-17.23;28.06;"País Vasco/Euskadi"
"Santa Cruz de Tenerife";"Arafo";5531;-16.41;28.33;"País Vasco/Euskadi"
"Santa Cruz de Tenerife";"Arico";7594;-16.47;28.17;"País Vasco/Euskadi"
"Santa Cruz de Tenerife";"Arona";78930;-16.67;28.09;"País Vasco/Euskadi"
"Santa Cruz de Tenerife";"Barlovento";1859;-17.8;28.82;"País Vasco/Euskadi"
"Santa Cruz de Tenerife";"Breña Alta";7061;-17.78;28.66;"País Vasco/Euskadi"
"Santa Cruz de Tenerife";"Breña Baja";5434;-17.77;28.64;"País Vasco/Euskadi"
"Santa Cruz de Tenerife";"Buenavista del Norte";4797;-16.84;28.37;"País Vasco/Euskadi"
"Santa Cruz de Tenerife";"Candelaria";27149;-16.36;28.35;"País Vasco/Euskadi"
"Santa Cruz de Tenerife";"Fasnia";2743;-16.43;28.23;"País Vasco/Euskadi"
"Santa Cruz de Tenerife";"Frontera";3983;-17.99;27.75;"País Vasco/Euskadi"
"Santa Cruz de Tenerife";"Fuencaliente de la Palma";1695;-17.85;28.5;"País Vasco/Euskadi"
"Santa Cruz de Tenerife";"Garachico";4827;-16.76;28.37;"País Vasco/Euskadi"
"Santa Cruz de Tenerife";"Garafía";1584;-17.94;28.82;"País Vasco/Euskadi"
"Santa Cruz de Tenerife";"Granadilla de Abona";46816;-16.57;28.12;"País Vasco/Euskadi"
"Santa Cruz de Tenerife";"La Guancha";5426;-16.64;28.37;"País Vasco/Euskadi"
"Santa Cruz de Tenerife";"Guía de Isora";20537;-16.77;28.2;"País Vasco/Euskadi"
"Santa Cruz de Tenerife";"Güímar";19273;-16.41;28.31;"País Vasco/Euskadi"
"Santa Cruz de Tenerife";"Hermigua";1808;-17.19;28.16;"País Vasco/Euskadi"
"Santa Cruz de Tenerife";"Icod de los Vinos";22558;-16.71;28.36;"País Vasco/Euskadi"
"Santa Cruz de Tenerife";"San Cristóbal de La Laguna";153655;-16.31;28.48;"País Vasco/Euskadi"
"Santa Cruz de Tenerife";"Los Llanos de Aridane";20107;-17.91;28.65;"País Vasco/Euskadi"
"Santa Cruz de Tenerife";"La Matanza de Acentejo";8854;-16.44;28.45;"País Vasco/Euskadi"
"Santa Cruz de Tenerife";"La Orotava";41500;-16.52;28.38;"País Vasco/Euskadi"
"Santa Cruz de Tenerife";"El Paso";7464;-17.87;28.65;"País Vasco/Euskadi"
"Santa Cruz de Tenerife";"Puerto de la Cruz";30036;-16.55;28.41;"País Vasco/Euskadi"
"Santa Cruz de Tenerife";"Puntagorda";2009;-17.98;28.77;"País Vasco/Euskadi"
"Santa Cruz de Tenerife";"Puntallana";2429;-17.74;28.74;"País Vasco/Euskadi"
"Santa Cruz de Tenerife";"Los Realejos";36218;-16.58;28.37;"País Vasco/Euskadi"
"Santa Cruz de Tenerife";"El Rosario";17312;-16.36;28.44;"País Vasco/Euskadi"
"Santa Cruz de Tenerife";"San Andrés y Sauces";4135;-17.75;28.79;"País Vasco/Euskadi"
"Santa Cruz de Tenerife";"San Juan de la Rambla";4828;-16.64;28.39;"País Vasco/Euskadi"
"Santa Cruz de Tenerife";"San Miguel de Abona";18887;-16.61;28.09;"País Vasco/Euskadi"
"Santa Cruz de Tenerife";"San Sebastián de la Gomera";8760;-17.1;28.08;"País Vasco/Euskadi"
"Santa Cruz de Tenerife";"Santa Cruz de la Palma";15581;-17.76;28.68;"País Vasco/Euskadi"
"Santa Cruz de Tenerife";"Santa Cruz de Tenerife";203692;-16.24;28.46;"País Vasco/Euskadi"
"Santa Cruz de Tenerife";"Santa Úrsula";14189;-16.49;28.42;"País Vasco/Euskadi"
"Santa Cruz de Tenerife";"Santiago del Teide";10576;-16.81;28.29;"País Vasco/Euskadi"
"Santa Cruz de Tenerife";"El Sauzal";8873;-16.43;28.47;"País Vasco/Euskadi"
"Santa Cruz de Tenerife";"Los Silos";4848;-16.81;28.36;"País Vasco/Euskadi"
"Santa Cruz de Tenerife";"Tacoronte";23812;-16.41;28.48;"País Vasco/Euskadi"
"Santa Cruz de Tenerife";"El Tanque";2650;-16.77;28.36;"País Vasco/Euskadi"
"Santa Cruz de Tenerife";"Tazacorte";4620;-17.93;28.64;"País Vasco/Euskadi"
"Santa Cruz de Tenerife";"Tegueste";11108;-16.33;28.52;"País Vasco/Euskadi"
"Santa Cruz de Tenerife";"Tijarafe";2590;-17.95;28.71;"País Vasco/Euskadi"
"Santa Cruz de Tenerife";"Valverde";4920;-17.91;27.8;"País Vasco/Euskadi"
"Santa Cruz de Tenerife";"Valle Gran Rey";4371;-17.31;28.1;"País Vasco/Euskadi"
"Santa Cruz de Tenerife";"Vallehermoso";2988;-17.26;28.17;"País Vasco/Euskadi"
"Santa Cruz de Tenerife";"La Victoria de Acentejo";8969;-16.46;28.43;"País Vasco/Euskadi"
"Santa Cruz de Tenerife";"Vilaflor de Chasna";1615;-16.63;28.15;"País Vasco/Euskadi"
"Santa Cruz de Tenerife";"Villa de Mazo";4782;-17.77;28.6;"País Vasco/Euskadi"
"Santa Cruz de Tenerife";"El Pinar de El Hierro";1776;-17.98;27.7;"País Vasco/Euskadi"
"Cantabria";"Alfoz de Lloredo";2446;-4.18;43.37;"País Vasco/Euskadi"
"Cantabria";"Ampuero";4222;-3.41;43.34;"País Vasco/Euskadi"
"Cantabria";"Anievas";291;-4;43.2;"País Vasco/Euskadi"
"Cantabria";"Arenas de Iguña";1690;-4.04;43.18;"País Vasco/Euskadi"
"Cantabria";"Argoños";1713;-3.49;43.45;"País Vasco/Euskadi"
"Cantabria";"Arnuero";2098;-3.56;43.47;"País Vasco/Euskadi"
"Cantabria";"Arredondo";472;-3.6;43.27;"País Vasco/Euskadi"
"Cantabria";"El Astillero";18120;-3.81;43.4;"País Vasco/Euskadi"
"Cantabria";"Bárcena de Cicero";4132;-3.52;43.42;"País Vasco/Euskadi"
"Cantabria";"Bárcena de Pie de Concha";687;-4.05;43.12;"País Vasco/Euskadi"
"Cantabria";"Bareyo";1987;-3.61;43.47;"País Vasco/Euskadi"
"Cantabria";"Cabezón de la Sal";8326;-4.23;43.3;"País Vasco/Euskadi"
"Cantabria";"Cabezón de Liébana";595;-4.57;43.13;"País Vasco/Euskadi"
"Cantabria";"Cabuérniga";1001;-4.3;43.22;"País Vasco/Euskadi"
"Cantabria";"Camaleño";970;-4.69;43.15;"País Vasco/Euskadi"
"Cantabria";"Camargo";30556;-3.85;43.42;"País Vasco/Euskadi"
"Cantabria";"Campoo de Yuso";682;-4;43.01;"País Vasco/Euskadi"
"Cantabria";"Cartes";5742;-4.06;43.32;"País Vasco/Euskadi"
"Cantabria";"Castañeda";2744;-3.93;43.31;"País Vasco/Euskadi"
"Cantabria";"Castro-Urdiales";31817;-3.21;43.38;"País Vasco/Euskadi"
"Cantabria";"Cieza";536;-4.09;43.22;"País Vasco/Euskadi"
"Cantabria";"Cillorigo de Liébana";1320;-4.6;43.17;"País Vasco/Euskadi"
"Cantabria";"Colindres";8288;-3.44;43.39;"País Vasco/Euskadi"
"Cantabria";"Comillas";2195;-4.29;43.38;"País Vasco/Euskadi"
"Cantabria";"Los Corrales de Buelna";10912;-4.06;43.25;"País Vasco/Euskadi"
"Cantabria";"Corvera de Toranzo";2055;-3.93;43.21;"País Vasco/Euskadi"
"Cantabria";"Campoo de Enmedio";3757;-4.14;42.98;"País Vasco/Euskadi"
"Cantabria";"Entrambasaguas";5010;-3.68;43.37;"País Vasco/Euskadi"
"Cantabria";"Escalante";749;-3.51;43.43;"País Vasco/Euskadi"
"Cantabria";"Guriezo";2358;-3.32;43.34;"País Vasco/Euskadi"
"Cantabria";"Hazas de Cesto";1550;-3.57;43.41;"País Vasco/Euskadi"
"Cantabria";"Hermandad de Campoo de Suso";1612;-4.22;43.02;"País Vasco/Euskadi"
"Cantabria";"Herrerías";623;-4.47;43.3;"País Vasco/Euskadi"
"Cantabria";"Lamasón";302;-4.48;43.25;"País Vasco/Euskadi"
"Cantabria";"Laredo";11347;-3.41;43.4;"País Vasco/Euskadi"
"Cantabria";"Liendo";1216;-3.37;43.39;"País Vasco/Euskadi"
"Cantabria";"Liérganes";2355;-3.74;43.34;"País Vasco/Euskadi"
"Cantabria";"Limpias";1824;-3.42;43.36;"País Vasco/Euskadi"
"Cantabria";"Luena";611;-3.9;43.1;"País Vasco/Euskadi"
"Cantabria";"Marina de Cudeyo";5147;-3.75;43.41;"País Vasco/Euskadi"
"Cantabria";"Mazcuerras";2125;-4.2;43.29;"País Vasco/Euskadi"
"Cantabria";"Medio Cudeyo";7459;-3.73;43.37;"País Vasco/Euskadi"
"Cantabria";"Meruelo";1985;-3.57;43.45;"País Vasco/Euskadi"
"Cantabria";"Miengo";4676;-3.99;43.42;"País Vasco/Euskadi"
"Cantabria";"Miera";393;-3.71;43.27;"País Vasco/Euskadi"
"Cantabria";"Molledo";1585;-4.04;43.14;"País Vasco/Euskadi"
"Cantabria";"Noja";2553;-3.52;43.47;"País Vasco/Euskadi"
"Cantabria";"Penagos";2083;-3.81;43.34;"País Vasco/Euskadi"
"Cantabria";"Peñarrubia";332;-4.58;43.25;"País Vasco/Euskadi"
"Cantabria";"Pesaguero";298;-4.54;43.07;"País Vasco/Euskadi"
"Cantabria";"Pesquera";68;-4.08;43.08;"País Vasco/Euskadi"
"Cantabria";"Piélagos";24918;-3.95;43.35;"País Vasco/Euskadi"
"Cantabria";"Polaciones";239;-4.41;43.1;"País Vasco/Euskadi"
"Cantabria";"Polanco";5850;-4.01;43.38;"País Vasco/Euskadi"
"Cantabria";"Potes";1342;-4.62;43.15;"País Vasco/Euskadi"
"Cantabria";"Puente Viesgo";2843;-3.96;43.29;"País Vasco/Euskadi"
"Cantabria";"Ramales de la Victoria";2895;-3.46;43.25;"País Vasco/Euskadi"
"Cantabria";"Rasines";966;-3.42;43.3;"País Vasco/Euskadi"
"Cantabria";"Reinosa";9331;-4.13;43;"País Vasco/Euskadi"
"Cantabria";"Reocín";8312;-4.08;43.35;"País Vasco/Euskadi"
"Cantabria";"Ribamontán al Mar";4426;-3.68;43.45;"País Vasco/Euskadi"
"Cantabria";"Ribamontán al Monte";2223;-3.66;43.4;"País Vasco/Euskadi"
"Cantabria";"Rionansa";1045;-4.4;43.25;"País Vasco/Euskadi"
"Cantabria";"Riotuerto";1615;-3.7;43.34;"País Vasco/Euskadi"
"Cantabria";"Las Rozas de Valdearroyo";264;-4.02;42.97;"País Vasco/Euskadi"
"Cantabria";"Ruente";1031;-4.26;43.25;"País Vasco/Euskadi"
"Cantabria";"Ruesga";870;-3.56;43.28;"País Vasco/Euskadi"
"Cantabria";"Ruiloba";748;-4.25;43.38;"País Vasco/Euskadi"
"Cantabria";"San Felices de Buelna";2421;-4.05;43.27;"País Vasco/Euskadi"
"Cantabria";"San Miguel de Aguayo";154;-4.02;43.05;"País Vasco/Euskadi"
"Cantabria";"San Pedro del Romeral";452;-3.81;43.11;"País Vasco/Euskadi"
"Cantabria";"San Roque de Riomiera";380;-3.7;43.23;"País Vasco/Euskadi"
"Cantabria";"Santa Cruz de Bezana";12818;-3.9;43.44;"País Vasco/Euskadi"
"Cantabria";"Santa María de Cayón";9095;-3.85;43.3;"País Vasco/Euskadi"
"Cantabria";"Santander";171951;-3.8;43.46;"País Vasco/Euskadi"
"Cantabria";"Santillana del Mar";4154;-4.1;43.39;"País Vasco/Euskadi"
"Cantabria";"Santiurde de Reinosa";254;-4.08;43.05;"País Vasco/Euskadi"
"Cantabria";"Santiurde de Toranzo";1610;-3.94;43.23;"País Vasco/Euskadi"
"Cantabria";"Santoña";11004;-3.45;43.44;"País Vasco/Euskadi"
"Cantabria";"San Vicente de la Barquera";4173;-4.4;43.38;"País Vasco/Euskadi"
"Cantabria";"Saro";515;-3.8;43.26;"País Vasco/Euskadi"
"Cantabria";"Selaya";1915;-3.8;43.21;"País Vasco/Euskadi"
"Cantabria";"Soba";1207;-3.52;43.18;"País Vasco/Euskadi"
"Cantabria";"Solórzano";1040;-3.58;43.38;"País Vasco/Euskadi"
"Cantabria";"Suances";8645;-4.04;43.42;"País Vasco/Euskadi"
"Cantabria";"Los Tojos";402;-4.27;43.16;"País Vasco/Euskadi"
"Cantabria";"Torrelavega";52034;-4.05;43.34;"País Vasco/Euskadi"
"Cantabria";"Tresviso";70;-4.66;43.25;"País Vasco/Euskadi"
"Cantabria";"Tudanca";145;-4.37;43.16;"País Vasco/Euskadi"
"Cantabria";"Udías";903;-4.25;43.33;"País Vasco/Euskadi"
"Cantabria";"Valdáliga";2218;-4.35;43.32;"País Vasco/Euskadi"
"Cantabria";"Valdeolea";994;-4.16;42.87;"País Vasco/Euskadi"
"Cantabria";"Valdeprado del Río";323;-4.07;42.9;"País Vasco/Euskadi"
"Cantabria";"Valderredible";987;-3.94;42.8;"País Vasco/Euskadi"
"Cantabria";"Val de San Vicente";2804;-4.48;43.37;"País Vasco/Euskadi"
"Cantabria";"Vega de Liébana";765;-4.64;43.09;"País Vasco/Euskadi"
"Cantabria";"Vega de Pas";784;-3.78;43.15;"País Vasco/Euskadi"
"Cantabria";"Villacarriedo";1626;-3.81;43.22;"País Vasco/Euskadi"
"Cantabria";"Villaescusa";3883;-3.85;43.37;"País Vasco/Euskadi"
"Cantabria";"Villafufre";1014;-3.87;43.25;"País Vasco/Euskadi"
"Cantabria";"Valle de Villaverde";306;-3.26;43.24;"País Vasco/Euskadi"
"Cantabria";"Voto";2716;-3.49;43.35;"País Vasco/Euskadi"
"Segovia";"Abades";864;-4.26;40.91;"País Vasco/Euskadi"
"Segovia";"Adrada de Pirón";41;-4.04;41.05;"País Vasco/Euskadi"
"Segovia";"Adrados";138;-4.11;41.36;"País Vasco/Euskadi"
"Segovia";"Aguilafuente";585;-4.11;41.22;"País Vasco/Euskadi"
"Segovia";"Alconada de Maderuelo";29;-3.48;41.45;"País Vasco/Euskadi"
"Segovia";"Aldealcorvo";25;-3.79;41.24;"País Vasco/Euskadi"
"Segovia";"Aldealengua de Pedraza";80;-3.8;41.06;"País Vasco/Euskadi"
"Segovia";"Aldealengua de Santa María";65;-3.46;41.46;"País Vasco/Euskadi"
"Segovia";"Aldeanueva de la Serrezuela";49;-3.78;41.46;"País Vasco/Euskadi"
"Segovia";"Aldeanueva del Codonal";127;-4.54;41.08;"País Vasco/Euskadi"
"Segovia";"Aldea Real";310;-4.16;41.18;"País Vasco/Euskadi"
"Segovia";"Aldeasoña";57;-4.05;41.47;"País Vasco/Euskadi"
"Segovia";"Aldehorno";58;-3.77;41.51;"País Vasco/Euskadi"
"Segovia";"Aldehuela del Codonal";27;-4.53;41.05;"País Vasco/Euskadi"
"Segovia";"Aldeonte";58;-3.67;41.35;"País Vasco/Euskadi"
"Segovia";"Anaya";124;-4.3;40.99;"País Vasco/Euskadi"
"Segovia";"Añe";90;-4.29;41.03;"País Vasco/Euskadi"
"Segovia";"Arahuetes";41;-3.85;41.13;"País Vasco/Euskadi"
"Segovia";"Arcones";159;-3.72;41.11;"País Vasco/Euskadi"
"Segovia";"Arevalillo de Cega";27;-3.88;41.16;"País Vasco/Euskadi"
"Segovia";"Armuña";230;-4.31;41.07;"País Vasco/Euskadi"
"Segovia";"Ayllón";1212;-3.37;41.42;"País Vasco/Euskadi"
"Segovia";"Barbolla";167;-3.67;41.32;"País Vasco/Euskadi"
"Segovia";"Basardilla";146;-4.02;41.02;"País Vasco/Euskadi"
"Segovia";"Bercial";117;-4.43;40.9;"País Vasco/Euskadi"
"Segovia";"Bercimuel";27;-3.57;41.39;"País Vasco/Euskadi"
"Segovia";"Bernardos";518;-4.35;41.12;"País Vasco/Euskadi"
"Segovia";"Bernuy de Porreros";762;-4.11;41;"País Vasco/Euskadi"
"Segovia";"Boceguillas";708;-3.63;41.33;"País Vasco/Euskadi"
"Segovia";"Brieva";98;-4.05;41.03;"País Vasco/Euskadi"
"Segovia";"Caballar";91;-3.96;41.12;"País Vasco/Euskadi"
"Segovia";"Cabañas de Polendos";178;-4.1;41.06;"País Vasco/Euskadi"
"Segovia";"Cabezuela";681;-3.93;41.23;"País Vasco/Euskadi"
"Segovia";"Calabazas de Fuentidueña";35;-4.01;41.44;"País Vasco/Euskadi"
"Segovia";"Campo de San Pedro";265;-3.54;41.42;"País Vasco/Euskadi"
"Segovia";"Cantalejo";3579;-3.92;41.25;"País Vasco/Euskadi"
"Segovia";"Cantimpalos";1331;-4.15;41.07;"País Vasco/Euskadi"
"Segovia";"Carbonero el Mayor";2523;-4.26;41.12;"País Vasco/Euskadi"
"Segovia";"Carrascal del Río";151;-3.89;41.36;"País Vasco/Euskadi"
"Segovia";"Casla";163;-3.65;41.16;"País Vasco/Euskadi"
"Segovia";"Castillejo de Mesleón";135;-3.6;41.28;"País Vasco/Euskadi"
"Segovia";"Castro de Fuentidueña";32;-3.85;41.42;"País Vasco/Euskadi"
"Segovia";"Castrojimeno";33;-3.84;41.39;"País Vasco/Euskadi"
"Segovia";"Castroserna de Abajo";47;-3.73;41.2;"País Vasco/Euskadi"
"Segovia";"Castroserracín";50;-3.8;41.39;"País Vasco/Euskadi"
"Segovia";"Cedillo de la Torre";97;-3.6;41.42;"País Vasco/Euskadi"
"Segovia";"Cerezo de Abajo";123;-3.59;41.21;"País Vasco/Euskadi"
"Segovia";"Cerezo de Arriba";136;-3.55;41.23;"País Vasco/Euskadi"
"Segovia";"Cilleruelo de San Mamés";34;-3.56;41.43;"País Vasco/Euskadi"
"Segovia";"Cobos de Fuentidueña";34;-3.92;41.38;"País Vasco/Euskadi"
"Segovia";"Coca";1826;-4.52;41.21;"País Vasco/Euskadi"
"Segovia";"Codorniz";342;-4.59;41.06;"País Vasco/Euskadi"
"Segovia";"Collado Hermoso";125;-3.91;41.03;"País Vasco/Euskadi"
"Segovia";"Condado de Castilnovo";104;-3.74;41.24;"País Vasco/Euskadi"
"Segovia";"Corral de Ayllón";85;-3.45;41.39;"País Vasco/Euskadi"
"Segovia";"Cubillo";72;-3.9;41.12;"País Vasco/Euskadi"
"Segovia";"Cuéllar";9524;-4.31;41.4;"País Vasco/Euskadi"
"Segovia";"Chañe";813;-4.42;41.33;"País Vasco/Euskadi"
"Segovia";"Domingo García";27;-4.37;41.11;"País Vasco/Euskadi"
"Segovia";"Donhierro";92;-4.69;41.11;"País Vasco/Euskadi"
"Segovia";"Duruelo";175;-3.64;41.23;"País Vasco/Euskadi"
"Segovia";"Encinas";43;-3.66;41.37;"País Vasco/Euskadi"
"Segovia";"Encinillas";284;-4.15;41.01;"País Vasco/Euskadi"
"Segovia";"Escalona del Prado";512;-4.12;41.16;"País Vasco/Euskadi"
"Segovia";"Escarabajosa de Cabezas";306;-4.19;41.1;"País Vasco/Euskadi"
"Segovia";"Escobar de Polendos";177;-4.13;41.09;"País Vasco/Euskadi"
"Segovia";"El Espinar";9155;-4.24;40.71;"País Vasco/Euskadi"
"Segovia";"Espirdo";1248;-4.07;40.99;"País Vasco/Euskadi"
"Segovia";"Fresneda de Cuéllar";173;-4.45;41.31;"País Vasco/Euskadi"
"Segovia";"Fresno de Cantespino";261;-3.49;41.36;"País Vasco/Euskadi"
"Segovia";"Fresno de la Fuente";74;-3.64;41.39;"País Vasco/Euskadi"
"Segovia";"Frumales";113;-4.18;41.38;"País Vasco/Euskadi"
"Segovia";"Fuente de Santa Cruz";122;-4.63;41.2;"País Vasco/Euskadi"
"Segovia";"Fuente el Olmo de Fuentidueña";170;-4;41.38;"País Vasco/Euskadi"
"Segovia";"Fuente el Olmo de Íscar";66;-4.49;41.27;"País Vasco/Euskadi"
"Segovia";"Fuentepelayo";860;-4.17;41.22;"País Vasco/Euskadi"
"Segovia";"Fuentepiñel";97;-4.04;41.4;"País Vasco/Euskadi"
"Segovia";"Fuenterrebollo";352;-3.93;41.29;"País Vasco/Euskadi"
"Segovia";"Fuentesaúco de Fuentidueña";240;-4.06;41.42;"País Vasco/Euskadi"
"Segovia";"Fuentesoto";113;-3.91;41.45;"País Vasco/Euskadi"
"Segovia";"Fuentidueña";141;-3.98;41.44;"País Vasco/Euskadi"
"Segovia";"Gallegos";92;-3.78;41.07;"País Vasco/Euskadi"
"Segovia";"Garcillán";450;-4.26;40.97;"País Vasco/Euskadi"
"Segovia";"Gomezserracín";699;-4.32;41.28;"País Vasco/Euskadi"
"Segovia";"Grajera";211;-3.61;41.37;"País Vasco/Euskadi"
"Segovia";"Honrubia de la Cuesta";58;-3.7;41.51;"País Vasco/Euskadi"
"Segovia";"Hontalbilla";304;-4.12;41.34;"País Vasco/Euskadi"
"Segovia";"Hontanares de Eresma";1363;-4.2;40.98;"País Vasco/Euskadi"
"Segovia";"Los Huertos";175;-4.21;41.01;"País Vasco/Euskadi"
"Segovia";"Ituero y Lama";349;-4.37;40.8;"País Vasco/Euskadi"
"Segovia";"Juarros de Riomoros";55;-4.3;40.94;"País Vasco/Euskadi"
"Segovia";"Juarros de Voltoya";222;-4.51;41.03;"País Vasco/Euskadi"
"Segovia";"Labajos";126;-4.52;40.84;"País Vasco/Euskadi"
"Segovia";"Laguna de Contreras";118;-4.02;41.49;"País Vasco/Euskadi"
"Segovia";"Languilla";79;-3.42;41.44;"País Vasco/Euskadi"
"Segovia";"Lastras de Cuéllar";375;-4.1;41.29;"País Vasco/Euskadi"
"Segovia";"Lastras del Pozo";72;-4.34;40.87;"País Vasco/Euskadi"
"Segovia";"La Lastrilla";3730;-4.1;40.96;"País Vasco/Euskadi"
"Segovia";"La Losa";538;-4.16;40.85;"País Vasco/Euskadi"
"Segovia";"Maderuelo";99;-3.52;41.48;"País Vasco/Euskadi"
"Segovia";"Marazuela";51;-4.36;40.97;"País Vasco/Euskadi"
"Segovia";"Martín Miguel";212;-4.27;40.95;"País Vasco/Euskadi"
"Segovia";"Martín Muñoz de la Dehesa";227;-4.68;41.06;"País Vasco/Euskadi"
"Segovia";"Martín Muñoz de las Posadas";308;-4.59;40.99;"País Vasco/Euskadi"
"Segovia";"Marugán";623;-4.38;40.89;"País Vasco/Euskadi"
"Segovia";"Matabuena";166;-3.75;41.09;"País Vasco/Euskadi"
"Segovia";"Mata de Cuéllar";260;-4.47;41.39;"País Vasco/Euskadi"
"Segovia";"La Matilla";98;-3.79;41.19;"País Vasco/Euskadi"
"Segovia";"Melque de Cercos";81;-4.46;41.05;"País Vasco/Euskadi"
"Segovia";"Membibre de la Hoz";31;-4.09;41.44;"País Vasco/Euskadi"
"Segovia";"Migueláñez";140;-4.36;41.12;"País Vasco/Euskadi"
"Segovia";"Montejo de Arévalo";191;-4.66;41.14;"País Vasco/Euskadi"
"Segovia";"Montejo de la Vega de la Serrezuela";151;-3.65;41.54;"País Vasco/Euskadi"
"Segovia";"Monterrubio";62;-4.35;40.84;"País Vasco/Euskadi"
"Segovia";"Moral de Hornuez";59;-3.61;41.46;"País Vasco/Euskadi"
"Segovia";"Mozoncillo";914;-4.18;41.14;"País Vasco/Euskadi"
"Segovia";"Muñopedro";323;-4.47;40.88;"País Vasco/Euskadi"
"Segovia";"Muñoveros";160;-3.95;41.17;"País Vasco/Euskadi"
"Segovia";"Nava de la Asunción";2814;-4.48;41.15;"País Vasco/Euskadi"
"Segovia";"Navafría";304;-3.82;41.05;"País Vasco/Euskadi"
"Segovia";"Navalilla";108;-3.93;41.34;"País Vasco/Euskadi"
"Segovia";"Navalmanzano";1081;-4.25;41.21;"País Vasco/Euskadi"
"Segovia";"Navares de Ayuso";51;-3.7;41.37;"País Vasco/Euskadi"
"Segovia";"Navares de Enmedio";92;-3.72;41.38;"País Vasco/Euskadi"
"Segovia";"Navares de las Cuevas";27;-3.75;41.41;"País Vasco/Euskadi"
"Segovia";"Navas de Oro";1368;-4.43;41.19;"País Vasco/Euskadi"
"Segovia";"Navas de San Antonio";350;-4.32;40.76;"País Vasco/Euskadi"
"Segovia";"Nieva";284;-4.42;41.08;"País Vasco/Euskadi"
"Segovia";"Olombrada";588;-4.16;41.41;"País Vasco/Euskadi"
"Segovia";"Orejana";65;-3.78;41.16;"País Vasco/Euskadi"
"Segovia";"Ortigosa de Pestaño";59;-4.39;41.08;"País Vasco/Euskadi"
"Segovia";"Otero de Herreros";975;-4.21;40.81;"País Vasco/Euskadi"
"Segovia";"Pajarejos";13;-3.59;41.39;"País Vasco/Euskadi"
"Segovia";"Palazuelos de Eresma";5174;-4.06;40.93;"País Vasco/Euskadi"
"Segovia";"Pedraza";388;-3.81;41.13;"País Vasco/Euskadi"
"Segovia";"Pelayos del Arroyo";46;-3.93;41.05;"País Vasco/Euskadi"
"Segovia";"Perosillo";16;-4.14;41.39;"País Vasco/Euskadi"
"Segovia";"Pinarejos";181;-4.29;41.25;"País Vasco/Euskadi"
"Segovia";"Pinarnegrillo";101;-4.2;41.19;"País Vasco/Euskadi"
"Segovia";"Carabias";47;-3.7;41.45;"País Vasco/Euskadi"
"Segovia";"Prádena";530;-3.68;41.13;"País Vasco/Euskadi"
"Segovia";"Puebla de Pedraza";57;-3.91;41.2;"País Vasco/Euskadi"
"Segovia";"Rapariegos";194;-4.65;41.09;"País Vasco/Euskadi"
"Segovia";"Rebollo";87;-3.85;41.19;"País Vasco/Euskadi"
"Segovia";"Remondo";302;-4.48;41.34;"País Vasco/Euskadi"
"Segovia";"Riaguas de San Bartolomé";36;-3.48;41.42;"País Vasco/Euskadi"
"Segovia";"Riaza";2138;-3.47;41.27;"País Vasco/Euskadi"
"Segovia";"Ribota";40;-3.42;41.36;"País Vasco/Euskadi"
"Segovia";"Riofrío de Riaza";38;-3.44;41.24;"País Vasco/Euskadi"
"Segovia";"Roda de Eresma";185;-4.18;41.02;"País Vasco/Euskadi"
"Segovia";"Sacramenia";383;-3.96;41.49;"País Vasco/Euskadi"
"Segovia";"Samboal";469;-4.41;41.25;"País Vasco/Euskadi"
"Segovia";"San Cristóbal de Cuéllar";152;-4.4;41.4;"País Vasco/Euskadi"
"Segovia";"San Cristóbal de la Vega";110;-4.64;41.11;"País Vasco/Euskadi"
"Segovia";"Sanchonuño";918;-4.3;41.32;"País Vasco/Euskadi"
"Segovia";"Sangarcía";319;-4.41;40.94;"País Vasco/Euskadi"
"Segovia";"Real Sitio de San Ildefonso";5315;-4;40.89;"País Vasco/Euskadi"
"Segovia";"San Martín y Mudrián";241;-4.33;41.22;"País Vasco/Euskadi"
"Segovia";"San Miguel de Bernuy";137;-3.95;41.39;"País Vasco/Euskadi"
"Segovia";"San Pedro de Gaíllos";300;-3.81;41.22;"País Vasco/Euskadi"
"Segovia";"Santa María la Real de Nieva";1004;-4.4;41.07;"País Vasco/Euskadi"
"Segovia";"Santa Marta del Cerro";42;-3.68;41.21;"País Vasco/Euskadi"
"Segovia";"Santiuste de Pedraza";99;-3.88;41.09;"País Vasco/Euskadi"
