"name";"url";"query";"woeid";"City"
"#basqueFEST";"http://twitter.com/search?q=%23basqueFEST";"%23basqueFEST";"754542";"Bilbao"
"Viernes Santo";"http://twitter.com/search?q=%22Viernes+Santo%22";"%22Viernes+Santo%22";"754542";"Bilbao"
"#SemanaSanta";"http://twitter.com/search?q=%23SemanaSanta";"%23SemanaSanta";"754542";"Bilbao"
"#AsteSantua19";"http://twitter.com/search?q=%23AsteSantua19";"%23AsteSantua19";"754542";"Bilbao"
"#HazQuePase";"http://twitter.com/search?q=%23HazQuePase";"%23HazQuePase";"754542";"Bilbao"
"Cayetana";"http://twitter.com/search?q=Cayetana";"Cayetana";"754542";"Bilbao"
"#VotaPSOE";"http://twitter.com/search?q=%23VotaPSOE";"%23VotaPSOE";"754542";"Bilbao"
"Elige";"http://twitter.com/search?q=Elige";"Elige";"754542";"Bilbao"
"Olot";"http://twitter.com/search?q=Olot";"Olot";"754542";"Bilbao"
"Sábado Santo";"http://twitter.com/search?q=%22S%C3%A1bado+Santo%22";"%22S%C3%A1bado+Santo%22";"754542";"Bilbao"
"Celtas Cortos";"http://twitter.com/search?q=%22Celtas+Cortos%22";"%22Celtas+Cortos%22";"754542";"Bilbao"
"Ley de Partidos";"http://twitter.com/search?q=%22Ley+de+Partidos%22";"%22Ley+de+Partidos%22";"754542";"Bilbao"
"Desastre Rivera";"http://twitter.com/search?q=%22Desastre+Rivera%22";"%22Desastre+Rivera%22";"754542";"Bilbao"
"Miriam Navarro";"http://twitter.com/search?q=%22Miriam+Navarro%22";"%22Miriam+Navarro%22";"754542";"Bilbao"
"Turmo";"http://twitter.com/search?q=Turmo";"Turmo";"754542";"Bilbao"
"Vigilia Pascual";"http://twitter.com/search?q=%22Vigilia+Pascual%22";"%22Vigilia+Pascual%22";"754542";"Bilbao"
"Viaje a la Alcarria";"http://twitter.com/search?q=%22Viaje+a+la+Alcarria%22";"%22Viaje+a+la+Alcarria%22";"754542";"Bilbao"
"Russell Westbrook";"http://twitter.com/search?q=%22Russell+Westbrook%22";"%22Russell+Westbrook%22";"754542";"Bilbao"
"Desarmando a Messi";"http://twitter.com/search?q=%22Desarmando+a+Messi%22";"%22Desarmando+a+Messi%22";"754542";"Bilbao"
"Cela";"http://twitter.com/search?q=Cela";"Cela";"754542";"Bilbao"
"Lyra McKee";"http://twitter.com/search?q=%22Lyra+McKee%22";"%22Lyra+McKee%22";"754542";"Bilbao"
"Turpin";"http://twitter.com/search?q=Turpin";"Turpin";"754542";"Bilbao"
"Josep Pla";"http://twitter.com/search?q=%22Josep+Pla%22";"%22Josep+Pla%22";"754542";"Bilbao"
"Torrevieja";"http://twitter.com/search?q=Torrevieja";"Torrevieja";"754542";"Bilbao"
"Columbine";"http://twitter.com/search?q=Columbine";"Columbine";"754542";"Bilbao"
"Valdano";"http://twitter.com/search?q=Valdano";"Valdano";"754542";"Bilbao"
"Reportado";"http://twitter.com/search?q=Reportado";"Reportado";"754542";"Bilbao"
"Zizek";"http://twitter.com/search?q=Zizek";"Zizek";"754542";"Bilbao"
"Veracruz";"http://twitter.com/search?q=Veracruz";"Veracruz";"754542";"Bilbao"
"Los Celtics";"http://twitter.com/search?q=%22Los+Celtics%22";"%22Los+Celtics%22";"754542";"Bilbao"
"Equo";"http://twitter.com/search?q=Equo";"Equo";"754542";"Bilbao"
"RTVE";"http://twitter.com/search?q=RTVE";"RTVE";"754542";"Bilbao"
"#FelizSábado";"http://twitter.com/search?q=%23FelizS%C3%A1bado";"%23FelizS%C3%A1bado";"754542";"Bilbao"
"#20deAbril";"http://twitter.com/search?q=%2320deAbril";"%2320deAbril";"754542";"Bilbao"
"#SabadoSanto";"http://twitter.com/search?q=%23SabadoSanto";"%23SabadoSanto";"754542";"Bilbao"
"#N1CanalFiesta16";"http://twitter.com/search?q=%23N1CanalFiesta16";"%23N1CanalFiesta16";"754542";"Bilbao"
"#CeltaGirona";"http://twitter.com/search?q=%23CeltaGirona";"%23CeltaGirona";"754542";"Bilbao"
"#DemasiadoTarde";"http://twitter.com/search?q=%23DemasiadoTarde";"%23DemasiadoTarde";"754542";"Bilbao"
"#EscuchoDialTalCual";"http://twitter.com/search?q=%23EscuchoDialTalCual";"%23EscuchoDialTalCual";"754542";"Bilbao"
"#BoyWithLuv2ndWin";"http://twitter.com/search?q=%23BoyWithLuv2ndWin";"%23BoyWithLuv2ndWin";"754542";"Bilbao"
"#AgropopularSábadoSanto";"http://twitter.com/search?q=%23AgropopularS%C3%A1badoSanto";"%23AgropopularS%C3%A1badoSanto";"754542";"Bilbao"
