"Word";"Frec"
"facha";1
"corrupcion";NA
"tesis";NA
"plagio";NA
"chalet";1
"racista";NA
"separatistas";NA
"liberal";3
"independentistas";2
"contrato fijo";NA
"empleo precario";NA
"empleo temporal";NA
"subir salario minimo";NA
"brecha salarial";NA
"deuda publica";NA
"pensiones";NA
"incrementar natalidad";NA
"contrato unico indefinido";NA
"precariedad";NA
"lucha precariedad";NA
"contratos basura";NA
"ofrecer vivienda";NA
"subir impuestos";NA
"expropiar";NA
"maternidad";NA
"feminismo";NA
"muerte digna";NA
"maltrato";NA
"concertinas";NA
"asilo";NA
"refugiados";NA
"ultraderecha";1
"lgtbi";NA
"romper espana";NA
"trio colon";1
"vieja politica";NA
"transicion ecologica";NA
"violencia machista";NA
"violencia intrafamiliar";NA
"prision permanente revisable";NA
"gobierno progresista";NA
"pablo iglesias";NA
"iglesias";1
"pabloiglesias";1
"ahorapodemos";2
"irenemontero";1
"unidas podemos";2
"podemos";8
"casado";5
"pablo casado";NA
"pablocasado";3
"populares";4
"pp";NA
"partido popular";NA
"ciudadanos";1
"cs";NA
"ciudadanoscs";74
"inesarrimadas";NA
"albertrivera";NA
"rivera";NA
"albert rivera";NA
"psoe";5
"partido socialista obrero espanol";NA
"pedro sanchez";31
"sanchez";34
"psoe";5
"sanchezcastejon";13
"vox";60
"santiago abascal";NA
"abascal";NA
"voxes";2
"santiabascal";3
"veleta naranja";NA
"derechita cobarde";NA
"trifachito";2
"si se puede";NA
"venezuela";NA
"chavistas";NA
"volivarianos";NA
"viva espana";6
"etarra";NA
"proetarras";NA
"comunistas";NA
"frentismo";NA
"energias renovables";NA
"golpistas";NA
"enemigos espana";NA
