"Word";"Frec"
"facha";NA
"corrupcion";NA
"tesis";5
"plagio";NA
"chalet";16
"racista";NA
"separatistas";NA
"liberal";NA
"independentistas";4
"contrato fijo";NA
"empleo precario";NA
"empleo temporal";NA
"subir salario minimo";NA
"brecha salarial";NA
"deuda publica";1
"pensiones";1
"incrementar natalidad";NA
"contrato unico indefinido";NA
"precariedad";27
"lucha precariedad";NA
"contratos basura";NA
"ofrecer vivienda";NA
"subir impuestos";NA
"expropiar";NA
"maternidad";NA
"feminismo";NA
"muerte digna";NA
"maltrato";NA
"concertinas";NA
"asilo";NA
"refugiados";NA
"ultraderecha";NA
"lgtbi";NA
"romper espana";NA
"trio colon";NA
"vieja politica";NA
"transicion ecologica";NA
"violencia machista";NA
"violencia intrafamiliar";NA
"prision permanente revisable";NA
"gobierno progresista";NA
"pablo iglesias";44
"iglesias";148
"pabloiglesias";30
"ahorapodemos";NA
"irenemontero";1
"unidas podemos";NA
"podemos";1
"casado";53
"pablo casado";5
"pablocasado";32
"populares";10
"pp";NA
"partido popular";NA
"ciudadanos";4
"cs";NA
"ciudadanoscs";5
"inesarrimadas";3
"albertrivera";NA
"rivera";210
"albert rivera";NA
"psoe";64
"partido socialista obrero espanol";NA
"pedro sanchez";24
"sanchez";192
"psoe";64
"sanchezcastejon";21
"vox";23
"santiago abascal";2
"abascal";7
"voxes";NA
"santiabascal";2
"veleta naranja";NA
"derechita cobarde";NA
"trifachito";2
"si se puede";NA
"venezuela";8
"chavistas";NA
"bolivarianos";NA
"viva espana";NA
"etarra";NA
"proetarras";NA
"comunistas";1
"frentismo";NA
"energias renovables";NA
"golpistas";1
"enemigos espana";NA
"fascismo";NA
