"Word";"Frec"
"facha";NA
"corrupcion";NA
"tesis";1
"plagio";NA
"chalet";NA
"racista";NA
"separatistas";7
"liberal";1
"independentistas";6
"contrato fijo";1
"empleo precario";NA
"empleo temporal";NA
"subir salario minimo";NA
"brecha salarial";NA
"deuda publica";2
"pensiones";3
"incrementar natalidad";NA
"contrato unico indefinido";1
"precariedad";NA
"lucha precariedad";NA
"contratos basura";NA
"ofrecer vivienda";NA
"subir impuestos";NA
"expropiar";NA
"maternidad";NA
"feminismo";2
"muerte digna";NA
"maltrato";NA
"concertinas";NA
"asilo";NA
"refugiados";NA
"ultraderecha";2
"lgtbi";NA
"romper espana";1
"trio colon";NA
"vieja politica";NA
"transicion ecologica";NA
"violencia machista";NA
"violencia intrafamiliar";NA
"prision permanente revisable";NA
"gobierno progresista";NA
"pablo iglesias";106
"iglesias";128
"pabloiglesias";82
"ahorapodemos";6
"irenemontero";2
"unidas podemos";3
"podemos";12
"casado";548
"pablo casado";447
"pablocasado";55
"populares";1
"pp";NA
"partido popular";NA
"ciudadanos";235
"cs";NA
"ciudadanoscs";6
"inesarrimadas";1
"albertrivera";NA
"rivera";170
"albert rivera";NA
"psoe";40
"partido socialista obrero espanol";NA
"pedro sanchez";46
"sanchez";83
"psoe";40
"sanchezcastejon";79
"vox";7
"santiago abascal";2
"abascal";3
"voxes";2
"santiabascal";4
"veleta naranja";NA
"derechita cobarde";NA
"trifachito";1
"si se puede";NA
"venezuela";8
"chavistas";NA
"volivarianos";NA
"viva espana";NA
"etarra";NA
"proetarras";NA
"comunistas";8
"frentismo";NA
"energias renovables";NA
"golpistas";8
"enemigos espana";NA
