"Word";"Frec"
"facha";NA
"corrupcion";1
"tesis";2
"plagio";NA
"chalet";NA
"racista";NA
"separatistas";2
"liberal";NA
"independentistas";20
"contrato fijo";NA
"empleo precario";NA
"empleo temporal";NA
"subir salario minimo";NA
"brecha salarial";NA
"deuda publica";NA
"pensiones";1
"incrementar natalidad";NA
"contrato unico indefinido";NA
"precariedad";1
"lucha precariedad";NA
"contratos basura";NA
"ofrecer vivienda";NA
"subir impuestos";NA
"expropiar";NA
"maternidad";NA
"feminismo";NA
"muerte digna";NA
"maltrato";NA
"concertinas";NA
"asilo";NA
"refugiados";NA
"ultraderecha";1
"lgtbi";NA
"romper espana";NA
"trio colon";NA
"vieja politica";NA
"transicion ecologica";NA
"violencia machista";NA
"violencia intrafamiliar";NA
"prision permanente revisable";NA
"gobierno progresista";NA
"pablo iglesias";14
"iglesias";115
"pabloiglesias";41
"ahorapodemos";18
"irenemontero";1
"unidas podemos";NA
"podemos";NA
"casado";140
"pablo casado";8
"pablocasado";33
"populares";22
"pp";NA
"partido popular";NA
"ciudadanos";7
"cs";NA
"ciudadanoscs";23
"inesarrimadas";1
"albertrivera";NA
"rivera";178
"albert rivera";NA
"psoe";363
"partido socialista obrero espanol";NA
"pedro sanchez";46
"sanchez";301
"sanchezcastejon";91
"vox";2
"santiago abascal";2
"abascal";3
"voxes";NA
"santiabascal";NA
"veleta naranja";NA
"derechita cobarde";NA
"trifachito";NA
"si se puede";NA
"venezuela";3
"chavistas";NA
"bolivarianos";NA
"viva espana";NA
"etarra";NA
"proetarras";NA
"comunistas";NA
"frentismo";NA
"energias renovables";NA
"golpistas";32
"enemigos espana";NA
"fascismo";NA
