"Word";"Frec"
"facha";NA
"corrupcion";NA
"tesis";7
"plagio";3
"chalet";NA
"racista";NA
"separatistas";4
"liberal";NA
"independentistas";25
"contrato fijo";NA
"empleo precario";NA
"empleo temporal";NA
"subir salario minimo";NA
"brecha salarial";NA
"deuda publica";NA
"pensiones";4
"incrementar natalidad";NA
"contrato unico indefinido";1
"precariedad";2
"lucha precariedad";NA
"contratos basura";1
"ofrecer vivienda";NA
"subir impuestos";NA
"expropiar";NA
"maternidad";NA
"feminismo";1
"muerte digna";NA
"maltrato";NA
"concertinas";NA
"asilo";NA
"refugiados";NA
"ultraderecha";1
"lgtbi";NA
"romper espana";NA
"trio colon";NA
"vieja politica";NA
"transicion ecologica";NA
"violencia machista";NA
"violencia intrafamiliar";NA
"prision permanente revisable";NA
"gobierno progresista";NA
"pablo iglesias";24
"iglesias";78
"pabloiglesias";348
"ahorapodemos";15
"irenemontero";1
"unidas podemos";1
"podemos";108
"casado";90
"pablo casado";18
"pablocasado";64
"populares";9
"pp";NA
"partido popular";NA
"ciudadanos";17
"cs";NA
"ciudadanoscs";86
"inesarrimadas";40
"albertrivera";NA
"rivera";424
"albert rivera";NA
"psoe";49
"partido socialista obrero espanol";NA
"pedro sanchez";97
"sanchez";265
"psoe";49
"sanchezcastejon";93
"vox";12
"santiago abascal";NA
"abascal";26
"voxes";3
"santiabascal";3
"veleta naranja";NA
"derechita cobarde";NA
"trifachito";NA
"si se puede";NA
"venezuela";1
"chavistas";NA
"volivarianos";NA
"viva espana";NA
"etarra";NA
"proetarras";NA
"comunistas";NA
"frentismo";NA
"energias renovables";NA
"golpistas";NA
"enemigos espana";8
