"Word";"Frec"
"facha";NA
"corrupcion";NA
"tesis";8
"plagio";NA
"chalet";NA
"racista";NA
"separatistas";1
"liberal";NA
"independentistas";9
"contrato fijo";NA
"empleo precario";NA
"empleo temporal";NA
"subir salario minimo";NA
"brecha salarial";NA
"deuda publica";NA
"pensiones";NA
"incrementar natalidad";NA
"contrato unico indefinido";NA
"precariedad";NA
"lucha precariedad";NA
"contratos basura";NA
"ofrecer vivienda";NA
"subir impuestos";NA
"expropiar";NA
"maternidad";NA
"feminismo";NA
"muerte digna";NA
"maltrato";NA
"concertinas";NA
"asilo";2
"refugiados";NA
"ultraderecha";1
"lgtbi";2
"romper espana";NA
"trio colon";NA
"vieja politica";NA
"transicion ecologica";NA
"violencia machista";6
"violencia intrafamiliar";NA
"prision permanente revisable";NA
"gobierno progresista";NA
"pablo iglesias";31
"iglesias";137
"pabloiglesias";15
"ahorapodemos";5
"irenemontero";NA
"unidas podemos";1
"podemos";11
"casado";343
"pablo casado";34
"pablocasado";12
"populares";2
"pp";NA
"partido popular";NA
"ciudadanos";NA
"cs";NA
"ciudadanoscs";4
"inesarrimadas";NA
"albertrivera";NA
"rivera";402
"albert rivera";NA
"psoe";110
"partido socialista obrero espanol";NA
"pedro sanchez";189
"sanchez";595
"psoe";110
"sanchezcastejon";161
"vox";29
"santiago abascal";NA
"abascal";4
"voxes";5
"santiabascal";7
"veleta naranja";NA
"derechita cobarde";NA
"trifachito";1
"si se puede";NA
"venezuela";1
"chavistas";NA
"bolivarianos";NA
"viva espana";1
"etarra";NA
"proetarras";NA
"comunistas";NA
"frentismo";NA
"energias renovables";NA
"golpistas";NA
"enemigos espana";NA
"fascismo";NA
