"Word";"Frec"
"pablo iglesias";20
"iglesias";21
"pabloiglesias";283
"ahorapodemos";58
"irenemontero";85
"unidas podemos";183
"podemos";288
"casado";132
"pablo casado";128
"pablocasado";10
"populares";8
"pp";NA
"partido popular";NA
"ciudadanos";70
"cs";NA
"ciudadanoscs";9
"inesarrimadas";NA
"albertrivera";NA
"rivera";93
"albert rivera";NA
"psoe";27
"partido socialista obrero espanol";NA
"pedro sanchez";139
"sanchez";289
"sanchezcastejon";18
"vox";137
"santiago abascal";5
"abascal";6
"voxes";106
"santiabascal";13
