"Word";"Frec"
"facha";NA
"corrupcion";NA
"tesis";NA
"plagio";1
"chalet";NA
"racista";NA
"separatistas";NA
"liberal";NA
"independentistas";1
"contrato fijo";NA
"empleo precario";NA
"empleo temporal";NA
"subir salario minimo";NA
"brecha salarial";NA
"deuda publica";NA
"pensiones";3
"incrementar natalidad";NA
"contrato unico indefinido";NA
"precariedad";NA
"lucha precariedad";NA
"contratos basura";NA
"ofrecer vivienda";NA
"subir impuestos";NA
"expropiar";NA
"maternidad";NA
"feminismo";NA
"muerte digna";NA
"maltrato";NA
"concertinas";NA
"asilo";NA
"refugiados";NA
"ultraderecha";NA
"lgtbi";NA
"romper espana";NA
"trio colon";NA
"vieja politica";NA
"transicion ecologica";NA
"violencia machista";NA
"violencia intrafamiliar";NA
"prision permanente revisable";NA
"gobierno progresista";NA
"pablo iglesias";2
"iglesias";3
"pabloiglesias";2
"ahorapodemos";2
"irenemontero";NA
"unidas podemos";1
"podemos";11
"casado";10
"pablo casado";4
"pablocasado";3
"populares";8
"pp";NA
"partido popular";NA
"ciudadanos";4
"cs";NA
"ciudadanoscs";NA
"inesarrimadas";3
"albertrivera";NA
"rivera";8
"albert rivera";NA
"psoe";34
"partido socialista obrero espanol";NA
"pedro sanchez";64
"sanchez";177
"sanchezcastejon";7
"vox";29
"santiago abascal";NA
"abascal";5
"voxes";2
"santiabascal";1
"veleta naranja";NA
"derechita cobarde";NA
"trifachito";1
"si se puede";NA
"venezuela";1
"chavistas";NA
"bolivarianos";NA
"viva espana";1
"etarra";NA
"proetarras";NA
"comunistas";NA
"frentismo";NA
"energias renovables";NA
"golpistas";NA
"enemigos espana";NA
"fascismo";NA
