"Word";"Frec"
"facha";4
"corrupcion";NA
"tesis";NA
"plagio";1
"chalet";NA
"racista";NA
"separatistas";125
"liberal";NA
"independentistas";11
"contrato fijo";NA
"empleo precario";NA
"empleo temporal";NA
"subir salario minimo";NA
"brecha salarial";NA
"deuda publica";NA
"pensiones";1
"incrementar natalidad";NA
"contrato unico indefinido";NA
"precariedad";NA
"lucha precariedad";NA
"contratos basura";NA
"ofrecer vivienda";NA
"subir impuestos";NA
"expropiar";NA
"maternidad";NA
"feminismo";NA
"muerte digna";NA
"maltrato";157
"concertinas";NA
"asilo";NA
"refugiados";NA
"ultraderecha";1
"lgtbi";NA
"romper espana";NA
"trio colon";NA
"vieja politica";NA
"transicion ecologica";NA
"violencia machista";NA
"violencia intrafamiliar";NA
"prision permanente revisable";NA
"gobierno progresista";NA
"pablo iglesias";NA
"iglesias";6
"pabloiglesias";2
"ahorapodemos";12
"irenemontero";1
"unidas podemos";5
"podemos";11
"casado";NA
"pablo casado";NA
"pablocasado";7
"populares";5
"pp";NA
"partido popular";NA
"ciudadanos";14
"cs";NA
"ciudadanoscs";12
"inesarrimadas";6
"albertrivera";NA
"rivera";119
"albert rivera";NA
"psoe";173
"partido socialista obrero espanol";NA
"pedro sanchez";17
"sanchez";47
"sanchezcastejon";15
"vox";58
"santiago abascal";1
"abascal";4
"voxes";2
"santiabascal";2
"veleta naranja";NA
"derechita cobarde";NA
"trifachito";NA
"si se puede";NA
"venezuela";NA
"chavistas";NA
"bolivarianos";NA
"viva espana";NA
"etarra";NA
"proetarras";NA
"comunistas";1
"frentismo";NA
"energias renovables";NA
"golpistas";4
"enemigos espana";NA
"fascismo";NA
