"Word";"Frec"
"pablo iglesias";NA
"iglesias";11
"pabloiglesias";7
"ahorapodemos";12
"irenemontero";2
"unidas podemos";3
"podemos";10
"casado";13
"pablo casado";NA
"pablocasado";4
"populares";NA
"pp";NA
"partido popular";NA
"ciudadanos";5
"cs";NA
"ciudadanoscs";4
"inesarrimadas";18
"albertrivera";NA
"rivera";30
"albert rivera";NA
"psoe";55
"partido socialista obrero espanol";NA
"pedro sanchez";70
"sanchez";130
"sanchezcastejon";68
"vox";22
"santiago abascal";1
"abascal";4
"voxes";NA
"santiabascal";5
