"Word";"Frec"
"facha";1
"corrupcion";3
"tesis";NA
"plagio";NA
"chalet";1
"racista";NA
"separatistas";NA
"liberal";NA
"independentistas";1
"contrato fijo";NA
"empleo precario";NA
"empleo temporal";NA
"subir salario minimo";NA
"brecha salarial";NA
"deuda publica";NA
"pensiones";NA
"incrementar natalidad";NA
"contrato unico indefinido";NA
"precariedad";NA
"lucha precariedad";NA
"contratos basura";NA
"ofrecer vivienda";NA
"subir impuestos";NA
"expropiar";NA
"maternidad";NA
"feminismo";NA
"muerte digna";NA
"maltrato";NA
"concertinas";NA
"asilo";NA
"refugiados";NA
"ultraderecha";3
"lgtbi";NA
"romper espana";NA
"trio colon";NA
"vieja politica";NA
"transicion ecologica";NA
"violencia machista";NA
"violencia intrafamiliar";NA
"prision permanente revisable";NA
"gobierno progresista";3
"pablo iglesias";1
"iglesias";2
"pabloiglesias";8
"ahorapodemos";5
"irenemontero";NA
"unidas podemos";6
"podemos";17
"casado";3
"pablo casado";2
"pablocasado";7
"populares";10
"pp";NA
"partido popular";NA
"ciudadanos";4
"cs";NA
"ciudadanoscs";3
"inesarrimadas";1
"albertrivera";NA
"rivera";8
"albert rivera";NA
"psoe";21
"partido socialista obrero espanol";NA
"pedro sanchez";2
"sanchez";4
"sanchezcastejon";13
"vox";33
"santiago abascal";NA
"abascal";7
"voxes";10
"santiabascal";4
"veleta naranja";NA
"derechita cobarde";NA
"trifachito";2
"si se puede";NA
"venezuela";NA
"chavistas";NA
"bolivarianos";NA
"viva espana";NA
"etarra";NA
"proetarras";NA
"comunistas";2
"frentismo";NA
"energias renovables";NA
"golpistas";1
"enemigos espana";NA
"fascismo";1
