"Word";"Frec"
"facha";NA
"corrupcion";2
"tesis";NA
"plagio";NA
"chalet";NA
"racista";NA
"separatistas";1
"liberal";NA
"independentistas";1
"contrato fijo";NA
"empleo precario";NA
"empleo temporal";NA
"subir salario minimo";NA
"brecha salarial";NA
"deuda publica";NA
"pensiones";NA
"incrementar natalidad";NA
"contrato unico indefinido";NA
"precariedad";NA
"lucha precariedad";NA
"contratos basura";NA
"ofrecer vivienda";NA
"subir impuestos";NA
"expropiar";NA
"maternidad";NA
"feminismo";3
"muerte digna";NA
"maltrato";NA
"concertinas";NA
"asilo";NA
"refugiados";NA
"ultraderecha";NA
"lgtbi";NA
"romper espana";NA
"trio colon";NA
"vieja politica";NA
"transicion ecologica";NA
"violencia machista";NA
"violencia intrafamiliar";NA
"prision permanente revisable";NA
"gobierno progresista";NA
"pablo iglesias";12
"iglesias";24
"pabloiglesias";6
"ahorapodemos";12
"irenemontero";2
"unidas podemos";17
"podemos";22
"casado";14
"pablo casado";13
"pablocasado";3
"populares";9
"pp";NA
"partido popular";NA
"ciudadanos";6
"cs";NA
"ciudadanoscs";5
"inesarrimadas";3
"albertrivera";NA
"rivera";17
"albert rivera";NA
"psoe";287
"partido socialista obrero espanol";NA
"pedro sanchez";9
"sanchez";33
"sanchezcastejon";4
"vox";28
"santiago abascal";8
"abascal";10
"voxes";7
"santiabascal";2
"veleta naranja";NA
"derechita cobarde";NA
"trifachito";2
"si se puede";NA
"venezuela";8
"chavistas";1
"bolivarianos";NA
"viva espana";NA
"etarra";NA
"proetarras";NA
"comunistas";NA
"frentismo";NA
"energias renovables";NA
"golpistas";NA
"enemigos espana";NA
"fascismo";NA
