"Word";"Frec"
"facha";NA
"corrupcion";1
"tesis";NA
"plagio";NA
"chalet";NA
"racista";NA
"separatistas";NA
"liberal";NA
"independentistas";NA
"contrato fijo";NA
"empleo precario";NA
"empleo temporal";NA
"subir salario minimo";NA
"brecha salarial";NA
"deuda publica";NA
"pensiones";NA
"incrementar natalidad";NA
"contrato unico indefinido";NA
"precariedad";1
"lucha precariedad";NA
"contratos basura";NA
"ofrecer vivienda";NA
"subir impuestos";NA
"expropiar";NA
"maternidad";NA
"feminismo";1
"muerte digna";NA
"maltrato";NA
"concertinas";NA
"asilo";NA
"refugiados";3
"ultraderecha";NA
"lgtbi";NA
"romper espana";NA
"trio colon";NA
"vieja politica";NA
"transicion ecologica";NA
"violencia machista";NA
"violencia intrafamiliar";NA
"prision permanente revisable";NA
"gobierno progresista";NA
"pablo iglesias";NA
"iglesias";3
"pabloiglesias";6
"ahorapodemos";1
"irenemontero";NA
"unidas podemos";NA
"podemos";12
"casado";10
"pablo casado";NA
"pablocasado";1
"populares";1
"pp";NA
"partido popular";NA
"ciudadanos";4
"cs";NA
"ciudadanoscs";NA
"inesarrimadas";NA
"albertrivera";NA
"rivera";7
"albert rivera";NA
"psoe";16
"partido socialista obrero espanol";NA
"pedro sanchez";2
"sanchez";3
"sanchezcastejon";1
"vox";10
"santiago abascal";NA
"abascal";5
"voxes";4
"santiabascal";NA
"veleta naranja";NA
"derechita cobarde";NA
"trifachito";5
"si se puede";NA
"venezuela";NA
"chavistas";NA
"bolivarianos";NA
"viva espana";NA
"etarra";NA
"proetarras";NA
"comunistas";NA
"frentismo";NA
"energias renovables";NA
"golpistas";NA
"enemigos espana";NA
"fascismo";5
