"Word";"Frec"
"facha";NA
"corrupcion";153
"tesis";1
"plagio";NA
"chalet";1
"racista";NA
"separatistas";2
"liberal";32
"independentistas";5
"contrato fijo";NA
"empleo precario";NA
"empleo temporal";NA
"subir salario minimo";NA
"brecha salarial";NA
"deuda publica";NA
"pensiones";3
"incrementar natalidad";NA
"contrato unico indefinido";NA
"precariedad";3
"lucha precariedad";NA
"contratos basura";NA
"ofrecer vivienda";NA
"subir impuestos";NA
"expropiar";NA
"maternidad";39
"feminismo";208
"muerte digna";NA
"maltrato";NA
"concertinas";NA
"asilo";NA
"refugiados";NA
"ultraderecha";234
"lgtbi";NA
"romper espana";2
"trio colon";NA
"vieja politica";21
"transicion ecologica";NA
"violencia machista";1
"violencia intrafamiliar";NA
"prision permanente revisable";52
"gobierno progresista";21
"pablo iglesias";1
"iglesias";4
"pabloiglesias";15
"ahorapodemos";12
"irenemontero";646
"unidas podemos";76
"podemos";100
"casado";663
"pablo casado";619
"pablocasado";564
"populares";692
"pp";NA
"partido popular";NA
"ciudadanos";300
"cs";NA
"ciudadanoscs";96
"inesarrimadas";7
"albertrivera";NA
"rivera";45
"albert rivera";NA
"psoe";269
"partido socialista obrero espanol";NA
"pedro sanchez";294
"sanchez";430
"sanchezcastejon";212
"vox";550
"santiago abascal";604
"abascal";670
"voxes";720
"santiabascal";396
"veleta naranja";NA
"derechita cobarde";NA
"trifachito";2
"si se puede";NA
"venezuela";4
"chavistas";NA
"bolivarianos";NA
"viva espana";7
"etarra";NA
"proetarras";NA
"comunistas";2
"frentismo";NA
"energias renovables";NA
"golpistas";NA
"enemigos espana";NA
"fascismo";206
