"Word";"Frec"
"facha";NA
"corrupcion";NA
"tesis";NA
"plagio";NA
"chalet";NA
"racista";NA
"separatistas";NA
"liberal";11
"independentistas";NA
"contrato fijo";NA
"empleo precario";NA
"empleo temporal";NA
"subir salario minimo";NA
"brecha salarial";NA
"deuda publica";NA
"pensiones";NA
"incrementar natalidad";NA
"contrato unico indefinido";NA
"precariedad";NA
"lucha precariedad";NA
"contratos basura";NA
"ofrecer vivienda";NA
"subir impuestos";NA
"expropiar";NA
"maternidad";NA
"feminismo";NA
"muerte digna";NA
"maltrato";NA
"concertinas";NA
"asilo";NA
"refugiados";NA
"ultraderecha";NA
"lgtbi";NA
"romper espana";NA
"trio colon";NA
"vieja politica";NA
"transicion ecologica";NA
"violencia machista";NA
"violencia intrafamiliar";NA
"prision permanente revisable";NA
"gobierno progresista";NA
"pablo iglesias";1
"iglesias";3
"pabloiglesias";NA
"ahorapodemos";NA
"irenemontero";NA
"unidas podemos";NA
"podemos";NA
"casado";NA
"pablo casado";NA
"pablocasado";NA
"populares";NA
"pp";NA
"partido popular";NA
"ciudadanos";10
"cs";NA
"ciudadanoscs";44
"inesarrimadas";2
"albertrivera";NA
"rivera";2
"albert rivera";NA
"psoe";10
"partido socialista obrero espanol";NA
"pedro sanchez";1
"sanchez";4
"psoe";10
"sanchezcastejon";1
"vox";68
"santiago abascal";NA
"abascal";1
"voxes";11
"santiabascal";2
"veleta naranja";NA
"derechita cobarde";NA
"trifachito";NA
"si se puede";NA
"venezuela";NA
"chavistas";NA
"bolivarianos";NA
"viva espana";NA
"etarra";NA
"proetarras";NA
"comunistas";NA
"frentismo";NA
"energias renovables";NA
"golpistas";NA
"enemigos espana";NA
"fascismo";NA
