"Word";"Frec"
"facha";NA
"corrupcion";NA
"tesis";NA
"plagio";NA
"chalet";NA
"racista";NA
"separatistas";NA
"liberal";NA
"independentistas";NA
"contrato fijo";NA
"empleo precario";NA
"empleo temporal";NA
"subir salario minimo";NA
"brecha salarial";NA
"deuda publica";NA
"pensiones";NA
"incrementar natalidad";NA
"contrato unico indefinido";NA
"precariedad";NA
"lucha precariedad";NA
"contratos basura";NA
"ofrecer vivienda";NA
"subir impuestos";NA
"expropiar";NA
"maternidad";NA
"feminismo";1
"muerte digna";NA
"maltrato";NA
"concertinas";NA
"asilo";NA
"refugiados";NA
"ultraderecha";NA
"lgtbi";NA
"romper espana";NA
"trio colon";NA
"vieja politica";NA
"transicion ecologica";NA
"violencia machista";NA
"violencia intrafamiliar";NA
"prision permanente revisable";NA
"gobierno progresista";NA
"pablo iglesias";NA
"iglesias";1
"pabloiglesias";NA
"ahorapodemos";NA
"irenemontero";NA
"unidas podemos";1
"podemos";1
"casado";NA
"pablo casado";NA
"pablocasado";2
"populares";2
"pp";NA
"partido popular";NA
"ciudadanos";2
"cs";NA
"ciudadanoscs";2
"inesarrimadas";2
"albertrivera";NA
"rivera";NA
"albert rivera";NA
"psoe";5
"partido socialista obrero espanol";NA
"pedro sanchez";2
"sanchez";11
"sanchezcastejon";4
"vox";27
"santiago abascal";1
"abascal";2
"voxes";13
"santiabascal";9
"veleta naranja";NA
"derechita cobarde";NA
"trifachito";NA
"si se puede";NA
"venezuela";NA
"chavistas";NA
"bolivarianos";NA
"viva espana";6
"etarra";NA
"proetarras";NA
"comunistas";NA
"frentismo";NA
"energias renovables";NA
"golpistas";NA
"enemigos espana";NA
"fascismo";NA
