"Word";"Frec"
"pablo iglesias";NA
"iglesias";3
"pabloiglesias";NA
"ahorapodemos";1
"irenemontero";NA
"unidas podemos";2
"podemos";5
"casado";1
"pablo casado";NA
"pablocasado";7
"populares";15
"pp";NA
"partido popular";NA
"ciudadanos";6
"cs";NA
"ciudadanoscs";4
"inesarrimadas";NA
"albertrivera";NA
"rivera";4
"albert rivera";NA
"psoe";18
"partido socialista obrero espanol";NA
"pedro sanchez";26
"sanchez";37
"sanchezcastejon";5
"vox";66
"santiago abascal";5
"abascal";8
"voxes";19
"santiabascal";15
