"Word";"Frec"
"pablo iglesias";11
"iglesias";103
"pabloiglesias";2
"ahorapodemos";7
"irenemontero";2
"unidas podemos";3
"podemos";15
"casado";8
"pablo casado";1
"pablocasado";5
"populares";3
"pp";NA
"partido popular";NA
"ciudadanos";39
"cs";NA
"ciudadanoscs";39
"inesarrimadas";20
"albertrivera";NA
"rivera";17
"albert rivera";NA
"psoe";21
"partido socialista obrero espanol";NA
"pedro sanchez";15
"sanchez";76
"sanchezcastejon";20
"vox";428
"santiago abascal";4
"abascal";5
"voxes";30
"santiabascal";31
