"Word";"Frec"
"pablo iglesias";NA
"iglesias";1
"pabloiglesias";18
"ahorapodemos";NA
"irenemontero";NA
"unidas podemos";NA
"podemos";NA
"casado";3
"pablo casado";NA
"pablocasado";17
"populares";NA
"pp";NA
"partido popular";NA
"ciudadanos";2
"cs";NA
"ciudadanoscs";NA
"inesarrimadas";NA
"albertrivera";NA
"rivera";2
"albert rivera";NA
"psoe";2
"partido socialista obrero espanol";NA
"pedro sanchez";NA
"sanchez";4
"sanchezcastejon";78
"vox";14
"santiago abascal";NA
"abascal";1
"voxes";4
"santiabascal";NA
