"Word";"Frec"
"facha";NA
"corrupcion";4
"tesis";NA
"plagio";NA
"chalet";1
"racista";NA
"separatistas";NA
"liberal";NA
"independentistas";NA
"contrato fijo";NA
"empleo precario";NA
"empleo temporal";NA
"subir salario minimo";NA
"brecha salarial";NA
"deuda publica";NA
"pensiones";1
"incrementar natalidad";NA
"contrato unico indefinido";NA
"precariedad";NA
"lucha precariedad";NA
"contratos basura";NA
"ofrecer vivienda";NA
"subir impuestos";NA
"expropiar";NA
"maternidad";NA
"feminismo";NA
"muerte digna";NA
"maltrato";NA
"concertinas";NA
"asilo";NA
"refugiados";NA
"ultraderecha";NA
"lgtbi";NA
"romper espana";2
"trio colon";NA
"vieja politica";NA
"transicion ecologica";NA
"violencia machista";NA
"violencia intrafamiliar";NA
"prision permanente revisable";NA
"gobierno progresista";NA
"pablo iglesias";1
"iglesias";5
"pabloiglesias";1
"ahorapodemos";NA
"irenemontero";NA
"unidas podemos";4
"podemos";13
"casado";2
"pablo casado";NA
"pablocasado";13
"populares";6
"pp";NA
"partido popular";NA
"ciudadanos";2
"cs";NA
"ciudadanoscs";1
"inesarrimadas";NA
"albertrivera";NA
"rivera";NA
"albert rivera";NA
"psoe";7
"partido socialista obrero espanol";NA
"pedro sanchez";NA
"sanchez";10
"sanchezcastejon";10
"vox";19
"santiago abascal";NA
"abascal";3
"voxes";13
"santiabascal";3
"veleta naranja";NA
"derechita cobarde";1
"trifachito";NA
"si se puede";NA
"venezuela";6
"chavistas";NA
"bolivarianos";NA
"viva espana";3
"etarra";NA
"proetarras";NA
"comunistas";NA
"frentismo";NA
"energias renovables";NA
"golpistas";NA
"enemigos espana";1
"fascismo";NA
