"Word";"Frec"
"facha";NA
"corrupcion";NA
"tesis";NA
"plagio";NA
"chalet";NA
"racista";NA
"separatistas";NA
"liberal";NA
"independentistas";NA
"contrato fijo";NA
"empleo precario";NA
"empleo temporal";NA
"subir salario minimo";NA
"brecha salarial";NA
"deuda publica";NA
"pensiones";NA
"incrementar natalidad";NA
"contrato unico indefinido";NA
"precariedad";2
"lucha precariedad";NA
"contratos basura";NA
"ofrecer vivienda";NA
"subir impuestos";NA
"expropiar";NA
"maternidad";NA
"feminismo";NA
"muerte digna";NA
"maltrato";NA
"concertinas";NA
"asilo";NA
"refugiados";NA
"ultraderecha";1
"lgtbi";NA
"romper espana";NA
"trio colon";NA
"vieja politica";NA
"transicion ecologica";NA
"violencia machista";NA
"violencia intrafamiliar";NA
"prision permanente revisable";NA
"gobierno progresista";NA
"pablo iglesias";NA
"iglesias";NA
"pabloiglesias";NA
"ahorapodemos";NA
"irenemontero";NA
"unidas podemos";NA
"podemos";NA
"casado";2
"pablo casado";NA
"pablocasado";2
"populares";5
"pp";NA
"partido popular";NA
"ciudadanos";14
"cs";NA
"ciudadanoscs";47
"inesarrimadas";2
"albertrivera";NA
"rivera";2
"albert rivera";NA
"psoe";11
"partido socialista obrero espanol";NA
"pedro sanchez";3
"sanchez";4
"psoe";11
"sanchezcastejon";7
"vox";12
"santiago abascal";2
"abascal";2
"voxes";7
"santiabascal";2
"veleta naranja";NA
"derechita cobarde";NA
"trifachito";NA
"si se puede";NA
"venezuela";NA
"chavistas";NA
"bolivarianos";NA
"viva espana";1
"etarra";NA
"proetarras";NA
"comunistas";NA
"frentismo";NA
"energias renovables";NA
"golpistas";NA
"enemigos espana";NA
"fascismo";NA
