"Word";"Frec"
"facha";1
"corrupcion";2
"tesis";NA
"plagio";NA
"chalet";NA
"racista";2
"separatistas";1
"liberal";NA
"independentistas";1
"contrato fijo";NA
"empleo precario";NA
"empleo temporal";NA
"subir salario minimo";NA
"brecha salarial";NA
"deuda publica";NA
"pensiones";1
"incrementar natalidad";NA
"contrato unico indefinido";NA
"precariedad";NA
"lucha precariedad";NA
"contratos basura";NA
"ofrecer vivienda";NA
"subir impuestos";NA
"expropiar";2
"maternidad";NA
"feminismo";NA
"muerte digna";NA
"maltrato";NA
"concertinas";NA
"asilo";NA
"refugiados";NA
"ultraderecha";163
"lgtbi";NA
"romper espana";NA
"trio colon";NA
"vieja politica";NA
"transicion ecologica";NA
"violencia machista";NA
"violencia intrafamiliar";NA
"prision permanente revisable";NA
"gobierno progresista";4
"pablo iglesias";14
"iglesias";38
"pabloiglesias";3
"ahorapodemos";5
"irenemontero";NA
"unidas podemos";2
"podemos";11
"casado";81
"pablo casado";7
"pablocasado";7
"populares";6
"pp";NA
"partido popular";NA
"ciudadanos";88
"cs";NA
"ciudadanoscs";NA
"inesarrimadas";1
"albertrivera";NA
"rivera";53
"albert rivera";NA
"psoe";31
"partido socialista obrero espanol";NA
"pedro sanchez";32
"sanchez";87
"psoe";31
"sanchezcastejon";15
"vox";74
"santiago abascal";12
"abascal";15
"voxes";7
"santiabascal";6
"veleta naranja";NA
"derechita cobarde";NA
"trifachito";NA
"si se puede";NA
"venezuela";2
"chavistas";NA
"bolivarianos";NA
"viva espana";NA
"etarra";NA
"proetarras";NA
"comunistas";NA
"frentismo";NA
"energias renovables";NA
"golpistas";1
"enemigos espana";NA
"fascismo";2
