"Word";"Frec"
"facha";NA
"corrupcion";1
"tesis";NA
"plagio";NA
"chalet";NA
"racista";NA
"separatistas";NA
"liberal";NA
"independentistas";2
"contrato fijo";NA
"empleo precario";NA
"empleo temporal";NA
"subir salario minimo";NA
"brecha salarial";1
"deuda publica";NA
"pensiones";NA
"incrementar natalidad";NA
"contrato unico indefinido";NA
"precariedad";NA
"lucha precariedad";NA
"contratos basura";NA
"ofrecer vivienda";NA
"subir impuestos";NA
"expropiar";NA
"maternidad";NA
"feminismo";NA
"muerte digna";NA
"maltrato";NA
"concertinas";NA
"asilo";NA
"refugiados";NA
"ultraderecha";NA
"lgtbi";NA
"romper espana";NA
"trio colon";NA
"vieja politica";NA
"transicion ecologica";NA
"violencia machista";NA
"violencia intrafamiliar";NA
"prision permanente revisable";NA
"gobierno progresista";NA
"pablo iglesias";2
"iglesias";6
"pabloiglesias";2
"ahorapodemos";1
"irenemontero";NA
"unidas podemos";1
"podemos";5
"casado";49
"pablo casado";42
"pablocasado";5
"populares";2
"pp";NA
"partido popular";NA
"ciudadanos";25
"cs";NA
"ciudadanoscs";4
"inesarrimadas";2
"albertrivera";NA
"rivera";64
"albert rivera";NA
"psoe";5
"partido socialista obrero espanol";NA
"pedro sanchez";11
"sanchez";53
"sanchezcastejon";2
"vox";72
"santiago abascal";1
"abascal";1
"voxes";6
"santiabascal";5
"veleta naranja";NA
"derechita cobarde";NA
"trifachito";NA
"si se puede";NA
"venezuela";NA
"chavistas";NA
"bolivarianos";NA
"viva espana";NA
"etarra";NA
"proetarras";NA
"comunistas";NA
"frentismo";NA
"energias renovables";NA
"golpistas";NA
"enemigos espana";36
"fascismo";NA
