"Word";"Frec"
"facha";NA
"corrupcion";10
"tesis";1
"plagio";3
"chalet";NA
"racista";NA
"separatistas";7
"liberal";NA
"independentistas";18
"contrato fijo";NA
"empleo precario";NA
"empleo temporal";NA
"subir salario minimo";NA
"brecha salarial";NA
"deuda publica";NA
"pensiones";NA
"incrementar natalidad";NA
"contrato unico indefinido";NA
"precariedad";1
"lucha precariedad";NA
"contratos basura";NA
"ofrecer vivienda";NA
"subir impuestos";NA
"expropiar";NA
"maternidad";NA
"feminismo";3
"muerte digna";NA
"maltrato";NA
"concertinas";NA
"asilo";NA
"refugiados";NA
"ultraderecha";2
"lgtbi";NA
"romper espana";NA
"trio colon";NA
"vieja politica";NA
"transicion ecologica";NA
"violencia machista";6
"violencia intrafamiliar";NA
"prision permanente revisable";NA
"gobierno progresista";NA
"pablo iglesias";10
"iglesias";41
"pabloiglesias";262
"ahorapodemos";6
"irenemontero";NA
"unidas podemos";1
"podemos";39
"casado";91
"pablo casado";13
"pablocasado";25
"populares";16
"pp";NA
"partido popular";NA
"ciudadanos";10
"cs";NA
"ciudadanoscs";9
"inesarrimadas";2
"albertrivera";NA
"rivera";366
"albert rivera";NA
"psoe";46
"partido socialista obrero espanol";NA
"pedro sanchez";79
"sanchez";249
"psoe";46
"sanchezcastejon";52
"vox";11
"santiago abascal";NA
"abascal";7
"voxes";8
"santiabascal";NA
"veleta naranja";NA
"derechita cobarde";NA
"trifachito";1
"si se puede";NA
"venezuela";3
"chavistas";NA
"bolivarianos";NA
"viva espana";NA
"etarra";NA
"proetarras";NA
"comunistas";6
"frentismo";NA
"energias renovables";NA
"golpistas";3
"enemigos espana";4
"fascismo";NA
