"Word";"Frec"
"facha";NA
"corrupcion";2
"tesis";NA
"plagio";NA
"chalet";NA
"racista";NA
"separatistas";NA
"liberal";NA
"independentistas";2
"contrato fijo";NA
"empleo precario";NA
"empleo temporal";NA
"subir salario minimo";NA
"brecha salarial";NA
"deuda publica";NA
"pensiones";NA
"incrementar natalidad";NA
"contrato unico indefinido";NA
"precariedad";NA
"lucha precariedad";NA
"contratos basura";NA
"ofrecer vivienda";NA
"subir impuestos";NA
"expropiar";NA
"maternidad";NA
"feminismo";NA
"muerte digna";NA
"maltrato";NA
"concertinas";NA
"asilo";NA
"refugiados";NA
"ultraderecha";NA
"lgtbi";NA
"romper espana";NA
"trio colon";NA
"vieja politica";NA
"transicion ecologica";NA
"violencia machista";NA
"violencia intrafamiliar";NA
"prision permanente revisable";NA
"gobierno progresista";NA
"pablo iglesias";3
"iglesias";4
"pabloiglesias";2
"ahorapodemos";1
"irenemontero";NA
"unidas podemos";22
"podemos";31
"casado";8
"pablo casado";6
"pablocasado";3
"populares";5
"pp";NA
"partido popular";NA
"ciudadanos";8
"cs";NA
"ciudadanoscs";3
"inesarrimadas";NA
"albertrivera";NA
"rivera";47
"albert rivera";NA
"psoe";33
"partido socialista obrero espanol";NA
"pedro sanchez";10
"sanchez";14
"psoe";33
"sanchezcastejon";19
"vox";5
"santiago abascal";NA
"abascal";NA
"voxes";6
"santiabascal";2
"veleta naranja";NA
"derechita cobarde";NA
"trifachito";3
"si se puede";NA
"venezuela";NA
"chavistas";NA
"volivarianos";NA
"viva espana";NA
"etarra";NA
"proetarras";NA
"comunistas";NA
"frentismo";NA
"energias renovables";NA
"golpistas";NA
"enemigos espana";NA
