"Word";"Frec"
"pablo iglesias";14
"iglesias";38
"pabloiglesias";3
"ahorapodemos";5
"irenemontero";NA
"unidas podemos";2
"podemos";11
"casado";81
"pablo casado";7
"pablocasado";7
"populares";6
"pp";NA
"partido popular";NA
"ciudadanos";88
"cs";NA
"ciudadanoscs";NA
"inesarrimadas";1
"albertrivera";NA
"rivera";53
"albert rivera";NA
"psoe";31
"partido socialista obrero espanol";NA
"pedro sanchez";32
"sanchez";87
"sanchezcastejon";15
"vox";74
"santiago abascal";12
"abascal";15
"voxes";7
"santiabascal";6
