"Word";"Frec"
"pablo iglesias";NA
"iglesias";NA
"pabloiglesias";NA
"ahorapodemos";NA
"irenemontero";NA
"unidas podemos";13
"podemos";23
"casado";NA
"pablo casado";NA
"pablocasado";2
"populares";11
"pp";NA
"partido popular";NA
"ciudadanos";15
"cs";NA
"ciudadanoscs";NA
"inesarrimadas";NA
"albertrivera";NA
"rivera";NA
"albert rivera";NA
"psoe";26
"partido socialista obrero espanol";NA
"pedro sanchez";1
"sanchez";12
"sanchezcastejon";4
"vox";6
"santiago abascal";NA
"abascal";NA
"voxes";NA
"santiabascal";NA
