"Word";"Frec"
"facha";4
"corrupcion";8
"tesis";29
"plagio";NA
"chalet";2
"racista";1
"separatistas";72
"liberal";NA
"independentistas";76
"contrato fijo";NA
"empleo precario";NA
"empleo temporal";NA
"subir salario minimo";4
"brecha salarial";NA
"deuda publica";NA
"pensiones";25
"incrementar natalidad";NA
"contrato unico indefinido";NA
"precariedad";14
"lucha precariedad";3
"contratos basura";1
"ofrecer vivienda";NA
"subir impuestos";NA
"expropiar";NA
"maternidad";1
"feminismo";37
"muerte digna";NA
"maltrato";NA
"concertinas";NA
"asilo";NA
"refugiados";NA
"ultraderecha";2
"lgtbi";29
"romper espana";19
"trio colon";NA
"vieja politica";NA
"transicion ecologica";NA
"violencia machista";37
"violencia intrafamiliar";NA
"prision permanente revisable";4
"gobierno progresista";8
"pablo iglesias";251
"iglesias";456
"pabloiglesias";214
"ahorapodemos";13
"irenemontero";NA
"unidas podemos";NA
"podemos";8
"casado";470
"pablo casado";47
"pablocasado";82
"populares";119
"pp";NA
"partido popular";NA
"ciudadanos";15
"cs";NA
"ciudadanoscs";15
"inesarrimadas";99
"albertrivera";NA
"rivera";922
"albert rivera";NA
"psoe";222
"partido socialista obrero espanol";NA
"pedro sanchez";289
"sanchez";1014
"sanchezcastejon";319
"vox";39
"santiago abascal";1
"abascal";17
"voxes";4
"santiabascal";NA
"veleta naranja";NA
"derechita cobarde";NA
"trifachito";NA
"si se puede";NA
"venezuela";4
"chavistas";NA
"bolivarianos";NA
"viva espana";NA
"etarra";NA
"proetarras";1
"comunistas";1
"frentismo";NA
"energias renovables";NA
"golpistas";136
"enemigos espana";NA
"fascismo";3
