"Word";"Frec"
"facha";2
"corrupcion";4
"tesis";NA
"plagio";NA
"chalet";NA
"racista";NA
"separatistas";1
"liberal";NA
"independentistas";1
"contrato fijo";NA
"empleo precario";NA
"empleo temporal";NA
"subir salario minimo";NA
"brecha salarial";NA
"deuda publica";NA
"pensiones";29
"incrementar natalidad";NA
"contrato unico indefinido";NA
"precariedad";NA
"lucha precariedad";NA
"contratos basura";NA
"ofrecer vivienda";NA
"subir impuestos";NA
"expropiar";NA
"maternidad";NA
"feminismo";8
"muerte digna";NA
"maltrato";NA
"concertinas";NA
"asilo";NA
"refugiados";NA
"ultraderecha";19
"lgtbi";4
"romper espana";2
"trio colon";NA
"vieja politica";NA
"transicion ecologica";NA
"violencia machista";NA
"violencia intrafamiliar";NA
"prision permanente revisable";NA
"gobierno progresista";NA
"pablo iglesias";18
"iglesias";411
"pabloiglesias";34
"ahorapodemos";73
"irenemontero";3
"unidas podemos";15
"podemos";335
"casado";8
"pablo casado";6
"pablocasado";171
"populares";370
"pp";NA
"partido popular";NA
"ciudadanos";12
"cs";NA
"ciudadanoscs";7
"inesarrimadas";1
"albertrivera";NA
"rivera";21
"albert rivera";NA
"psoe";131
"partido socialista obrero espanol";NA
"pedro sanchez";8
"sanchez";77
"psoe";131
"sanchezcastejon";10
"vox";119
"santiago abascal";5
"abascal";10
"voxes";49
"santiabascal";13
"veleta naranja";NA
"derechita cobarde";NA
"trifachito";1
"si se puede";NA
"venezuela";11
"chavistas";NA
"bolivarianos";NA
"viva espana";311
"etarra";NA
"proetarras";1
"comunistas";3
"frentismo";NA
"energias renovables";NA
"golpistas";NA
"enemigos espana";3
"fascismo";99
