"Word";"Frec"
"facha";NA
"corrupcion";3
"tesis";NA
"plagio";NA
"chalet";2
"racista";NA
"separatistas";NA
"liberal";NA
"independentistas";NA
"contrato fijo";NA
"empleo precario";NA
"empleo temporal";NA
"subir salario minimo";NA
"brecha salarial";NA
"deuda publica";NA
"pensiones";13
"incrementar natalidad";NA
"contrato unico indefinido";NA
"precariedad";NA
"lucha precariedad";NA
"contratos basura";NA
"ofrecer vivienda";NA
"subir impuestos";NA
"expropiar";NA
"maternidad";NA
"feminismo";1
"muerte digna";NA
"maltrato";1
"concertinas";NA
"asilo";NA
"refugiados";NA
"ultraderecha";NA
"lgtbi";NA
"romper espana";2
"trio colon";2
"vieja politica";NA
"transicion ecologica";NA
"violencia machista";NA
"violencia intrafamiliar";NA
"prision permanente revisable";NA
"gobierno progresista";12
"pablo iglesias";10
"iglesias";13
"pabloiglesias";22
"ahorapodemos";16
"irenemontero";3
"unidas podemos";59
"podemos";77
"casado";17
"pablo casado";7
"pablocasado";2
"populares";4
"pp";NA
"partido popular";NA
"ciudadanos";11
"cs";NA
"ciudadanoscs";14
"inesarrimadas";NA
"albertrivera";NA
"rivera";13
"albert rivera";NA
"psoe";30
"partido socialista obrero espanol";NA
"pedro sanchez";1
"sanchez";7
"psoe";30
"sanchezcastejon";8
"vox";29
"santiago abascal";1
"abascal";3
"voxes";6
"santiabascal";3
"veleta naranja";NA
"derechita cobarde";NA
"trifachito";4
"si se puede";NA
"venezuela";76
"chavistas";NA
"bolivarianos";NA
"viva espana";25
"etarra";NA
"proetarras";NA
"comunistas";3
"frentismo";NA
"energias renovables";NA
"golpistas";1
"enemigos espana";NA
"fascismo";1
