"Word";"Frec"
"facha";NA
"corrupcion";1
"tesis";NA
"plagio";NA
"chalet";156
"racista";2
"separatistas";11
"liberal";NA
"independentistas";20
"contrato fijo";NA
"empleo precario";NA
"empleo temporal";NA
"subir salario minimo";NA
"brecha salarial";NA
"deuda publica";NA
"pensiones";3
"incrementar natalidad";NA
"contrato unico indefinido";NA
"precariedad";1
"lucha precariedad";NA
"contratos basura";NA
"ofrecer vivienda";NA
"subir impuestos";NA
"expropiar";NA
"maternidad";NA
"feminismo";1
"muerte digna";NA
"maltrato";NA
"concertinas";NA
"asilo";NA
"refugiados";NA
"ultraderecha";2
"lgtbi";NA
"romper espana";3
"trio colon";NA
"vieja politica";NA
"transicion ecologica";NA
"violencia machista";NA
"violencia intrafamiliar";NA
"prision permanente revisable";NA
"gobierno progresista";NA
"pablo iglesias";1
"iglesias";5
"pabloiglesias";6
"ahorapodemos";10
"irenemontero";NA
"unidas podemos";4
"podemos";253
"casado";17
"pablo casado";13
"pablocasado";128
"populares";92
"pp";NA
"partido popular";NA
"ciudadanos";10
"cs";NA
"ciudadanoscs";7
"inesarrimadas";9
"albertrivera";NA
"rivera";160
"albert rivera";NA
"psoe";358
"partido socialista obrero espanol";NA
"pedro sanchez";19
"sanchez";34
"psoe";358
"sanchezcastejon";17
"vox";435
"santiago abascal";NA
"abascal";2
"voxes";50
"santiabascal";33
"veleta naranja";NA
"derechita cobarde";NA
"trifachito";4
"si se puede";NA
"venezuela";6
"chavistas";NA
"volivarianos";NA
"viva espana";2
"etarra";NA
"proetarras";NA
"comunistas";NA
"frentismo";NA
"energias renovables";NA
"golpistas";NA
"enemigos espana";NA
