"Word";"Frec"
"pablo iglesias";18
"iglesias";411
"pabloiglesias";34
"ahorapodemos";73
"irenemontero";3
"unidas podemos";15
"podemos";335
"casado";8
"pablo casado";6
"pablocasado";171
"populares";370
"pp";NA
"partido popular";NA
"ciudadanos";12
"cs";NA
"ciudadanoscs";7
"inesarrimadas";1
"albertrivera";NA
"rivera";21
"albert rivera";NA
"psoe";131
"partido socialista obrero espanol";NA
"pedro sanchez";8
"sanchez";77
"sanchezcastejon";10
"vox";119
"santiago abascal";5
"abascal";10
"voxes";49
"santiabascal";13
