"Word";"Frec"
"facha";NA
"corrupcion";NA
"tesis";NA
"plagio";NA
"chalet";NA
"racista";1
"separatistas";6
"liberal";NA
"independentistas";3
"contrato fijo";NA
"empleo precario";NA
"empleo temporal";NA
"subir salario minimo";NA
"brecha salarial";NA
"deuda publica";NA
"pensiones";NA
"incrementar natalidad";NA
"contrato unico indefinido";NA
"precariedad";NA
"lucha precariedad";NA
"contratos basura";NA
"ofrecer vivienda";NA
"subir impuestos";NA
"expropiar";NA
"maternidad";NA
"feminismo";NA
"muerte digna";NA
"maltrato";NA
"concertinas";NA
"asilo";NA
"refugiados";3
"ultraderecha";NA
"lgtbi";NA
"romper espana";NA
"trio colon";NA
"vieja politica";NA
"transicion ecologica";NA
"violencia machista";NA
"violencia intrafamiliar";NA
"prision permanente revisable";NA
"gobierno progresista";NA
"pablo iglesias";2
"iglesias";9
"pabloiglesias";NA
"ahorapodemos";NA
"irenemontero";NA
"unidas podemos";6
"podemos";14
"casado";2
"pablo casado";NA
"pablocasado";2
"populares";1
"pp";NA
"partido popular";NA
"ciudadanos";11
"cs";NA
"ciudadanoscs";1
"inesarrimadas";2
"albertrivera";NA
"rivera";6
"albert rivera";NA
"psoe";5
"partido socialista obrero espanol";NA
"pedro sanchez";1
"sanchez";12
"psoe";5
"sanchezcastejon";6
"vox";25
"santiago abascal";1
"abascal";1
"voxes";8
"santiabascal";NA
"veleta naranja";NA
"derechita cobarde";NA
"trifachito";NA
"si se puede";NA
"venezuela";1
"chavistas";NA
"bolivarianos";NA
"viva espana";1
"etarra";NA
"proetarras";NA
"comunistas";NA
"frentismo";NA
"energias renovables";NA
"golpistas";NA
"enemigos espana";NA
"fascismo";2
