"Word";"Frec"
"facha";1
"corrupcion";2
"tesis";NA
"plagio";NA
"chalet";NA
"racista";NA
"separatistas";NA
"liberal";NA
"independentistas";6
"contrato fijo";NA
"empleo precario";NA
"empleo temporal";NA
"subir salario minimo";NA
"brecha salarial";NA
"deuda publica";NA
"pensiones";NA
"incrementar natalidad";NA
"contrato unico indefinido";NA
"precariedad";7
"lucha precariedad";NA
"contratos basura";NA
"ofrecer vivienda";NA
"subir impuestos";NA
"expropiar";NA
"maternidad";NA
"feminismo";1
"muerte digna";NA
"maltrato";NA
"concertinas";NA
"asilo";NA
"refugiados";NA
"ultraderecha";1
"lgtbi";NA
"romper espana";NA
"trio colon";NA
"vieja politica";NA
"transicion ecologica";NA
"violencia machista";NA
"violencia intrafamiliar";NA
"prision permanente revisable";NA
"gobierno progresista";NA
"pablo iglesias";NA
"iglesias";1
"pabloiglesias";3
"ahorapodemos";1
"irenemontero";NA
"unidas podemos";7
"podemos";11
"casado";5
"pablo casado";NA
"pablocasado";NA
"populares";1
"pp";NA
"partido popular";NA
"ciudadanos";8
"cs";NA
"ciudadanoscs";6
"inesarrimadas";2
"albertrivera";NA
"rivera";6
"albert rivera";NA
"psoe";9
"partido socialista obrero espanol";NA
"pedro sanchez";11
"sanchez";16
"psoe";9
"sanchezcastejon";8
"vox";8
"santiago abascal";2
"abascal";6
"voxes";1
"santiabascal";1
"veleta naranja";NA
"derechita cobarde";NA
"trifachito";10
"si se puede";NA
"venezuela";NA
"chavistas";NA
"bolivarianos";NA
"viva espana";NA
"etarra";NA
"proetarras";NA
"comunistas";NA
"frentismo";NA
"energias renovables";NA
"golpistas";NA
"enemigos espana";NA
"fascismo";6
