"Word";"Frec"
"facha";1
"corrupcion";8
"tesis";NA
"plagio";NA
"chalet";NA
"racista";NA
"separatistas";5
"liberal";NA
"independentistas";NA
"contrato fijo";NA
"empleo precario";NA
"empleo temporal";NA
"subir salario minimo";NA
"brecha salarial";NA
"deuda publica";NA
"pensiones";5
"incrementar natalidad";NA
"contrato unico indefinido";NA
"precariedad";1
"lucha precariedad";NA
"contratos basura";NA
"ofrecer vivienda";NA
"subir impuestos";NA
"expropiar";NA
"maternidad";NA
"feminismo";11
"muerte digna";NA
"maltrato";NA
"concertinas";NA
"asilo";NA
"refugiados";1
"ultraderecha";8
"lgtbi";1
"romper espana";1
"trio colon";NA
"vieja politica";NA
"transicion ecologica";NA
"violencia machista";NA
"violencia intrafamiliar";NA
"prision permanente revisable";NA
"gobierno progresista";NA
"pablo iglesias";5
"iglesias";9
"pabloiglesias";16
"ahorapodemos";5
"irenemontero";1
"unidas podemos";7
"podemos";30
"casado";8
"pablo casado";1
"pablocasado";5
"populares";6
"pp";NA
"partido popular";NA
"ciudadanos";91
"cs";NA
"ciudadanoscs";NA
"inesarrimadas";NA
"albertrivera";NA
"rivera";110
"albert rivera";NA
"psoe";20
"partido socialista obrero espanol";NA
"pedro sanchez";1
"sanchez";6
"sanchezcastejon";9
"vox";20
"santiago abascal";NA
"abascal";3
"voxes";11
"santiabascal";1
"veleta naranja";NA
"derechita cobarde";NA
"trifachito";8
"si se puede";NA
"venezuela";12
"chavistas";NA
"bolivarianos";NA
"viva espana";NA
"etarra";NA
"proetarras";NA
"comunistas";2
"frentismo";NA
"energias renovables";NA
"golpistas";NA
"enemigos espana";NA
"fascismo";4
