"Word";"Frec"
"facha";3
"corrupcion";5
"tesis";NA
"plagio";NA
"chalet";NA
"racista";NA
"separatistas";NA
"liberal";NA
"independentistas";2
"contrato fijo";NA
"empleo precario";NA
"empleo temporal";NA
"subir salario minimo";NA
"brecha salarial";NA
"deuda publica";NA
"pensiones";NA
"incrementar natalidad";NA
"contrato unico indefinido";NA
"precariedad";NA
"lucha precariedad";NA
"contratos basura";NA
"ofrecer vivienda";NA
"subir impuestos";NA
"expropiar";NA
"maternidad";NA
"feminismo";11
"muerte digna";NA
"maltrato";1
"concertinas";NA
"asilo";NA
"refugiados";NA
"ultraderecha";7
"lgtbi";10
"romper espana";NA
"trio colon";NA
"vieja politica";NA
"transicion ecologica";NA
"violencia machista";NA
"violencia intrafamiliar";NA
"prision permanente revisable";NA
"gobierno progresista";NA
"pablo iglesias";3
"iglesias";6
"pabloiglesias";5
"ahorapodemos";6
"irenemontero";NA
"unidas podemos";21
"podemos";42
"casado";10
"pablo casado";1
"pablocasado";9
"populares";2
"pp";NA
"partido popular";NA
"ciudadanos";12
"cs";NA
"ciudadanoscs";9
"inesarrimadas";2
"albertrivera";NA
"rivera";9
"albert rivera";NA
"psoe";29
"partido socialista obrero espanol";NA
"pedro sanchez";NA
"sanchez";9
"psoe";29
"sanchezcastejon";17
"vox";26
"santiago abascal";NA
"abascal";3
"voxes";6
"santiabascal";1
"veleta naranja";NA
"derechita cobarde";NA
"trifachito";1
"si se puede";NA
"venezuela";2
"chavistas";NA
"bolivarianos";NA
"viva espana";NA
"etarra";NA
"proetarras";NA
"comunistas";NA
"frentismo";NA
"energias renovables";NA
"golpistas";NA
"enemigos espana";NA
"fascismo";3
