"Word";"Frec"
"facha";NA
"corrupcion";7
"tesis";1
"plagio";NA
"chalet";NA
"racista";NA
"separatistas";1
"liberal";NA
"independentistas";2
"contrato fijo";NA
"empleo precario";NA
"empleo temporal";NA
"subir salario minimo";NA
"brecha salarial";NA
"deuda publica";NA
"pensiones";NA
"incrementar natalidad";NA
"contrato unico indefinido";NA
"precariedad";4
"lucha precariedad";NA
"contratos basura";NA
"ofrecer vivienda";NA
"subir impuestos";NA
"expropiar";NA
"maternidad";6
"feminismo";NA
"muerte digna";NA
"maltrato";NA
"concertinas";NA
"asilo";NA
"refugiados";NA
"ultraderecha";NA
"lgtbi";NA
"romper espana";NA
"trio colon";NA
"vieja politica";NA
"transicion ecologica";NA
"violencia machista";NA
"violencia intrafamiliar";NA
"prision permanente revisable";NA
"gobierno progresista";NA
"pablo iglesias";NA
"iglesias";1
"pabloiglesias";2
"ahorapodemos";5
"irenemontero";4
"unidas podemos";NA
"podemos";27
"casado";5
"pablo casado";NA
"pablocasado";26
"populares";8
"pp";NA
"partido popular";NA
"ciudadanos";377
"cs";NA
"ciudadanoscs";11
"inesarrimadas";1
"albertrivera";NA
"rivera";4
"albert rivera";NA
"psoe";41
"partido socialista obrero espanol";NA
"pedro sanchez";33
"sanchez";36
"psoe";41
"sanchezcastejon";169
"vox";31
"santiago abascal";NA
"abascal";6
"voxes";2
"santiabascal";12
"veleta naranja";NA
"derechita cobarde";NA
"trifachito";1
"si se puede";NA
"venezuela";1
"chavistas";NA
"volivarianos";NA
"viva espana";NA
"etarra";NA
"proetarras";NA
"comunistas";NA
"frentismo";NA
"energias renovables";NA
"golpistas";NA
"enemigos espana";4
